EDR3Name,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,_x,_y,Gmag,BP-RP,e_Gmag,e_BP-RP
9554,115.9186,-23.7261,0.294,0.136,-3.706,0.093,3.083,0.122,0.127,-0.204,17.819,1.367,0.003,0.019
9555,115.9205,-23.7193,0.902,0.04,-5.06,0.028,1.532,0.037,0.133,-0.202,16.2,1.148,0.003,0.006
9556,115.9149,-23.7185,0.694,0.033,-7.301,0.023,8.028,0.031,0.134,-0.207,15.766,0.9,0.003,0.005
9557,115.9185,-23.7257,-0.156,0.206,-1.864,0.191,0.952,0.186,0.127,-0.204,18.679,1.579,0.003,0.528
9558,115.9149,-23.7253,0.121,0.076,-4.088,0.052,3.721,0.069,0.128,-0.207,17.286,1.311,0.003,0.009
9559,115.9181,-23.7307,0.173,0.026,-0.897,0.017,2.103,0.024,0.122,-0.204,15.179,0.691,0.003,0.005
9560,115.8955,-23.7302,0.243,0.191,-1.282,0.126,2.247,0.208,0.123,-0.225,18.934,1.326,0.003,0.028
9561,115.897,-23.7231,0.229,0.077,-1.393,0.051,0.729,0.078,0.13,-0.223,17.282,1.123,0.003,0.008
9562,115.898,-23.7199,0.396,0.118,-2.386,0.078,2.159,0.122,0.133,-0.222,18.04,1.348,0.003,0.017
9563,115.8969,-23.7194,0.192,0.181,-1.795,0.117,4.767,0.181,0.133,-0.223,18.761,1.346,0.003,0.024
9564,115.8997,-23.7245,0.515,0.019,-2.003,0.013,0.605,0.019,0.128,-0.221,14.349,0.571,0.003,0.005
9565,115.8896,-23.7221,0.329,0.056,-2.423,0.041,2.586,0.057,0.131,-0.23,16.856,1.008,0.003,0.007
9566,115.9126,-23.7165,0.937,0.088,-3.883,0.064,4.878,0.087,0.136,-0.209,17.669,1.662,0.003,0.014
9567,115.9078,-23.7157,0.166,0.157,-2.159,0.103,3.914,0.147,0.137,-0.214,18.58,1.28,0.003,0.024
9568,115.9158,-23.7149,-0.04,0.112,-0.81,0.076,3.132,0.103,0.138,-0.206,16.689,0.942,0.003,0.006
9569,115.9053,-23.7144,0.555,0.025,-3.444,0.016,-0.983,0.022,0.138,-0.216,15.005,0.853,0.003,0.005
9570,115.8681,-23.7317,1.052,0.199,-2.606,0.126,0.13,0.209,0.121,-0.25,18.912,2.236,0.003,0.041
9571,115.8734,-23.7253,0.307,0.081,-2.966,0.056,4.631,0.084,0.127,-0.245,17.449,1.134,0.003,0.009
9572,115.8754,-23.7295,0.591,0.035,-2.039,0.024,1.407,0.034,0.123,-0.243,15.939,0.946,0.003,0.005
9573,115.873,-23.7283,0.401,0.033,-2.562,0.023,0.225,0.035,0.124,-0.245,15.833,1.172,0.003,0.005
9574,115.8714,-23.7296,0.206,0.034,-3.605,0.023,4.545,0.037,0.123,-0.247,15.908,1.086,0.003,0.005
9575,115.8681,-23.7249,0.48,0.016,-2.352,0.011,4.806,0.015,0.128,-0.25,13.929,0.685,0.003,0.005
9576,115.8682,-23.7288,0.208,0.07,-2.022,0.048,2.126,0.072,0.124,-0.25,17.331,1.142,0.003,0.008
9577,115.8691,-23.7141,0.164,0.157,-1.005,0.111,2.686,0.163,0.139,-0.249,18.549,1.161,0.003,0.019
9578,115.8849,-23.7223,-0.354,0.182,0.291,0.117,-1.64,0.182,0.13,-0.234,18.737,1.159,0.006,0.038
9579,115.8824,-23.7216,0.995,0.087,-4.34,0.061,5.07,0.089,0.131,-0.237,17.677,1.612,0.003,0.012
9580,115.8906,-23.7162,0.249,0.135,-1.6,0.081,1.931,0.129,0.137,-0.229,18.17,1.2,0.003,0.019
9581,115.8792,-23.713,-0.035,0.131,-1.605,0.09,2.229,0.139,0.14,-0.24,18.364,1.161,0.003,0.015
9582,115.8741,-23.7148,0.711,0.033,-1.721,0.025,1.013,0.036,0.138,-0.244,15.807,0.993,0.003,0.007
9583,115.8819,-23.7125,0.301,0.094,-2.23,0.067,2.695,0.099,0.14,-0.237,17.881,1.247,0.003,0.012
9584,115.8873,-23.7111,0.11,0.069,-1.69,0.047,2.904,0.069,0.142,-0.232,17.188,1.022,0.003,0.008
9585,115.8865,-23.7126,-0.107,0.167,-0.34,0.112,1.89,0.175,0.14,-0.233,18.65,1.392,0.003,0.023
9586,115.8853,-23.7065,0.072,0.102,-1.318,0.073,3.768,0.101,0.146,-0.234,17.857,1.112,0.003,0.012
9587,115.8828,-23.7057,0.35,0.147,-4.126,0.105,1.051,0.156,0.147,-0.236,18.488,1.353,0.003,0.027
9588,115.8749,-23.7132,0.31,0.169,-0.753,0.121,2.838,0.18,0.14,-0.244,18.808,1.375,0.003,0.03
9589,115.89,-23.7118,0.963,0.019,-3.577,0.013,5.129,0.018,0.141,-0.23,14.414,0.869,0.003,0.005
9590,115.8835,-23.7051,0.183,0.055,-1.298,0.039,2.004,0.055,0.148,-0.236,16.786,0.961,0.003,0.006
9591,115.8883,-23.7176,0.529,0.138,-1.966,0.092,2.01,0.138,0.135,-0.231,18.336,1.139,0.003,0.022
9592,115.8736,-23.7147,0.025,0.165,-1.617,0.115,1.611,0.197,0.138,-0.245,18.494,1.878,0.009,0.151
9593,115.8961,-23.7107,0.416,0.123,-2.102,0.079,3.405,0.118,0.142,-0.224,18.112,1.259,0.003,0.015
9594,115.8936,-23.707,0.475,0.076,-5.58,0.052,6.283,0.076,0.146,-0.227,17.343,1.142,0.003,0.008
9595,115.8929,-23.7054,0.404,0.19,-2.408,0.132,2.622,0.195,0.147,-0.227,18.889,1.472,0.003,0.026
9596,115.8888,-23.705,0.057,0.189,0.04,0.131,3.849,0.195,0.148,-0.231,18.922,1.371,0.003,0.022
9597,115.8934,-23.7034,0.522,0.142,-1.35,0.1,0.787,0.146,0.149,-0.227,18.37,1.321,0.003,0.018
9598,115.8985,-23.6979,0.269,0.061,-1.36,0.042,3.303,0.063,0.155,-0.222,17.028,1.157,0.003,0.011
9599,115.8979,-23.7026,-0.513,0.127,-2.758,0.093,1.989,0.125,0.15,-0.223,14.532,0.55,0.003,0.005
9600,115.8971,-23.7025,0.127,0.127,-2.757,0.098,1.78,0.132,0.15,-0.223,18.188,0.994,0.003,0.087
9601,115.8938,-23.7,0.425,0.067,-2.818,0.046,3.286,0.068,0.153,-0.226,17.19,1.072,0.003,0.007
9602,115.897,-23.7083,0.49,0.047,-1.265,0.032,4.321,0.047,0.145,-0.223,16.451,1.209,0.003,0.006
9603,115.8905,-23.6993,0.16,0.083,-1.815,0.055,1.071,0.084,0.154,-0.229,17.514,1.165,0.003,0.009
9604,115.891,-23.7101,0.759,0.028,-5.936,0.02,6.568,0.028,0.143,-0.229,14.897,0.853,0.003,0.005
9605,115.8725,-23.7089,0.679,0.176,-3.436,0.122,3.395,0.196,0.144,-0.246,18.793,1.348,0.003,0.025
9606,115.8739,-23.7041,0.045,0.133,-1.229,0.094,0.589,0.148,0.149,-0.245,18.326,1.805,0.003,0.02
9607,115.8703,-23.7043,0.267,0.113,-4.043,0.077,6.695,0.122,0.148,-0.248,18.099,1.256,0.003,0.015
9608,115.8798,-23.7065,0.151,0.047,-1.464,0.036,3.654,0.048,0.146,-0.239,16.445,1.068,0.003,0.006
9609,115.8766,-23.7026,7.156,0.606,5.344,0.427,14.166,0.588,0.15,-0.242,15.633,1.613,0.004,0.005
9610,115.8719,-23.6954,0.236,0.053,-4.437,0.037,4.097,0.059,0.157,-0.246,16.76,1.084,0.003,0.007
9611,115.8733,-23.701,0.979,0.041,-3.703,0.03,5.139,0.046,0.152,-0.245,16.261,1.157,0.003,0.006
9612,115.8709,-23.7065,0.781,0.016,0.192,0.011,-4.808,0.017,0.146,-0.247,14.093,0.664,0.003,0.005
9613,115.8733,-23.7131,0.512,0.035,-2.681,0.025,-0.062,0.038,0.14,-0.245,15.566,0.957,0.003,0.005
9614,115.8695,-23.7076,0.213,0.026,-1.966,0.019,1.467,0.026,0.145,-0.249,15.321,0.939,0.003,0.005
9615,115.8833,-23.7019,0.009,0.154,-1.327,0.104,2.305,0.156,0.151,-0.236,18.553,1.271,0.003,0.018
9616,115.8859,-23.6868,0.437,0.111,-2.22,0.076,1.655,0.114,0.166,-0.234,18.065,1.238,0.003,0.014
9617,115.882,-23.6869,0.071,0.142,-2.38,0.098,1.474,0.152,0.166,-0.237,18.46,1.372,0.003,0.018
9618,115.8841,-23.6953,,,,,,,0.157,-0.235,17.662,1.262,0.005,0.018
9619,115.8932,-23.694,0.444,0.041,-1.638,0.03,1.1,0.042,0.159,-0.227,16.285,1.074,0.003,0.006
9620,115.8912,-23.6961,0.644,0.062,-3.489,0.042,0.692,0.062,0.157,-0.229,17.001,1.142,0.003,0.007
9621,115.8888,-23.6923,0.439,0.109,-0.855,0.076,5.286,0.114,0.16,-0.231,18.077,1.12,0.003,0.016
9622,115.8882,-23.6931,0.444,0.046,-2.325,0.033,3.525,0.047,0.16,-0.232,16.547,1.138,0.003,0.006
9623,115.8837,-23.6916,0.195,0.025,-2.367,0.017,3.285,0.025,0.161,-0.236,15.052,0.501,0.003,0.005
9624,115.8841,-23.6952,,,,,,,0.158,-0.235,17.468,1.287,0.014,0.009
9625,115.8859,-23.6988,0.21,0.137,-0.042,0.095,2.331,0.141,0.154,-0.234,18.402,1.258,0.003,0.016
9626,115.8805,-23.6956,0.119,0.072,-0.579,0.049,1.055,0.07,0.157,-0.239,17.226,1.733,0.003,0.009
9627,115.8681,-23.6908,0.537,0.174,-2.901,0.119,3.928,0.19,0.162,-0.25,18.783,1.346,0.003,0.026
9628,115.871,-23.6942,0.825,0.052,-1.263,0.036,-1.139,0.056,0.159,-0.247,14.745,1.015,0.003,0.005
9629,115.875,-23.6842,0.385,0.157,-1.196,0.103,1.876,0.168,0.169,-0.244,18.537,1.223,0.003,0.03
9630,115.8677,-23.6806,0.119,0.125,-6.63,0.087,-4.38,0.135,0.172,-0.25,18.277,1.308,0.003,0.017
9631,115.8688,-23.6782,0.958,0.189,-4.056,0.124,5.383,0.201,0.174,-0.249,18.843,2.256,0.003,0.041
9632,115.8719,-23.6891,0.231,0.012,-2.261,0.008,2.739,0.013,0.164,-0.246,13.077,0.378,0.003,0.005
9633,115.8711,-23.6902,0.807,0.017,2.366,0.012,-2.098,0.019,0.163,-0.247,14.313,0.725,0.003,0.005
9634,115.868,-23.6879,0.185,0.082,-2.672,0.057,2.196,0.088,0.165,-0.25,17.525,1.279,0.003,0.01
9635,115.868,-23.6742,0.459,0.084,-2.35,0.059,0.482,0.09,0.179,-0.25,17.621,1.384,0.003,0.009
9636,115.9234,-23.7179,0.082,0.107,-1.159,0.07,2.094,0.098,0.135,-0.199,17.911,0.963,0.003,0.012
9637,115.9286,-23.7059,0.116,0.179,-1.65,0.119,1.484,0.166,0.147,-0.194,18.813,1.386,0.003,0.029
9638,115.9346,-23.7108,0.521,0.069,-2.233,0.048,-1.024,0.066,0.142,-0.189,17.268,1.445,0.003,0.009
9639,115.9368,-23.7146,0.266,0.123,-2.486,0.083,1.742,0.117,0.138,-0.187,18.226,1.261,0.003,0.015
9640,115.9316,-23.7173,0.271,0.04,-1.7,0.028,1.895,0.037,0.136,-0.192,16.174,0.892,0.003,0.006
9641,115.9274,-23.7116,0.636,0.024,6.962,0.016,-7.463,0.021,0.141,-0.196,14.702,0.964,0.003,0.005
9642,115.9253,-23.7101,0.202,0.026,-2.402,0.019,2.744,0.024,0.143,-0.197,15.262,1.775,0.003,0.005
9643,115.9283,-23.719,0.097,0.043,-0.913,0.03,1.319,0.04,0.134,-0.195,16.335,1.846,0.003,0.006
9644,115.9455,-23.7017,0.246,0.087,-0.689,0.058,1.422,0.08,0.151,-0.179,17.59,1.122,0.003,0.011
9645,115.9339,-23.7011,0.551,0.175,-2.235,0.119,3.17,0.166,0.152,-0.19,18.787,1.56,0.003,0.03
9646,115.9392,-23.6995,0.181,0.179,-1.511,0.12,3.244,0.171,0.153,-0.185,18.818,1.373,0.003,0.028
9647,115.9473,-23.7032,0.476,0.058,-2.878,0.039,1.757,0.052,0.15,-0.177,16.873,1.271,0.003,0.007
9648,115.9379,-23.6975,0.279,0.094,-1.853,0.067,2.061,0.089,0.155,-0.186,17.819,1.203,0.003,0.013
9649,115.9367,-23.6976,2.423,0.062,25.116,0.042,-59.091,0.057,0.155,-0.187,16.792,2.147,0.003,0.008
9650,115.9163,-23.71,0.203,0.062,-1.267,0.044,1.095,0.059,0.143,-0.206,16.941,1.779,0.003,0.008
9651,115.9196,-23.7005,0.634,0.126,-3.332,0.088,4.171,0.125,0.152,-0.203,18.309,1.463,0.003,0.016
9652,115.9152,-23.6966,0.535,0.091,-5.322,0.063,3.146,0.087,0.156,-0.207,17.656,1.246,0.003,0.013
9653,115.9198,-23.7033,0.359,0.09,-1.365,0.062,2.141,0.083,0.15,-0.203,17.668,1.553,0.003,0.01
9654,115.9121,-23.7055,0.817,0.046,-6.127,0.032,0.91,0.042,0.147,-0.21,16.43,1.099,0.003,0.006
9655,115.9222,-23.702,0.914,0.076,-3.706,0.054,5.12,0.072,0.151,-0.2,17.412,1.596,0.003,0.01
9656,115.9104,-23.7037,0.249,0.137,-2.653,0.094,2.087,0.134,0.149,-0.211,18.366,1.256,0.003,0.018
9657,115.9297,-23.6979,0.524,0.012,-2.607,0.008,0.57,0.01,0.155,-0.193,12.611,1.511,0.003,0.005
9658,115.9331,-23.6894,0.302,0.136,-1.716,0.095,1.813,0.133,0.163,-0.19,18.43,1.378,0.003,0.022
9659,115.9277,-23.6849,0.443,0.167,-0.724,0.12,2.74,0.166,0.168,-0.195,18.799,1.304,0.003,0.025
9660,115.9274,-23.6864,1.061,0.186,-13.214,0.13,-1.678,0.186,0.166,-0.196,18.92,2.264,0.003,0.045
9661,115.9258,-23.6871,0.193,0.172,-1.355,0.126,2.07,0.178,0.166,-0.197,18.829,1.382,0.003,0.026
9662,115.9347,-23.6968,-1.083,0.317,-3.134,0.172,3.152,0.267,0.156,-0.189,18.865,1.469,0.005,0.426
9663,115.9268,-23.7025,0.871,0.133,-3.361,0.089,2.299,0.125,0.15,-0.196,18.312,1.831,0.003,0.031
9664,115.9351,-23.6966,0.012,0.073,-1.898,0.049,0.82,0.065,0.156,-0.189,17.047,1.178,0.003,0.011
9665,115.9299,-23.6894,0.4,0.037,-2.751,0.026,5.802,0.035,0.163,-0.193,16.063,1.145,0.003,0.006
9666,115.9238,-23.6951,0.125,0.051,-3.081,0.036,1.545,0.047,0.158,-0.199,16.599,1.085,0.003,0.006
9667,115.9266,-23.7032,0.111,0.041,-0.962,0.029,0.94,0.038,0.15,-0.196,16.22,1.765,0.003,0.006
9668,115.9211,-23.6954,0.316,0.057,-1.239,0.043,4.736,0.054,0.157,-0.201,16.928,1.091,0.003,0.007
9669,115.9527,-23.7012,0.534,0.142,0.273,0.094,-3.092,0.131,0.152,-0.172,18.397,1.528,0.003,0.019
9670,115.9427,-23.6905,0.213,0.14,-1.122,0.098,2.184,0.135,0.162,-0.182,18.458,1.33,0.003,0.02
9671,115.9481,-23.6946,0.374,0.167,-2.5,0.122,2.782,0.165,0.158,-0.177,18.805,1.877,0.004,0.048
9672,115.9521,-23.6881,0.154,0.065,-1.413,0.046,2.186,0.063,0.165,-0.173,17.163,0.958,0.003,0.008
9673,115.9488,-23.6892,0.155,0.066,-1.346,0.046,1.987,0.062,0.164,-0.176,17.134,0.715,0.003,0.008
9674,115.9497,-23.6924,0.158,0.02,-1.34,0.014,2.038,0.018,0.16,-0.175,11.934,0.677,0.003,0.005
9675,115.9525,-23.6977,0.073,0.051,-1.056,0.034,1.846,0.046,0.155,-0.173,16.451,1.99,0.003,0.007
9676,115.9651,-23.686,0.623,0.068,-1.903,0.048,-0.8,0.063,0.167,-0.161,17.116,1.187,0.003,0.011
9677,115.9624,-23.6876,0.381,0.133,-1.057,0.097,2.819,0.12,0.165,-0.164,18.243,1.166,0.003,0.019
9678,115.9607,-23.6858,0.206,0.062,-1.754,0.043,2.626,0.057,0.167,-0.165,16.972,0.992,0.003,0.008
9679,115.963,-23.6887,0.275,0.093,-1.435,0.069,1.787,0.089,0.164,-0.163,17.76,1.156,0.003,0.013
9680,115.9548,-23.6808,0.428,0.103,-0.81,0.073,0.936,0.103,0.172,-0.17,17.985,1.361,0.003,0.016
9681,115.9607,-23.6925,0.436,0.096,-1.238,0.063,-0.249,0.087,0.16,-0.165,17.425,,0.003,
9682,115.9589,-23.6925,0.29,0.139,-1.174,0.097,2.136,0.135,0.16,-0.167,18.477,1.18,0.003,0.024
9683,115.9582,-23.6775,0.191,0.024,-1.264,0.017,2.34,0.023,0.175,-0.167,15.01,0.986,0.003,0.005
9684,115.957,-23.6788,0.244,0.059,-2.278,0.042,0.499,0.056,0.174,-0.168,16.939,1.065,0.003,0.007
9685,115.9596,-23.6862,0.278,0.034,-1.747,0.024,0.771,0.031,0.167,-0.166,15.772,1.051,0.003,0.005
9686,115.9586,-23.6853,0.417,0.116,-3.116,0.082,2.418,0.113,0.168,-0.167,18.179,1.462,0.003,0.02
9687,115.9603,-23.6923,0.236,0.046,-1.227,0.03,0.493,0.041,0.161,-0.165,16.155,1.536,0.003,0.016
9688,115.9362,-23.69,0.09,0.157,-2.085,0.106,3.114,0.15,0.163,-0.188,18.618,1.26,0.003,0.025
9689,115.9414,-23.6911,0.789,0.019,-2.203,0.014,0.45,0.017,0.162,-0.183,14.511,0.708,0.003,0.005
9690,115.9388,-23.6882,0.097,0.179,-1.328,0.12,2.058,0.166,0.165,-0.185,18.779,1.255,0.003,0.027
9691,115.9385,-23.6857,0.184,0.186,-1.095,0.128,1.718,0.176,0.167,-0.185,18.804,1.285,0.003,0.036
9692,115.9342,-23.6811,0.381,0.066,-1.702,0.047,3.59,0.064,0.172,-0.189,17.146,1.081,0.003,0.009
9693,115.9391,-23.6777,-0.153,0.14,-1.162,0.104,1.563,0.135,0.175,-0.185,18.41,1.409,0.003,0.028
9694,115.9413,-23.6797,0.521,0.127,-1.891,0.083,2.847,0.125,0.173,-0.183,18.181,,0.003,
9695,115.9418,-23.6794,0.326,0.06,-4.242,0.041,-2.087,0.057,0.173,-0.182,16.993,1.137,0.003,0.016
9696,115.9451,-23.6852,0.404,0.113,-2.208,0.074,1.835,0.106,0.168,-0.179,18.016,1.593,0.003,0.016
9697,115.9434,-23.6855,0.287,0.058,-2.397,0.041,1.107,0.055,0.167,-0.181,16.892,1.526,0.003,0.008
9698,115.9302,-23.6833,1.012,0.082,-3.578,0.058,5.168,0.079,0.17,-0.193,17.486,1.62,0.003,0.01
9699,115.9316,-23.6866,0.251,0.028,-1.463,0.02,1.061,0.026,0.166,-0.192,15.413,0.652,0.003,0.005
9700,115.9505,-23.6819,0.204,0.039,-1.386,0.028,2.044,0.038,0.171,-0.174,16.231,0.78,0.003,0.008
9701,115.9462,-23.6802,0.905,0.053,-9.34,0.038,1.041,0.052,0.173,-0.178,16.846,1.287,0.003,0.007
9702,115.9522,-23.6666,0.328,0.161,-0.891,0.113,2.148,0.156,0.186,-0.173,18.644,1.421,0.003,0.022
9703,115.9497,-23.6814,-0.171,0.187,0.175,0.121,2.863,0.167,0.171,-0.175,16.615,1.536,0.003,0.008
9704,115.9455,-23.6688,0.16,0.053,-2.923,0.037,3.07,0.05,0.184,-0.179,16.59,0.804,0.003,0.006
9705,115.9421,-23.6749,0.154,0.025,-1.566,0.017,3.581,0.023,0.178,-0.182,15.115,1.642,0.003,0.005
9706,115.9074,-23.7017,0.2,0.072,-2.187,0.052,3.806,0.069,0.151,-0.214,17.367,1.184,0.003,0.009
9707,115.9082,-23.6996,0.118,0.132,-1.29,0.094,2.699,0.129,0.153,-0.213,18.367,1.209,0.003,0.018
9708,115.9106,-23.697,0.581,0.19,-6.409,0.133,3.445,0.196,0.156,-0.211,18.97,1.678,0.003,0.039
9709,115.8999,-23.6933,0.163,0.136,-1.063,0.094,2.106,0.14,0.159,-0.221,18.401,1.19,0.003,0.02
9710,115.9064,-23.687,0.456,0.159,-2.116,0.102,-0.955,0.167,0.166,-0.215,18.35,1.511,0.004,0.038
9711,115.9094,-23.688,0.753,0.149,-3.655,0.107,1.107,0.154,0.165,-0.212,16.755,1.227,0.003,0.007
9712,115.9062,-23.6868,0.52,0.125,-1.824,0.083,-0.759,0.117,0.166,-0.215,17.751,1.432,0.003,0.018
9713,115.9051,-23.6867,0.326,0.057,-0.867,0.041,1.631,0.056,0.166,-0.216,16.969,1.095,0.003,0.007
9714,115.8994,-23.6982,0.138,0.024,-1.464,0.017,1.237,0.025,0.155,-0.221,15.134,1.838,0.003,0.005
9715,115.8959,-23.6937,0.299,0.019,0.055,0.014,0.877,0.019,0.159,-0.224,14.548,1.121,0.003,0.005
9716,115.911,-23.6875,0.164,0.091,-1.408,0.065,1.23,0.09,0.165,-0.211,17.8,1.11,0.003,0.012
9717,115.9134,-23.6861,0.585,0.124,-1.494,0.086,-0.464,0.122,0.167,-0.208,18.275,1.446,0.003,0.021
9718,115.9106,-23.6843,0.369,0.091,-2.27,0.066,1.753,0.094,0.169,-0.211,17.804,1.175,0.003,0.012
9719,115.9188,-23.6788,0.429,0.157,-3.281,0.11,5.131,0.155,0.174,-0.204,18.61,1.533,0.003,0.024
9720,115.9242,-23.6872,0.007,0.061,-2.841,0.043,3.19,0.059,0.166,-0.199,16.217,0.973,0.003,0.006
9721,115.9223,-23.6855,0.18,0.076,-1.732,0.054,1.091,0.075,0.167,-0.2,17.461,1.121,0.003,0.009
9722,115.917,-23.6811,-0.007,0.123,-0.839,0.086,2.906,0.122,0.172,-0.205,18.24,1.137,0.003,0.016
9723,115.8889,-23.6884,1.386,0.085,-10.601,0.058,8.858,0.088,0.164,-0.231,17.168,2.049,0.003,0.009
9724,115.9031,-23.6867,0.145,0.144,-1.026,0.099,0.661,0.151,0.166,-0.218,18.502,1.452,0.003,0.023
9725,115.8888,-23.6812,0.311,0.157,-0.96,0.106,0.143,0.168,0.172,-0.231,18.625,1.392,0.003,0.023
9726,115.8919,-23.6797,0.097,0.14,-1.299,0.099,2.604,0.149,0.173,-0.228,18.093,1.337,0.003,0.016
9727,115.8929,-23.6814,-0.047,0.121,-0.12,0.084,1.385,0.128,0.171,-0.227,18.251,1.453,0.003,0.016
9728,115.894,-23.693,0.376,0.068,-1.939,0.048,4.205,0.074,0.16,-0.226,17.275,1.199,0.003,0.024
9729,115.8948,-23.6765,0.33,0.023,-2.619,0.016,1.484,0.023,0.176,-0.225,14.923,0.772,0.003,0.005
9730,115.8948,-23.6932,0.236,0.058,-1.109,0.041,3.619,0.059,0.16,-0.225,16.922,1.166,0.003,0.008
9731,115.8964,-23.6859,0.141,0.098,-0.999,0.069,2.093,0.102,0.167,-0.224,17.814,1.269,0.003,0.01
9732,115.9,-23.6752,-0.495,0.193,-2.883,0.135,1.061,0.215,0.178,-0.221,18.99,1.567,0.003,0.028
9733,115.911,-23.6753,0.18,0.106,-1.15,0.076,2.071,0.109,0.178,-0.211,17.977,1.219,0.003,0.012
9734,115.9111,-23.673,0.337,0.064,-3.213,0.047,0.019,0.066,0.18,-0.211,17.207,1.197,0.003,0.008
9735,115.9035,-23.668,0.862,0.106,-2.289,0.075,3.001,0.112,0.185,-0.217,17.575,1.163,0.003,0.027
9736,115.9124,-23.672,0.258,0.068,-2.018,0.05,4.355,0.072,0.181,-0.209,17.329,1.044,0.003,0.009
9737,115.909,-23.6676,0.941,0.048,-1.437,0.035,0.717,0.048,0.185,-0.212,16.682,1.296,0.003,0.006
9738,115.9105,-23.6717,0.123,0.153,0.601,0.107,-1.414,0.161,0.181,-0.211,18.633,1.889,0.003,0.032
9739,115.9043,-23.6665,0.41,0.037,-1.735,0.027,2.213,0.039,0.186,-0.217,16.035,1.083,0.003,0.005
9740,115.9033,-23.6682,-0.537,0.341,-2.582,0.259,4.797,0.418,0.185,-0.218,18.386,1.352,0.004,0.202
9741,115.9089,-23.679,0.394,0.049,-1.768,0.036,1.562,0.049,0.174,-0.213,16.655,1.051,0.003,0.006
9742,115.9026,-23.6734,0.691,0.014,-3.819,0.01,7.66,0.014,0.179,-0.218,13.811,0.714,0.003,0.005
9743,115.9,-23.6694,0.347,0.017,-3.593,0.013,3.213,0.018,0.183,-0.221,14.326,1.026,0.003,0.005
9744,115.9048,-23.6786,1.584,0.035,-3.944,0.025,-2.259,0.034,0.174,-0.216,15.988,1.448,0.003,0.005
9745,115.9054,-23.6806,0.403,0.092,0.85,0.065,0.563,0.091,0.172,-0.216,17.809,1.383,0.003,0.01
9746,115.9305,-23.6815,0.199,0.091,-1.741,0.066,0.998,0.09,0.171,-0.193,17.789,1.197,0.003,0.014
9747,115.9317,-23.6754,0.337,0.122,-1.18,0.083,2.069,0.119,0.177,-0.192,18.157,1.326,0.003,0.021
9748,115.9317,-23.6766,-0.167,0.192,-2.414,0.135,1.126,0.181,0.176,-0.192,18.5,1.383,0.003,0.025
9749,115.9229,-23.6767,-0.729,0.18,-2.718,0.125,-0.23,0.174,0.176,-0.2,18.163,1.201,0.004,0.017
9750,115.9254,-23.667,-0.124,0.174,-1.545,0.127,1.904,0.183,0.186,-0.197,18.88,1.364,0.003,0.043
9751,115.9375,-23.6729,0.267,0.159,-1.261,0.128,1.9,0.161,0.18,-0.186,18.623,1.469,0.003,0.026
9752,115.9244,-23.6749,0.265,0.034,-1.284,0.024,1.212,0.034,0.178,-0.198,15.864,0.943,0.003,0.019
9753,115.9354,-23.6724,0.126,0.078,-1.066,0.05,2.217,0.074,0.18,-0.188,17.298,1.228,0.003,0.012
9754,115.9264,-23.665,0.152,0.038,-0.935,0.028,2.876,0.038,0.188,-0.197,16.176,0.749,0.003,0.006
9755,115.9278,-23.6681,0.393,0.042,-2.883,0.031,5.602,0.043,0.185,-0.195,16.416,1.021,0.003,0.007
9756,115.9278,-23.672,1.053,0.047,-6.034,0.034,6.778,0.046,0.181,-0.195,16.608,1.303,0.003,0.007
9757,115.924,-23.6753,0.447,0.038,-3.29,0.027,1.311,0.038,0.178,-0.199,16.01,1.083,0.003,0.016
9758,115.9284,-23.6815,0.131,0.122,-1.569,0.085,1.089,0.118,0.171,-0.195,18.259,1.321,0.003,0.017
9759,115.9392,-23.6697,2.234,0.442,-9.73,0.299,16.821,0.405,0.183,-0.185,11.438,0.699,0.004,0.005
9760,115.9392,-23.6651,0.334,0.159,0.987,0.12,2.132,0.153,0.188,-0.185,18.565,1.434,0.003,0.028
9761,115.9338,-23.6613,1.1,0.081,-2.333,0.058,-0.965,0.083,0.192,-0.19,17.628,1.698,0.003,0.014
9762,115.9365,-23.6622,0.192,0.136,-1.183,0.085,4.103,0.129,0.191,-0.187,16.779,0.925,0.003,0.006
9763,115.9092,-23.6658,0.268,0.167,-1.482,0.122,4.309,0.172,0.187,-0.212,18.861,1.211,0.003,0.023
9764,115.9102,-23.6639,-0.323,0.124,-5.986,0.09,5.61,0.12,0.189,-0.211,16.853,1.141,0.003,0.006
9765,115.9084,-23.6617,1.788,0.103,4.07,0.072,-5.33,0.103,0.191,-0.213,17.968,2.184,0.003,0.019
9766,115.9246,-23.6611,0.237,0.106,-2.292,0.073,-0.399,0.104,0.192,-0.198,18.006,1.271,0.003,0.014
9767,115.9216,-23.6583,0.296,0.151,-1.653,0.104,1.94,0.148,0.195,-0.201,18.599,1.326,0.003,0.02
9768,115.9177,-23.659,0.38,0.079,-0.174,0.058,5.53,0.079,0.194,-0.205,17.598,1.341,0.003,0.009
9769,115.9178,-23.6572,0.539,0.079,-4.342,0.056,2.455,0.082,0.196,-0.204,17.573,1.264,0.003,0.01
9770,115.9233,-23.6629,0.25,0.086,-2.058,0.062,4.471,0.086,0.19,-0.199,17.767,1.158,0.003,0.01
9771,115.92,-23.658,0.236,0.118,-0.851,0.082,0.945,0.115,0.195,-0.202,18.213,1.313,0.003,0.014
