EDR3Name,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,_x,_y,Gmag,BP-RP,e_Gmag,e_BP-RP
212,116.0482,-24.1001,0.453,0.031,-1.529,0.021,1.238,0.03,-0.247,-0.085,15.662,0.979,0.003,0.005
213,116.0426,-24.0961,0.977,0.025,-3.76,0.018,4.509,0.025,-0.243,-0.09,15.234,0.889,0.003,0.005
214,116.0323,-24.0951,0.204,0.191,-1.361,0.126,4.459,0.176,-0.242,-0.099,18.781,1.358,0.003,0.024
215,116.031,-24.0872,0.347,0.14,-3.027,0.091,1.672,0.135,-0.234,-0.1,18.387,1.294,0.003,0.019
216,116.0271,-24.0865,0.104,0.091,-2.763,0.061,1.573,0.091,-0.234,-0.104,17.725,1.127,0.003,0.011
217,116.023,-24.0981,0.509,0.105,-1.938,0.074,0.405,0.104,-0.245,-0.108,14.821,1.454,0.003,0.005
218,116.0363,-24.0918,0.186,0.062,-2.081,0.039,1.139,0.06,-0.239,-0.096,16.889,1.217,0.003,0.011
219,116.0307,-24.0981,0.205,0.087,-0.917,0.06,0.898,0.081,-0.245,-0.101,17.566,1.128,0.003,0.013
220,116.0259,-24.0915,0.485,0.037,-2.332,0.025,3.032,0.036,-0.239,-0.105,16.008,0.944,0.003,0.005
221,116.0238,-24.0964,0.827,0.039,-4.378,0.027,2.871,0.038,-0.243,-0.107,16.176,1.064,0.003,0.006
222,116.0197,-24.0906,1.553,0.066,-3.107,0.045,9.0,0.065,-0.238,-0.111,17.11,2.013,0.003,0.009
223,116.0361,-24.0848,0.401,0.087,-2.261,0.063,3.34,0.09,-0.232,-0.096,17.733,1.106,0.003,0.011
224,116.0393,-24.0792,0.08,0.193,-0.535,0.132,2.532,0.196,-0.226,-0.093,18.916,1.52,0.003,0.031
225,116.0313,-24.0789,0.224,0.105,1.277,0.07,-3.531,0.109,-0.226,-0.1,17.925,1.376,0.003,0.013
226,116.0405,-24.0774,0.9,0.182,4.676,0.12,2.12,0.183,-0.224,-0.092,18.754,1.864,0.003,0.026
227,116.0346,-24.0749,0.586,0.205,0.246,0.135,2.385,0.201,-0.222,-0.097,18.972,1.421,0.003,0.034
228,116.0367,-24.0909,0.1,0.228,-1.528,0.132,2.001,0.199,-0.238,-0.095,18.86,0.953,0.004,0.067
229,116.0439,-24.0838,0.376,0.05,-2.789,0.033,2.209,0.05,-0.231,-0.089,16.599,1.075,0.003,0.006
230,116.0348,-24.0861,0.182,0.076,-0.27,0.052,4.204,0.076,-0.233,-0.097,17.426,1.419,0.003,0.011
231,116.0361,-24.0906,0.291,0.029,-1.948,0.02,1.335,0.029,-0.238,-0.096,15.544,0.704,0.003,0.005
232,115.9922,-24.0996,0.201,0.114,-0.561,0.076,1.768,0.115,-0.247,-0.136,18.102,1.824,0.003,0.019
233,115.9977,-24.0993,0.04,0.143,-2.217,0.095,3.106,0.137,-0.246,-0.131,18.412,1.166,0.003,0.024
234,115.9927,-24.0972,-0.001,0.199,-0.526,0.138,1.737,0.219,-0.244,-0.135,18.245,1.252,0.003,0.017
235,115.9847,-24.1022,0.205,0.068,-2.277,0.047,3.168,0.068,-0.249,-0.143,17.304,1.376,0.003,0.012
236,115.997,-24.0956,0.223,0.024,-1.391,0.018,0.604,0.024,-0.243,-0.131,15.32,1.006,0.003,0.005
237,115.9895,-24.0979,0.184,0.046,-1.933,0.035,2.298,0.05,-0.245,-0.138,16.553,0.91,0.003,0.007
238,116.0035,-24.096,-0.059,0.193,-0.337,0.127,1.351,0.19,-0.243,-0.126,18.92,2.095,0.003,0.043
239,116.0095,-24.0891,0.746,0.201,-3.628,0.127,4.888,0.197,-0.236,-0.12,18.906,2.413,0.003,0.036
240,116.0078,-24.094,-0.538,0.149,-2.222,0.097,2.27,0.146,-0.241,-0.122,18.516,1.234,0.003,0.019
241,116.0016,-24.0866,0.151,0.106,-1.214,0.073,1.553,0.105,-0.234,-0.127,17.966,1.936,0.003,0.017
242,115.9838,-24.0981,0.095,0.179,-0.621,0.118,1.654,0.182,-0.245,-0.143,18.856,1.466,0.003,0.032
243,115.9811,-24.0946,0.269,0.131,4.276,0.088,-1.205,0.13,-0.242,-0.146,18.364,1.258,0.003,0.017
244,115.9864,-24.0945,0.072,0.139,-0.756,0.094,0.579,0.141,-0.242,-0.141,18.405,1.235,0.003,0.02
245,115.984,-24.094,0.116,0.126,-0.704,0.092,1.445,0.133,-0.241,-0.143,18.187,1.222,0.003,0.014
246,115.9737,-24.093,0.18,0.195,-1.431,0.129,2.048,0.195,-0.24,-0.153,18.969,1.459,0.004,0.03
247,115.9856,-24.0876,0.268,0.121,-1.457,0.082,1.774,0.122,-0.235,-0.142,18.255,1.228,0.003,0.015
248,115.9827,-24.0861,0.291,0.098,-1.744,0.066,1.55,0.097,-0.233,-0.145,17.864,1.276,0.003,0.014
249,115.9797,-24.0857,1.025,0.2,-3.376,0.133,4.904,0.205,-0.233,-0.147,18.998,2.137,0.003,0.042
250,115.9844,-24.0847,0.446,0.052,-1.117,0.037,3.42,0.052,-0.232,-0.143,16.864,1.082,0.003,0.008
251,115.9914,-24.0918,0.323,0.053,-1.522,0.037,1.712,0.051,-0.239,-0.137,16.834,1.047,0.003,0.007
252,115.9854,-24.0844,0.38,0.03,-0.853,0.022,2.971,0.03,-0.231,-0.142,15.81,0.977,0.003,0.005
253,115.9886,-24.0921,0.774,0.024,-2.399,0.017,-0.446,0.025,-0.239,-0.139,15.207,0.837,0.003,0.005
254,115.9909,-24.0875,0.17,0.121,-3.182,0.077,2.61,0.125,-0.235,-0.137,18.141,1.597,0.003,0.021
255,115.9983,-24.0775,0.172,0.134,-1.964,0.09,0.887,0.137,-0.225,-0.13,18.373,1.197,0.003,0.023
256,115.9974,-24.0827,0.452,0.12,-1.67,0.072,5.043,0.139,-0.23,-0.131,17.861,,0.003,
257,115.9978,-24.0816,0.46,0.033,-2.397,0.023,1.278,0.033,-0.229,-0.131,15.922,0.931,0.003,0.005
258,115.9971,-24.0828,1.322,0.051,-4.459,0.036,4.423,0.053,-0.23,-0.131,16.039,1.429,0.003,0.009
259,116.0254,-24.0815,0.173,0.082,-1.631,0.057,2.166,0.081,-0.229,-0.106,17.59,1.232,0.003,0.011
260,116.0183,-24.0799,0.701,0.078,-0.738,0.056,2.2,0.079,-0.227,-0.112,16.793,1.193,0.003,0.007
261,116.0213,-24.0787,0.492,0.09,-0.81,0.062,-1.059,0.091,-0.226,-0.109,17.739,1.38,0.003,0.012
262,116.0165,-24.077,0.16,0.043,-0.98,0.031,2.025,0.044,-0.224,-0.114,16.411,1.989,0.003,0.007
263,116.0151,-24.0815,0.2,0.027,-1.904,0.019,1.998,0.027,-0.229,-0.115,15.51,0.756,0.003,0.005
264,116.0117,-24.0775,0.39,0.014,-2.513,0.01,0.378,0.014,-0.225,-0.118,13.928,1.656,0.003,0.005
265,116.0119,-24.0802,0.211,0.06,0.509,0.042,1.588,0.061,-0.227,-0.118,17.044,1.226,0.003,0.008
266,116.0106,-24.0799,0.16,0.024,-1.785,0.017,-0.192,0.025,-0.227,-0.119,15.279,1.783,0.003,0.005
267,116.0144,-24.0873,0.645,0.097,-3.682,0.066,1.905,0.098,-0.234,-0.116,17.853,1.412,0.003,0.011
268,116.0367,-24.0719,0.428,0.12,-0.411,0.08,1.561,0.121,-0.219,-0.095,18.131,1.363,0.003,0.018
269,116.0217,-24.0726,0.656,0.055,-4.533,0.038,2.102,0.055,-0.22,-0.109,16.92,1.22,0.003,0.007
270,116.0244,-24.0656,-0.398,0.168,-1.378,0.112,2.46,0.169,-0.213,-0.106,18.772,1.242,0.003,0.023
271,116.0293,-24.0724,0.73,0.164,-1.243,0.116,1.959,0.172,-0.219,-0.102,18.068,1.141,0.003,0.031
272,116.0337,-24.0684,0.235,0.064,-0.88,0.046,3.444,0.068,-0.215,-0.098,17.137,1.213,0.003,0.009
273,116.0271,-24.0625,0.515,0.033,-5.667,0.023,0.108,0.034,-0.21,-0.104,15.857,1.025,0.003,0.005
274,116.0288,-24.0657,0.935,0.03,-7.592,0.021,8.777,0.032,-0.213,-0.102,13.047,0.606,0.003,0.005
275,116.0288,-24.0685,0.407,0.043,-2.545,0.032,3.331,0.045,-0.216,-0.102,16.482,1.078,0.003,0.007
276,116.0312,-24.0742,0.436,0.122,-1.588,0.08,0.653,0.124,-0.221,-0.1,18.172,1.23,0.003,0.021
277,116.0293,-24.0721,0.47,0.169,-2.301,0.164,2.107,0.166,-0.219,-0.102,18.474,1.401,0.003,0.35
278,116.0259,-24.0687,0.818,0.02,2.187,0.015,2.826,0.021,-0.216,-0.105,14.797,0.786,0.003,0.005
279,116.0285,-24.0745,0.244,0.062,-1.517,0.044,1.036,0.065,-0.222,-0.103,17.144,1.084,0.003,0.008
280,116.0268,-24.0722,0.416,0.067,-4.656,0.047,6.714,0.069,-0.219,-0.104,17.28,1.233,0.003,0.009
281,116.0182,-24.0703,0.339,0.154,-0.757,0.101,3.517,0.151,-0.217,-0.112,18.533,1.384,0.003,0.024
282,116.0081,-24.0775,0.149,0.194,0.336,0.13,0.59,0.192,-0.225,-0.121,18.518,1.294,0.003,0.025
283,116.01,-24.0714,0.502,0.173,-2.006,0.112,3.22,0.171,-0.219,-0.12,18.701,1.551,0.003,0.03
284,115.9995,-24.0679,0.481,0.077,-0.356,0.057,1.353,0.08,-0.215,-0.129,17.524,1.155,0.003,0.014
285,116.003,-24.0673,0.195,0.064,-2.882,0.049,4.274,0.066,-0.214,-0.126,17.165,1.287,0.003,0.01
286,116.0073,-24.0656,0.092,0.192,-1.13,0.131,2.235,0.199,-0.213,-0.122,18.943,1.408,0.003,0.033
287,116.0065,-24.071,-0.091,0.181,-1.981,0.119,0.612,0.18,-0.218,-0.123,18.812,1.257,0.003,0.027
288,116.0118,-24.0736,0.219,0.067,1.208,0.042,0.95,0.063,-0.221,-0.118,16.741,1.324,0.003,0.012
289,116.0064,-24.0722,0.252,0.082,-1.655,0.059,3.058,0.082,-0.219,-0.123,17.638,1.106,0.003,0.009
290,116.0009,-24.0658,0.391,0.191,0.009,0.135,3.761,0.197,-0.213,-0.128,18.461,1.348,0.003,0.03
291,116.0035,-24.0744,0.111,0.054,-2.379,0.038,2.836,0.055,-0.221,-0.125,16.834,0.777,0.003,0.006
292,116.0115,-24.0735,0.515,0.075,-0.465,0.047,-0.882,0.08,-0.221,-0.118,17.2,1.39,0.003,0.172
293,116.0143,-24.0632,0.088,0.167,-0.636,0.111,1.62,0.169,-0.21,-0.116,18.622,1.504,0.003,0.025
294,116.0243,-24.0602,0.177,0.042,-1.597,0.029,2.446,0.043,-0.207,-0.107,16.264,0.883,0.003,0.006
295,116.0242,-24.0628,0.387,0.04,-2.931,0.028,4.569,0.041,-0.21,-0.107,16.255,1.011,0.003,0.006
296,116.012,-24.0584,0.599,0.111,-3.483,0.079,3.897,0.114,-0.206,-0.118,16.824,1.489,0.003,0.008
297,116.0162,-24.0532,0.575,0.111,-4.34,0.075,7.189,0.112,-0.2,-0.114,18.055,1.493,0.003,0.019
298,116.0192,-24.0657,0.178,0.04,-1.664,0.028,2.626,0.04,-0.213,-0.111,16.297,0.788,0.003,0.006
299,116.0135,-24.0573,0.571,0.069,0.912,0.051,-2.513,0.071,-0.204,-0.116,17.271,1.194,0.003,0.008
300,116.0119,-24.0611,0.056,0.048,-0.956,0.034,1.9,0.05,-0.208,-0.118,16.665,1.142,0.003,0.006
301,116.0611,-24.0869,0.262,0.088,-1.176,0.055,2.211,0.08,-0.234,-0.073,17.533,1.35,0.003,0.011
302,116.0629,-24.0848,0.438,0.103,-1.259,0.066,1.161,0.096,-0.232,-0.071,17.819,1.443,0.003,0.015
303,116.0538,-24.0849,0.335,0.074,-5.238,0.049,-2.774,0.072,-0.232,-0.08,17.353,1.274,0.003,0.009
304,116.0642,-24.0822,0.013,0.193,-0.139,0.122,2.902,0.189,-0.229,-0.07,18.817,1.493,0.003,0.036
305,116.0626,-24.0803,0.577,0.155,-3.362,0.098,2.459,0.146,-0.227,-0.072,18.485,1.504,0.003,0.027
306,116.0533,-24.0806,0.274,0.122,-0.846,0.078,0.538,0.117,-0.228,-0.08,18.096,1.29,0.003,0.015
307,116.0606,-24.0857,0.239,0.227,-0.57,0.133,1.043,0.195,-0.233,-0.073,18.955,1.487,0.003,0.03
308,116.0697,-24.0826,0.371,0.066,-2.928,0.044,0.351,0.067,-0.23,-0.065,17.131,1.239,0.003,0.011
309,116.0684,-24.0808,0.471,0.096,-1.629,0.065,2.217,0.099,-0.228,-0.066,17.41,1.194,0.003,0.012
310,116.0658,-24.0854,1.245,0.188,-3.2,0.116,4.806,0.17,-0.232,-0.069,18.723,2.08,0.003,0.044
311,116.0606,-24.0899,0.347,0.014,-1.657,0.01,0.463,0.013,-0.237,-0.073,13.708,1.672,0.003,0.005
312,116.0762,-24.0747,-0.056,0.184,-0.465,0.117,0.911,0.173,-0.222,-0.059,18.759,2.128,0.003,0.039
313,116.0669,-24.0743,0.113,0.191,-1.421,0.126,-0.923,0.179,-0.221,-0.068,18.894,1.427,0.003,0.029
314,116.0636,-24.0724,0.61,0.142,-3.267,0.094,4.155,0.139,-0.219,-0.071,18.441,1.262,0.003,0.019
315,116.0803,-24.072,1.561,0.158,-3.194,0.101,0.452,0.154,-0.219,-0.055,18.495,2.601,0.003,0.035
316,116.0676,-24.07,0.227,0.153,-1.703,0.105,2.559,0.151,-0.217,-0.067,18.541,1.302,0.003,0.016
317,116.0655,-24.0661,0.75,0.161,-9.812,0.105,8.914,0.158,-0.213,-0.069,18.626,1.737,0.003,0.022
318,116.072,-24.071,0.464,0.017,-1.846,0.012,2.944,0.019,-0.218,-0.063,14.334,0.611,0.003,0.005
319,116.0693,-24.0739,0.414,0.195,-2.89,0.136,0.315,0.197,-0.221,-0.065,16.645,0.847,0.003,0.018
320,116.0695,-24.0744,1.926,0.016,-7.475,0.011,5.313,0.016,-0.221,-0.065,14.164,0.994,0.003,0.007
321,116.072,-24.0788,0.347,0.067,-2.47,0.046,2.646,0.07,-0.226,-0.063,17.179,1.141,0.003,0.01
322,116.06,-24.0713,0.224,0.032,-2.915,0.024,4.193,0.035,-0.218,-0.074,15.896,1.042,0.003,0.005
323,116.0684,-24.0789,0.3,0.133,2.837,0.096,-14.673,0.139,-0.226,-0.066,13.166,0.905,0.004,0.007
324,116.0522,-24.0777,0.251,0.201,-3.602,0.14,4.689,0.196,-0.225,-0.081,18.965,1.472,0.003,0.029
325,116.0467,-24.0777,0.134,0.185,-2.244,0.13,1.474,0.187,-0.225,-0.086,18.817,1.619,0.003,0.026
326,116.0439,-24.0765,0.432,0.186,-2.523,0.129,1.547,0.187,-0.224,-0.089,18.925,1.509,0.003,0.029
327,116.0537,-24.0711,0.267,0.059,-2.483,0.042,2.64,0.062,-0.218,-0.08,16.997,0.92,0.003,0.009
328,116.0535,-24.0718,0.821,0.031,-3.616,0.022,5.1,0.033,-0.219,-0.08,15.753,1.35,0.003,0.005
329,116.0468,-24.0674,0.656,0.053,0.541,0.039,0.818,0.054,-0.214,-0.086,16.744,1.062,0.003,0.006
330,116.0445,-24.0656,0.148,0.028,-2.328,0.019,2.741,0.03,-0.213,-0.088,15.5,1.756,0.003,0.005
331,116.0449,-24.0665,0.727,0.045,1.821,0.032,-1.579,0.046,-0.214,-0.088,16.418,0.984,0.003,0.007
332,116.0559,-24.066,0.585,0.071,-3.146,0.048,3.13,0.071,-0.213,-0.078,17.305,1.219,0.003,0.011
333,116.069,-24.0625,0.334,0.065,-1.992,0.045,3.597,0.066,-0.21,-0.066,17.214,1.129,0.003,0.009
334,116.0656,-24.0578,0.062,0.142,-1.673,0.091,0.492,0.162,-0.205,-0.069,18.369,1.535,0.003,0.023
335,116.0644,-24.0618,1.071,0.027,19.552,0.019,-5.051,0.028,-0.209,-0.07,15.485,0.992,0.003,0.005
336,116.0583,-24.0533,0.23,0.044,-2.073,0.031,4.316,0.045,-0.2,-0.076,16.433,1.01,0.003,0.006
337,116.0608,-24.0587,0.42,0.031,-2.028,0.022,8.151,0.032,-0.206,-0.073,15.753,1.116,0.003,0.005
338,116.0561,-24.0566,0.987,0.113,-3.492,0.074,5.349,0.111,-0.204,-0.078,18.014,1.8,0.003,0.023
339,116.0597,-24.068,0.829,0.014,-1.03,0.01,3.071,0.014,-0.215,-0.074,13.777,1.105,0.003,0.005
340,116.0766,-24.0642,0.335,0.083,-3.068,0.058,1.454,0.083,-0.211,-0.059,17.615,1.278,0.003,0.011
341,116.0845,-24.056,0.042,0.115,-2.578,0.081,3.817,0.122,-0.203,-0.052,17.755,1.21,0.003,0.011
342,116.0914,-24.0606,0.53,0.047,-1.914,0.033,4.333,0.049,-0.208,-0.045,16.603,1.186,0.003,0.006
343,116.0802,-24.0666,0.872,0.014,-3.376,0.01,2.821,0.014,-0.214,-0.056,13.7,0.588,0.003,0.005
344,116.0778,-24.0678,0.199,0.029,-2.021,0.021,1.461,0.029,-0.215,-0.058,15.566,1.62,0.003,0.005
345,116.0978,-24.0545,-0.0,0.183,-2.33,0.122,2.716,0.184,-0.202,-0.039,18.847,1.365,0.003,0.038
346,116.0868,-24.0504,0.439,0.116,-2.563,0.08,3.95,0.111,-0.197,-0.049,18.077,1.171,0.003,0.019
347,116.1013,-24.0492,0.567,0.204,-1.641,0.141,0.158,0.204,-0.196,-0.036,18.807,1.435,0.003,0.034
348,116.0883,-24.0491,0.496,0.168,-3.028,0.114,5.545,0.162,-0.196,-0.048,18.63,1.464,0.003,0.029
349,116.0929,-24.0415,0.211,0.013,-1.913,0.009,2.758,0.013,-0.189,-0.044,13.311,1.713,0.003,0.005
350,116.092,-24.0474,0.362,0.057,-4.653,0.041,2.214,0.057,-0.194,-0.045,16.912,1.286,0.003,0.009
351,116.0876,-24.0459,0.184,0.071,-2.352,0.049,3.683,0.071,-0.193,-0.049,17.356,1.02,0.003,0.01
352,116.0753,-24.0565,1.004,0.088,-3.367,0.06,4.886,0.089,-0.204,-0.06,17.66,1.669,0.003,0.015
353,116.0763,-24.0547,0.189,0.059,-1.994,0.041,2.578,0.062,-0.202,-0.059,16.999,0.901,0.003,0.008
354,116.072,-24.0516,0.483,0.173,-4.071,0.114,3.766,0.179,-0.199,-0.063,18.722,1.427,0.003,0.035
355,116.0685,-24.0494,0.202,0.178,-1.315,0.12,1.664,0.169,-0.196,-0.066,18.761,1.371,0.003,0.026
356,116.0721,-24.0445,0.569,0.132,-3.927,0.088,0.753,0.138,-0.192,-0.063,18.246,1.439,0.003,0.017
357,116.0714,-24.0457,0.361,0.155,-2.258,0.101,2.913,0.151,-0.193,-0.064,18.457,1.397,0.003,0.018
358,116.0757,-24.0496,0.289,0.011,-2.11,0.008,4.095,0.012,-0.197,-0.06,13.174,1.512,0.003,0.005
359,116.0674,-24.0541,0.274,0.035,-1.614,0.025,3.149,0.036,-0.201,-0.067,16.026,0.994,0.003,0.005
360,116.0681,-24.0555,-0.274,0.191,-1.601,0.137,0.305,0.2,-0.203,-0.067,14.232,1.346,0.003,0.005
361,116.0804,-24.0456,0.585,0.063,-1.368,0.045,2.814,0.065,-0.193,-0.055,17.051,1.162,0.003,0.009
362,116.0817,-24.034,0.26,0.1,-3.677,0.068,2.355,0.092,-0.181,-0.054,17.688,1.207,0.003,0.012
363,116.0876,-24.0396,0.225,0.172,-1.382,0.11,1.414,0.167,-0.187,-0.049,18.588,1.581,0.003,0.027
364,116.0808,-24.0317,2.215,0.204,-17.597,0.139,15.064,0.204,-0.179,-0.055,18.121,1.92,0.003,0.018
365,116.0779,-24.0412,0.254,0.117,-2.338,0.076,3.436,0.111,-0.188,-0.058,18.011,1.05,0.004,0.139
366,116.0892,-24.0408,0.508,0.044,-0.787,0.032,0.407,0.045,-0.188,-0.047,15.522,1.097,0.003,0.005
367,116.0806,-24.0318,0.498,0.224,-0.469,0.159,-0.852,0.214,-0.179,-0.055,18.685,,0.003,
368,116.0828,-24.0396,0.992,0.078,-7.213,0.055,-0.006,0.078,-0.187,-0.053,17.406,1.524,0.003,0.009
369,116.0844,-24.0467,0.344,0.031,-1.429,0.022,3.285,0.032,-0.194,-0.052,15.441,0.973,0.003,0.005
370,116.0785,-24.0411,0.238,0.036,-1.706,0.025,3.975,0.037,-0.188,-0.057,16.032,0.93,0.003,0.008
371,116.04,-24.0637,-0.767,0.216,0.208,0.14,-0.195,0.211,-0.211,-0.092,18.553,1.743,0.003,0.03
372,116.0352,-24.0631,0.273,0.064,-3.675,0.047,2.907,0.067,-0.21,-0.097,17.19,1.127,0.003,0.008
373,116.0352,-24.0604,0.321,0.083,2.177,0.058,1.16,0.085,-0.207,-0.097,17.608,1.321,0.003,0.012
374,116.0348,-24.0545,0.348,0.167,-2.632,0.113,1.404,0.175,-0.202,-0.097,18.756,1.4,0.003,0.03
375,116.0417,-24.0582,0.152,0.078,-1.776,0.05,2.169,0.076,-0.205,-0.091,17.388,1.282,0.003,0.011
376,116.0359,-24.0695,1.104,0.175,-7.885,0.117,5.944,0.17,-0.217,-0.096,18.68,1.854,0.003,0.035
377,116.0464,-24.0601,0.15,0.025,-0.942,0.017,2.547,0.026,-0.207,-0.086,15.24,1.757,0.003,0.005
378,116.0409,-24.0564,0.267,0.093,-1.184,0.061,1.822,0.093,-0.203,-0.091,17.709,1.252,0.003,0.017
379,116.04,-24.0664,0.389,0.071,-1.851,0.049,3.479,0.07,-0.213,-0.092,17.296,1.284,0.003,0.009
380,116.0337,-24.0646,0.261,0.064,-0.79,0.045,3.312,0.068,-0.212,-0.098,17.149,1.089,0.003,0.008
381,116.0313,-24.0626,0.103,0.082,-0.518,0.055,1.021,0.082,-0.21,-0.1,17.578,1.219,0.003,0.012
382,116.0482,-24.0453,0.662,0.208,-0.908,0.139,0.966,0.204,-0.192,-0.085,18.875,1.547,0.003,0.036
383,116.0513,-24.0443,0.39,0.084,-2.339,0.057,3.589,0.085,-0.191,-0.082,17.627,1.061,0.003,0.01
384,116.0508,-24.0497,0.747,0.03,-6.681,0.022,0.094,0.03,-0.197,-0.082,15.642,0.995,0.003,0.006
385,116.0518,-24.0542,1.919,0.019,-2.268,0.015,12.596,0.018,-0.201,-0.081,14.343,1.032,0.003,0.005
386,116.0518,-24.0573,3.96,0.047,-25.227,0.032,5.137,0.049,-0.204,-0.081,10.217,0.718,0.003,0.005
387,116.0455,-24.0475,0.149,0.053,-1.735,0.038,2.766,0.053,-0.195,-0.087,16.75,0.786,0.003,0.007
388,116.0423,-24.0505,0.132,0.034,-2.037,0.026,0.998,0.036,-0.198,-0.09,15.984,1.152,0.003,0.005
389,116.0409,-24.0535,0.372,0.04,-2.799,0.029,1.705,0.042,-0.201,-0.091,16.326,1.069,0.003,0.006
390,116.0563,-24.0539,1.077,0.135,-3.638,0.089,5.522,0.131,-0.201,-0.077,18.325,2.222,0.003,0.029
391,116.0528,-24.0572,-1.176,0.311,-5.512,0.257,2.606,0.293,-0.204,-0.081,18.605,,0.008,
392,116.0214,-24.0487,0.186,0.151,-2.287,0.102,3.337,0.144,-0.196,-0.109,18.455,1.169,0.003,0.021
393,116.0281,-24.0435,0.338,0.184,4.028,0.118,-6.603,0.174,-0.191,-0.103,18.744,1.442,0.003,0.024
394,116.0345,-24.0523,0.613,0.177,-1.138,0.117,1.187,0.177,-0.199,-0.097,18.747,,0.003,
395,116.0349,-24.0487,0.37,0.018,-1.456,0.013,0.118,0.019,-0.196,-0.097,14.424,0.628,0.006,0.035
396,116.035,-24.0521,0.812,0.104,1.57,0.071,-3.333,0.107,-0.199,-0.097,17.895,1.905,0.003,0.029
397,116.0195,-24.0506,0.099,0.042,-2.042,0.031,2.93,0.045,-0.198,-0.111,16.313,0.994,0.003,0.006
398,116.0202,-24.0539,0.56,0.029,-4.308,0.021,7.258,0.031,-0.201,-0.11,15.646,0.965,0.003,0.005
399,116.0349,-24.0467,0.123,0.175,-1.029,0.119,1.066,0.178,-0.194,-0.097,18.84,1.296,0.003,0.024
400,116.0398,-24.0407,-0.071,0.177,-1.151,0.119,4.215,0.182,-0.188,-0.092,18.833,1.377,0.003,0.028
401,116.0339,-24.038,0.794,0.183,-0.959,0.125,1.814,0.182,-0.185,-0.098,18.882,1.528,0.003,0.028
402,116.0356,-24.0362,0.521,0.121,-1.39,0.079,3.748,0.12,-0.183,-0.096,18.179,1.466,0.003,0.018
403,116.0324,-24.036,0.384,0.086,-1.236,0.06,0.2,0.089,-0.183,-0.099,17.708,1.339,0.003,0.01
404,116.0452,-24.0393,0.734,0.039,-2.954,0.027,-2.721,0.04,-0.186,-0.087,16.23,1.097,0.003,0.006
405,116.0507,-24.0421,0.826,0.014,-9.9,0.01,7.958,0.015,-0.189,-0.082,13.762,0.655,0.003,0.005
406,116.0678,-24.0403,0.286,0.178,-1.948,0.133,4.078,0.177,-0.187,-0.067,18.835,1.38,0.003,0.027
407,116.0654,-24.044,0.978,0.058,8.122,0.042,-13.415,0.06,-0.191,-0.069,16.796,1.674,0.003,0.006
408,116.0508,-24.0414,0.148,0.1,-1.376,0.066,1.89,0.107,-0.188,-0.082,17.794,0.953,0.003,0.042
409,116.0721,-24.0352,0.264,0.16,-2.712,0.111,6.364,0.159,-0.182,-0.063,18.534,1.524,0.003,0.023
410,116.0763,-24.0298,0.569,0.185,-0.515,0.125,0.693,0.183,-0.177,-0.059,18.852,1.777,0.003,0.032
411,116.0698,-24.0262,0.289,0.093,-0.83,0.068,1.333,0.094,-0.173,-0.065,17.766,1.436,0.003,0.011
412,116.0763,-24.0354,0.141,0.239,-0.262,0.168,1.546,0.217,-0.182,-0.059,18.719,1.537,0.003,0.747
413,116.0645,-24.0268,0.169,0.208,-1.089,0.143,1.673,0.203,-0.174,-0.07,18.982,1.422,0.003,0.034
414,116.0717,-24.0261,0.49,0.054,-0.919,0.038,8.15,0.055,-0.173,-0.063,16.798,1.056,0.003,0.008
415,116.0762,-24.035,0.571,0.063,1.384,0.045,0.69,0.065,-0.182,-0.059,17.019,1.073,0.003,0.013
416,116.0645,-24.0277,0.271,0.116,-2.117,0.077,2.306,0.111,-0.175,-0.07,18.036,1.217,0.003,0.013
417,116.0516,-24.0318,0.114,0.081,-2.752,0.058,1.709,0.081,-0.179,-0.082,17.478,1.16,0.003,0.009
418,116.0541,-24.0311,0.19,0.079,-2.407,0.054,3.162,0.08,-0.178,-0.079,17.441,1.014,0.003,0.01
419,116.0462,-24.0308,0.219,0.172,-1.605,0.114,0.999,0.17,-0.178,-0.087,18.741,1.431,0.003,0.029
420,116.0538,-24.0269,0.416,0.177,-0.074,0.119,1.819,0.173,-0.174,-0.08,18.61,1.21,0.003,0.02
421,116.0445,-24.0244,0.464,0.121,-2.235,0.08,2.221,0.12,-0.171,-0.088,18.111,1.622,0.003,0.02
422,116.0495,-24.0229,0.292,0.072,-3.883,0.051,2.238,0.072,-0.17,-0.084,17.254,1.313,0.003,0.009
423,116.0464,-24.0246,0.279,0.073,-1.031,0.052,2.465,0.074,-0.172,-0.086,17.313,1.248,0.003,0.009
424,116.0456,-24.0263,0.105,0.112,-1.228,0.073,1.918,0.109,-0.173,-0.087,18.052,1.242,0.003,0.018
425,116.0407,-24.0284,1.085,0.539,0.677,0.386,14.14,0.571,-0.175,-0.092,17.844,1.398,0.007,0.01
426,116.0618,-24.0234,0.234,0.172,-0.457,0.112,4.551,0.166,-0.17,-0.072,18.671,1.345,0.003,0.025
427,116.0568,-24.0232,0.122,0.039,-1.643,0.026,1.778,0.04,-0.17,-0.077,16.118,1.053,0.003,0.006
428,116.063,-24.0217,0.28,0.135,0.016,0.089,2.446,0.13,-0.169,-0.071,18.279,1.238,0.003,0.016
429,116.0689,-24.0218,0.089,0.115,-2.537,0.083,2.524,0.114,-0.169,-0.066,17.807,1.313,0.003,0.012
