EDR3Name,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP
Gaia EDR3 522842900280576128,16.58022231309,62.13880031626,0.3483,0.072,-2.105,0.058,-0.458,0.071,17.245329,0.002854,1.757906,0.010529402868625
Gaia EDR3 522842930336060160,16.60115999882,62.1396110822,0.6501,0.1411,8.015,0.114,-5.408,0.148,18.461351,0.00317,2.542707,0.042769050722316
Gaia EDR3 522842930336061824,16.58767064292,62.14391378066,-0.0579,0.1455,-2.327,0.116,0.174,0.15,18.548286,0.003091,2.228582,0.042056633557345
Gaia EDR3 522842930336062848,16.59295210971,62.15036428222,0.1545,0.1401,-3.789,0.115,-0.889,0.151,18.450985,0.003093,2.109489,0.025218021444898
Gaia EDR3 522843003359786112,16.58538809915,62.15595348295,0.3887,0.0802,-3.511,0.065,-2.698,0.084,17.326704,0.002863,2.08017,0.011721042629106
Gaia EDR3 522843003359786368,16.57237687214,62.1543083975,0.1354,0.0506,-0.886,0.041,-0.551,0.051,16.25513,0.002891,3.821735,0.015895497599649
Gaia EDR3 522843033415281280,16.59326660485,62.16604074148,0.3554,0.1627,-2.77,0.128,0.42,0.166,18.721912,0.003176,2.237633,0.036085303643142
Gaia EDR3 522843033415281664,16.56250586581,62.16682643063,0.1988,0.1524,0.645,0.124,0.151,0.157,18.673298,0.003216,2.45747,0.041028200461899
Gaia EDR3 522843037714055552,16.57149988346,62.17541716188,0.273,0.1452,-2.591,0.113,-1.099,0.145,18.473042,0.003224,,
Gaia EDR3 522843037714064000,16.58581110442,62.16850954067,0.3661,0.1715,1.064,0.133,0.183,0.173,18.67496,0.003225,1.95081,0.05259617480587
Gaia EDR3 522843037719517056,16.57033115221,62.17552795434,1.0611,0.0478,4.972,0.038,-2.628,0.049,16.421118,0.002798,1.952845,0.009196487130439
Gaia EDR3 522843037719520896,16.57629775182,62.16773322997,-1.207,0.5919,0.946,0.461,-0.805,0.571,17.508137,0.006435,1.956127,0.014420731744142
Gaia EDR3 522843037719521664,16.57246827619,62.16539453279,0.5896,0.1506,1.781,0.12,1.985,0.154,18.631636,0.003141,2.043125,0.042530953227381
Gaia EDR3 522843072079280000,16.4909064849,62.10734590025,0.3465,0.2698,-4.411,0.216,4.449,0.287,16.921757,0.004599,2.147868,0.009366198585326
Gaia EDR3 522843072079281664,16.49225748007,62.10206965416,0.3631,0.1559,-0.7,0.124,0.595,0.16,18.574785,0.003111,2.031786,0.034969451037037
Gaia EDR3 522843072079282048,16.48865880891,62.10178528395,-0.0311,0.2262,-1.069,0.184,-1.651,0.237,18.493647,0.003431,2.32103,0.042586320713731
Gaia EDR3 522843102134734848,16.51251209531,62.10307516616,0.311,0.1439,-4.374,0.114,3.427,0.15,18.352257,0.003064,1.97827,0.034102192744011
Gaia EDR3 522843102134737408,16.51976537661,62.1082625886,0.1595,0.1334,-1.163,0.107,-0.017,0.135,18.283539,0.003015,2.091362,0.034074729627837
Gaia EDR3 522843106439014912,16.50278564597,62.11490723605,0.0941,0.0863,-0.947,0.071,0.17,0.091,17.5526,0.002898,2.757359,0.021891114122177
Gaia EDR3 522843136494474368,16.46478705995,62.10423118503,0.5065,0.1231,-4.523,0.098,0.241,0.124,18.237852,0.003088,2.132774,0.034566963173601
Gaia EDR3 522843136494479616,16.4582216363,62.11550915416,2.2455,0.1096,32.98,0.091,-7.351,0.107,18.04246,0.002981,2.663996,0.03083946345546
Gaia EDR3 522843140798754304,16.46162759717,62.10930196205,0.3642,0.0267,-1.696,0.022,-1.14,0.026,15.264615,0.002776,2.595057,0.005768396329322
Gaia EDR3 522843140798757120,16.46070237004,62.10542841267,0.4102,0.0444,-2.171,0.036,-0.559,0.045,16.466312,0.002792,1.453751,0.006621191562652
Gaia EDR3 522843170854224640,16.46693567137,62.12940478861,0.2325,0.1443,-2.916,0.12,-1.14,0.147,18.54119,0.003065,2.018408,0.038430090468148
Gaia EDR3 522843175158488576,16.46266434855,62.12378541085,0.1282,0.1267,-3.412,0.109,-1.1,0.133,18.319845,0.003024,1.926483,0.028263584018575
Gaia EDR3 522843175158490624,16.48037829613,62.11923978021,0.5734,0.0969,-2.811,0.079,-2.463,0.095,17.766094,0.002908,2.079145,0.019081992033618
Gaia EDR3 522843205213955072,16.52288580336,62.11447844431,0.246,0.1555,-1.08,0.126,0.19,0.159,18.64802,0.003122,1.745615,0.034600489413881
Gaia EDR3 522843205213955968,16.51265867501,62.11630623942,0.4852,0.1029,-0.363,0.083,-0.89,0.102,17.977327,0.002935,1.977018,0.017985828199628
Gaia EDR3 522843205213959552,16.49957244655,62.12252516128,0.3219,0.0981,-2.264,0.081,-0.804,0.11,17.865295,0.002902,1.757387,0.018156059719473
Gaia EDR3 522843205213959936,16.51098930508,62.12427314613,0.4043,0.1196,-2.518,0.097,-1.278,0.121,18.185602,0.00302,1.847469,0.027165449689647
Gaia EDR3 522843239573700864,16.53663458396,62.12962621815,1.0616,0.0873,26.797,0.069,-6.531,0.087,17.64807,0.002895,2.180223,0.015778016692621
Gaia EDR3 522843239573702528,16.53683433793,62.13310089866,0.1239,0.1707,-4.223,0.138,-0.732,0.171,18.71841,0.003401,2.10074,0.051468076811502
Gaia EDR3 522843239573704448,16.51597797295,62.13533848631,0.8979,0.0857,-3.61,0.07,0.33,0.089,17.63119,0.002889,2.090969,0.017102418068958
Gaia EDR3 522843243877961856,16.52843585094,62.13257967909,0.644,0.0475,1.01,0.038,-2.799,0.049,16.534523,0.002796,1.944974,0.008803273846475
Gaia EDR3 522843273933441792,16.4879576643,62.13278336433,0.3026,0.1385,-0.582,0.11,0.069,0.14,18.381311,0.003065,1.974422,0.025435428133069
Gaia EDR3 522843278237702144,16.49343941436,62.12809393833,0.1962,0.0632,-1.334,0.052,-0.473,0.063,17.027233,0.002859,2.771768,0.015340351576968
Gaia EDR3 522843278237702400,16.48570797372,62.12702385621,0.8486,0.0453,1.972,0.036,-2.445,0.046,16.395744,0.002794,2.050508,0.008009450681236
Gaia EDR3 522843308293309184,16.50349571949,62.1440518083,0.3844,0.2571,-9.039,0.215,-2.131,0.264,18.576038,0.004093,2.592415,0.049561534827167
Gaia EDR3 522843312597433856,16.48785408688,62.1417768304,0.2891,0.0288,-2.262,0.023,-0.809,0.029,15.505334,0.00279,2.421731,0.006050390645992
Gaia EDR3 522843342652908416,16.44962511433,62.11251729611,0.17,0.1182,0.023,0.098,-0.56,0.12,18.171247,0.00299,2.357399,0.036360588165731
Gaia EDR3 522843342652910464,16.43497224927,62.11649794038,0.3283,0.1003,-2.89,0.084,-1.462,0.098,17.930696,0.00297,2.649237,0.032811345942529
Gaia EDR3 522843342652913536,16.43519268062,62.12303021749,-0.0094,0.173,-1.115,0.148,-0.249,0.189,18.796038,0.003199,2.133421,0.053803751709481
Gaia EDR3 522843342652914304,16.44317226636,62.12387636456,0.4764,0.1613,-2.635,0.136,-0.583,0.165,18.750952,0.003163,2.101303,0.045479671035393
Gaia EDR3 522843346957178240,16.44201658373,62.12607661969,0.4689,0.0316,1.274,0.026,-1.082,0.031,15.592301,0.002776,1.556777,0.005223190273473
Gaia EDR3 522843346957181184,16.44103278951,62.1200441518,0.227,0.1122,-2.035,0.096,-1.846,0.111,18.05738,0.002948,2.5781,0.031589276868974
Gaia EDR3 522843346957183232,16.45032300975,62.11466197885,0.8213,0.08,5.349,0.067,-2.655,0.079,15.789722,0.002879,2.220002,0.005892043140378
Gaia EDR3 522843377012653824,16.44780366602,62.12696892107,0.1451,0.1406,-1.028,0.117,-0.205,0.144,18.527227,0.003111,1.772999,0.036576066903552
Gaia EDR3 522843377012656768,16.46143780278,62.12984593203,0.435,0.1081,-1.978,0.089,-0.757,0.106,18.07457,0.002957,1.810429,0.020503410961604
Gaia EDR3 522843377012657408,16.44705673457,62.13296947298,1.3389,0.1865,-11.739,0.153,-0.946,0.205,18.78779,0.003309,2.584406,0.055615270095618
Gaia EDR3 522843381316914048,16.45866112509,62.13125848967,1.1242,0.0184,-9.92,0.015,-1.15,0.018,14.500834,0.002761,1.224707,0.004884268329003
Gaia EDR3 522843381316917632,16.44850495617,62.12520020413,0.3826,0.1102,-1.237,0.092,-0.497,0.108,18.117264,0.00295,1.890268,0.028514008292108
Gaia EDR3 522843411372391296,16.41329484382,62.12445141695,0.4167,0.1037,-1.629,0.088,0.418,0.1,18.043766,0.002966,2.624453,0.040104546035901
Gaia EDR3 522843411372395904,16.40574863862,62.13237737245,0.5076,0.1033,-0.566,0.087,-2.301,0.105,18.0314,0.002934,2.118376,0.021489703660976
Gaia EDR3 522843411372397056,16.41950728941,62.13499495384,0.7572,0.1213,7.375,0.105,3.637,0.127,18.24766,0.003014,2.344603,0.035872193497983
Gaia EDR3 522843411372397696,16.40361821182,62.13591903464,0.3972,0.1138,-0.916,0.096,-0.429,0.122,18.20011,0.002977,2.084143,0.024401379674414
Gaia EDR3 522843411372637824,16.41964465049,62.13082920434,0.2919,0.135,-0.448,0.112,-0.261,0.152,18.31108,0.003115,3.013893,0.056221420064064
Gaia EDR3 522843450036386432,16.42258917166,62.14365033703,0.2049,0.0864,-2.09,0.074,-0.581,0.088,17.711096,0.002879,1.98206,0.017486415188191
Gaia EDR3 522843450036388864,16.42891166293,62.13490482535,0.4513,0.0634,-5.133,0.053,-1.923,0.063,17.116346,0.002832,2.060169,0.012290639560279
Gaia EDR3 522843450036441472,16.40712972209,62.14214228886,-1.3047,0.3009,-1.069,0.252,-2.437,0.312,18.787104,0.003887,2.432581,0.04101183377355
Gaia EDR3 522843480091875200,16.46125820747,62.13936282292,0.3409,0.1421,0.653,0.115,-0.278,0.139,18.448835,0.003051,2.06801,0.026761328979855
Gaia EDR3 522843484396124160,16.45951267716,62.14802426655,0.5617,0.0159,-2.071,0.013,-0.42,0.015,12.935211,0.002761,1.53262,0.004778044792076
Gaia EDR3 522843484396124416,16.46171471123,62.14726007461,0.6187,0.0475,-3.065,0.039,-1.556,0.049,16.50106,0.002799,2.144338,0.011328417775964
Gaia EDR3 522843514451615616,16.47264825696,62.14930187133,0.2909,0.1242,-1.048,0.102,-0.016,0.128,18.299797,0.002994,2.671141,0.037368482622959
Gaia EDR3 522843518755860864,16.45217094083,62.15289326239,0.6199,0.0268,-1.137,0.022,-1.92,0.026,15.377187,0.002784,2.633696,0.005800162707351
Gaia EDR3 522843583171094400,16.43801689027,62.15787390551,0.6313,0.1923,-2.944,0.166,0.047,0.196,18.93245,0.00332,2.388887,0.046687869714493
Gaia EDR3 522843587475332608,16.4236015981,62.16651293507,0.4564,0.115,-2.759,0.097,-4.05,0.113,18.11991,0.003015,2.754456,0.039443019662321
Gaia EDR3 522843621835078912,16.52587027121,62.14367482524,0.6149,0.0371,1.028,0.03,-2.878,0.036,16.018852,0.002797,2.055084,0.0071023981618
Gaia EDR3 522843621835080320,16.52511065895,62.14031215671,0.4601,0.1613,-4.609,0.132,-1.42,0.166,18.727022,0.003176,2.207888,0.044474866406774
Gaia EDR3 522843656189365888,16.52862224164,62.15299176444,1.2468,0.2656,-2.017,0.214,2.026,0.274,18.865385,0.003816,2.744221,0.064378843923508
Gaia EDR3 522843656194813696,16.52121367837,62.15841390813,0.3419,0.0742,-1.856,0.061,-0.197,0.078,17.362812,0.002878,3.100576,0.020526191737632
Gaia EDR3 522843656194816768,16.54142943459,62.14606371638,1.0833,0.0423,1.116,0.034,-7.092,0.045,16.330618,0.003215,2.183644,0.013749609744853
Gaia EDR3 522843686250310912,16.48583592362,62.16580215643,1.1579,0.1566,-3.427,0.129,0.725,0.168,18.567366,0.003139,3.044968,0.058969960325545
Gaia EDR3 522843720610052352,16.49638687553,62.17282896251,0.0188,0.177,-0.622,0.139,-0.971,0.178,18.758759,0.003236,2.374828,0.051843109834877
Gaia EDR3 522843720610053504,16.4970604377,62.17540388361,0.682,0.1587,4.39,0.127,-1.23,0.16,18.675447,0.003175,2.465572,0.050335305054352
Gaia EDR3 522843720610176896,16.51011419038,62.16802358431,0.1358,0.1696,0.467,0.137,-1.01,0.173,18.624674,0.003214,2.900433,0.056782488789791
Gaia EDR3 522843754969791488,16.53866001064,62.17462741865,0.4224,0.0989,-1.747,0.08,-0.71,0.098,17.816042,0.002938,1.978138,0.017053498489535
Gaia EDR3 522843759274025216,16.52924811378,62.1697167457,0.3869,0.0294,-3.837,0.024,-0.376,0.029,15.605885,0.002789,1.960814,0.005614210343155
Gaia EDR3 522843789329799424,16.54630936495,62.18235753063,0.3836,0.0126,-2.182,0.01,-0.585,0.013,12.063121,0.002774,1.298595,0.004865191873756
Gaia EDR3 522843789334464384,16.54716066466,62.18383103512,0.3706,0.0714,-3.128,0.06,-0.691,0.078,17.172499,0.002877,1.618336,0.02305967424878
Gaia EDR3 522843793633755136,16.53860615428,62.18520145921,0.3963,0.0824,-0.157,0.067,0.207,0.082,17.501852,0.002884,2.454687,0.026310146655887
Gaia EDR3 522843793633760896,16.54220820877,62.17538171761,0.7191,0.034,-8.484,0.027,-3.192,0.032,15.789855,0.002812,2.54479,0.006498496180397
Gaia EDR3 522843823689271936,16.51341812197,62.18366017276,0.3029,0.1009,-2.282,0.085,-0.688,0.102,17.865574,0.003087,2.148855,0.020124563162187
Gaia EDR3 522843823689273600,16.50699843085,62.18568245145,0.4069,0.0667,-2.079,0.055,-0.552,0.067,17.14434,0.002855,1.945105,0.010432604848219
Gaia EDR3 522843827993495296,16.49987098006,62.18059317545,0.3834,0.0529,-2.075,0.042,-0.486,0.053,16.675861,0.002808,1.705862,0.00828176639617
Gaia EDR3 522843827993495808,16.52150377006,62.18098626034,1.0878,0.0399,-1.315,0.032,-4.839,0.038,16.169031,0.002803,2.303706,0.00735330019282
Gaia EDR3 522843858049013760,16.51872336833,62.19010848142,0.4664,0.1972,0.236,0.165,0.024,0.195,18.953194,0.003312,2.187567,0.054471358047676
Gaia EDR3 522843858049016576,16.50734995548,62.19417792407,0.3221,0.1486,-1.053,0.127,-0.41,0.148,18.520565,0.0031,2.25252,0.034940086259696
Gaia EDR3 522843862347748352,16.52496644096,62.19298174373,1.3504,0.1565,-1.851,0.135,-6.636,0.151,17.735052,0.003284,2.294592,0.013614291468187
Gaia EDR3 522843862353227136,16.51916862786,62.19229572546,0.2645,0.0555,-1.122,0.045,-0.498,0.058,16.834557,0.002816,1.595424,0.009163719333393
Gaia EDR3 522843862353230848,16.51362164481,62.18556216274,1.3689,0.0754,-16.553,0.062,-1.77,0.076,17.404596,0.002856,2.074934,0.014785207722754
Gaia EDR3 522843862353231232,16.52630563734,62.18591685109,0.0971,0.0506,-1.382,0.042,-0.65,0.052,16.59055,0.002841,2.989967,0.012790277285854
Gaia EDR3 522843892408740608,16.47432793034,62.16385316322,0.239,0.1167,-2.282,0.098,-0.938,0.125,18.172518,0.003046,2.294733,0.025817305122288
Gaia EDR3 522843892408742016,16.46454621421,62.16773465016,1.0644,0.1543,-11.649,0.123,3.909,0.151,18.50367,0.0031,2.592825,0.052797313970451
Gaia EDR3 522843896712973184,16.45541028443,62.17713291611,0.5144,0.0525,1.067,0.043,2.366,0.053,16.749859,0.002824,2.706425,0.0111671674099
Gaia EDR3 522843926768486656,16.4751065074,62.1808344677,0.4007,0.0645,-1.099,0.053,-0.775,0.061,17.062798,0.002839,1.782631,0.010455232587433
Gaia EDR3 522843926768488064,16.4684857658,62.18394124623,0.1636,0.1794,-2.177,0.144,0.119,0.186,18.662796,0.003359,2.086809,0.035940437718954
Gaia EDR3 522843926768489728,16.46733154346,62.18757916444,1.3609,0.0949,2.817,0.077,-0.505,0.091,17.749958,0.002909,2.307219,0.022629961891472
Gaia EDR3 522843931072712832,16.46943404026,62.1753793825,0.6616,0.0594,-4.351,0.049,-0.856,0.06,16.843584,0.002844,2.448661,0.01138126599812
Gaia EDR3 522843965432445056,16.4219126186,62.18298612945,2.5668,0.0361,6.533,0.03,-7.153,0.036,16.141346,0.00314,1.978898,0.010220355189852
Gaia EDR3 522843995487967744,16.45086681083,62.18926328774,0.6067,0.1681,-2.181,0.137,-0.736,0.167,18.716917,0.003237,2.487782,0.050834688983745
Gaia EDR3 522843999786686080,16.42921705337,62.19633953931,2.0018,0.0375,-22.498,0.031,4.842,0.036,16.10731,0.003232,1.884027,0.018072000793334
Gaia EDR3 522843999792171904,16.43348615872,62.19922619472,0.1392,0.0302,-1.224,0.025,0.013,0.029,15.01105,0.002795,3.524331,0.007070826043322
Gaia EDR3 522843999792174336,16.42858509008,62.19685082996,2.0904,0.0459,-22.358,0.039,4.88,0.047,16.355724,0.002806,1.855121,0.019138308585424
Gaia EDR3 522843999792177152,16.44480405694,62.19357363462,0.2599,0.055,-3.231,0.046,-0.525,0.056,16.836353,0.002837,2.898225,0.014863694268599
Gaia EDR3 522843999792181120,16.44610876152,62.1880851449,0.1577,0.0848,-2.536,0.071,-0.264,0.085,17.45029,0.002923,3.298643,0.034142141693316
Gaia EDR3 522844029847707648,16.48587344884,62.19255762107,0.5799,0.1793,-0.924,0.158,-0.216,0.187,18.720112,0.003427,2.244658,0.039756995981546
Gaia EDR3 522844029847826944,16.48100771845,62.18707016413,0.7221,0.197,-8.989,0.159,-1.521,0.209,18.942385,0.003571,2.561079,0.066361519063651
Gaia EDR3 522844034151919232,16.4846283492,62.18995465706,1.6295,0.0208,1.295,0.017,-4.42,0.022,14.571656,0.002783,1.784644,0.005296944283127
Gaia EDR3 522844064207454848,16.47725030768,62.20549601557,0.4712,0.1105,1.08,0.091,-0.782,0.113,18.00784,0.002983,2.374397,0.026067286464041
Gaia EDR3 522844064207454976,16.47654037097,62.20194394936,0.8393,0.1121,0.101,0.093,-0.123,0.122,18.009731,0.002992,2.538122,0.03229295257715
Gaia EDR3 522844064207456512,16.47235034661,62.20768355361,0.2885,0.113,0.053,0.09,-0.917,0.114,17.774452,0.002985,3.043158,0.036595083372663
Gaia EDR3 522844068511646080,16.47537134482,62.20424067903,0.799,0.0657,-2.954,0.054,0.602,0.067,17.040651,0.002857,2.425285,0.011983548448438
Gaia EDR3 522844068511646720,16.47317557135,62.20257861554,0.3059,0.0246,-2.402,0.02,-1.028,0.026,15.113301,0.002806,2.568136,0.006379381863325
Gaia EDR3 522844068511651200,16.48557243051,62.1995567594,0.615,0.1319,-1.557,0.111,-1.033,0.136,18.2937,0.003065,2.134438,0.028108734261902
Gaia EDR3 522844068511652864,16.49349133862,62.19789852967,1.4299,0.1897,-4.639,0.156,-2.803,0.196,15.51425,0.003227,1.709971,0.005453124609795
Gaia EDR3 522844098567193728,16.44584164209,62.20579103583,0.3046,0.2113,-2.471,0.184,1.171,0.196,18.998783,0.00341,2.362003,0.058415583035774
Gaia EDR3 522844102865895808,16.44401103691,62.19904791988,0.4381,0.1412,-1.65,0.113,-0.189,0.128,18.2085,0.003391,2.473619,0.061523103881436
Gaia EDR3 522844102871387520,16.44239009616,62.19932658366,0.5676,0.0182,-1.235,0.015,-4.632,0.018,14.438911,0.002794,2.728861,0.005318626009125
Gaia EDR3 522844132926944000,16.44501688678,62.22325850589,0.468,0.0501,2.88,0.042,1.302,0.05,16.475786,0.002803,2.238163,0.009233869675339
Gaia EDR3 522844132927047808,16.46711993061,62.20985221076,0.5502,0.1647,1.254,0.131,-4.254,0.171,18.591156,0.003241,2.835016,0.063738809319757
Gaia EDR3 522844137231115008,16.45869125435,62.2135837012,1.1111,0.2028,6.694,0.165,-5.502,0.195,18.962538,0.003341,2.962887,0.082675502796757
Gaia EDR3 522844137234725248,16.45629609565,62.21994043276,,,,,,,15.090218,0.011349,1.753921,0.005175748533161
Gaia EDR3 522844755706456832,16.37308187004,62.10798122555,0.1643,0.0429,3.597,0.038,-1.256,0.047,16.476486,0.002797,2.481299,0.008015917896748
Gaia EDR3 522844755706457344,16.37435329275,62.10539826572,0.427,0.0885,2.352,0.08,-1.447,0.094,17.787237,0.002882,1.776768,0.013928976095535
Gaia EDR3 522844755710039168,16.3723830952,62.10389186589,0.2325,0.1774,-0.206,0.155,-1.28,0.179,18.97707,0.003293,2.031635,0.039315355306803
Gaia EDR3 522844888841147648,16.36793633155,62.13544068018,0.5819,0.1471,-2.302,0.131,-2.088,0.155,18.529203,0.003113,2.788118,0.060264230421431
Gaia EDR3 522844893145400448,16.3750182786,62.13194971913,0.2476,0.0272,-2.53,0.024,-0.341,0.029,9.860549,0.002966,3.509527,0.007511636867847
Gaia EDR3 522844893145402496,16.37742844143,62.12671774097,0.7149,0.0133,1.108,0.011,-4.723,0.013,13.459245,0.002768,2.554234,0.004878681577247
Gaia EDR3 522844893145402880,16.38303950471,62.12642870354,0.532,0.0173,0.069,0.014,0.793,0.018,14.103976,0.002772,2.509561,0.004997391872975
Gaia EDR3 522846370614145024,16.37507869371,62.15078955789,0.3485,0.0605,-5.207,0.053,-0.3,0.057,17.036709,0.003218,2.585009,0.016840976815268
Gaia EDR3 522846370614146048,16.38738591218,62.14660421129,0.3019,0.0296,-2.79,0.026,-0.526,0.03,15.57294,0.002787,3.015636,0.008346989827556
Gaia EDR3 522846370614146560,16.38693332261,62.14535837387,0.1945,0.047,-2.529,0.042,-0.846,0.047,15.337391,0.002808,2.626119,0.006247056049719
Gaia EDR3 522846370614148992,16.38899106534,62.13541057361,0.1906,0.0296,-2.699,0.025,-0.349,0.028,15.623238,0.002777,1.667638,0.005389236392496
Gaia EDR3 522846404968418048,16.37312280621,62.1646737871,0.3937,0.1036,-2.018,0.092,-0.498,0.103,18.04364,0.00294,2.213614,0.027896247221243
Gaia EDR3 522846404973883264,16.39643826129,62.15203526663,0.9362,0.0391,-3.291,0.033,-1.173,0.039,16.23777,0.002795,2.352736,0.00807655333862
Gaia EDR3 522846508053088640,16.38149567149,62.17378811429,0.2837,0.0673,0.199,0.058,-0.122,0.07,17.258865,0.002852,3.107888,0.024922141173076
Gaia EDR3 522846508053092736,16.39409470666,62.16670166837,0.5184,0.0919,-0.589,0.081,-0.463,0.093,17.758457,0.002925,2.951975,0.031483941532151
Gaia EDR3 522846538108603264,16.38218971463,62.18149310599,0.1996,0.1867,-2.998,0.158,-0.26,0.184,18.964148,0.003302,2.214594,0.054103728964731
Gaia EDR3 522846538108726400,16.39186411044,62.18344366066,2.2266,0.1687,-20.898,0.143,-0.392,0.178,18.823957,0.003245,2.68866,0.06645383331676
Gaia EDR3 522846542407341568,16.38521308856,62.18568171538,0.2599,0.1701,0.905,0.143,0.046,0.181,18.834774,0.003224,2.197838,0.059745647034372
Gaia EDR3 522846542412822016,16.40570585012,62.18348191073,0.3515,0.0585,-2.079,0.048,-0.541,0.056,17.065529,0.002821,1.906567,0.01045467234769
Gaia EDR3 522846542412826496,16.41303223121,62.176416043,0.5854,0.118,17.83,0.104,-0.605,0.122,17.576809,0.003103,2.72472,0.023591278100865
Gaia EDR3 522846542412827136,16.41240670518,62.17526426127,0.688,0.072,-7.119,0.062,-2.082,0.075,17.385918,0.00286,2.619297,0.019370975896974
Gaia EDR3 522846542416417664,16.41411334829,62.17518194963,1.0078,0.1731,-7.053,0.145,-2.042,0.179,18.848694,0.003246,2.679302,0.090023769420706
Gaia EDR3 522846572468337920,16.37081961597,62.17188328813,0.1531,0.086,-2.819,0.074,1.044,0.088,17.695137,0.002888,2.158432,0.023902971943371
Gaia EDR3 522846572468340736,16.37951149298,62.17871043324,0.6924,0.1638,-2.012,0.143,0.45,0.169,18.802034,0.003242,2.319151,0.049903580313215
Gaia EDR3 522846576772564352,16.37490154641,62.17551388927,0.4879,0.0474,-1.773,0.04,1.049,0.05,16.56328,0.002811,2.647213,0.010946106449521
Gaia EDR3 522846611132290176,16.37756937048,62.19447709837,0.1623,0.0707,-3.121,0.058,-0.847,0.07,17.270449,0.002864,2.765461,0.021219811897184
Gaia EDR3 522846611132296320,16.38338651418,62.18610630779,0.2662,0.0942,-3.329,0.079,-1.109,0.098,17.864717,0.002916,2.004,0.021206649573236
Gaia EDR3 522846916065732864,16.41369911641,62.19490515879,0.599,0.1076,2.487,0.091,-1.683,0.105,18.07549,0.002951,2.468426,0.033815189148636
Gaia EDR3 522846916065735808,16.39201279289,62.19899222566,0.343,0.1415,-0.799,0.116,-0.454,0.144,18.416185,0.003055,2.075666,0.031406521179816
Gaia EDR3 522846920370015360,16.39509128942,62.19489653447,0.153,0.0595,-0.324,0.049,-0.487,0.062,16.947197,0.002837,3.011353,0.016134873457863
Gaia EDR3 522846950425473408,16.41077226755,62.19793717755,0.5701,0.1767,-1.03,0.146,-0.431,0.17,18.778923,0.003264,2.484631,0.054545172543905
Gaia EDR3 522846954729663744,16.40788285424,62.20785904409,1.4507,0.0336,-3.076,0.027,-1.052,0.031,15.485268,0.002803,1.671788,0.006358542760218
Gaia EDR3 522846984785212032,16.38732776832,62.19731139016,0.95,0.1269,3.621,0.107,-3.129,0.125,18.24291,0.003028,2.201035,0.039522954128898
Gaia EDR3 522846984785219328,16.374526331,62.20639829343,0.3012,0.1466,-0.136,0.117,-0.11,0.139,18.450367,0.003073,2.036833,0.034057551349375
Gaia EDR3 522846989089405312,16.37191463429,62.20215272802,1.4725,0.1976,0.786,0.158,-0.194,0.179,18.923096,0.003351,2.777008,0.057635216756502
Gaia EDR3 522846989089406464,16.38135775408,62.20133453303,0.3149,0.0651,1.616,0.054,-0.251,0.062,17.130562,0.002828,2.081011,0.011260757381009
Gaia EDR3 522846989089411072,16.38692250963,62.19599819363,0.2357,0.0937,-2.166,0.077,-0.69,0.092,17.768908,0.00292,1.934208,0.019453420445284
Gaia EDR3 522846989089490816,16.38923157499,62.20396599792,0.2208,0.0409,-0.41,0.033,0.791,0.041,16.241734,0.002803,2.663454,0.007968952981949
Gaia EDR3 522847019146421504,16.37350712776,62.22200293962,0.0737,0.1541,-2.771,0.122,0,0.146,18.526056,0.003152,1.922451,0.036485511134319
Gaia EDR3 522847023449126144,16.36902539985,62.22303456581,0.7522,0.1836,-5.708,0.151,-6.16,0.182,18.485165,0.003481,2.372831,0.040886949709975
Gaia EDR3 522847023449129984,16.36943264289,62.21912261758,1.0746,0.0923,-8.009,0.077,-0.37,0.09,17.746067,0.002904,2.119745,0.018339401524704
Gaia EDR3 522847023449137536,16.37914493792,62.21039913137,0.0424,0.0999,-0.512,0.084,-1.126,0.097,16.792814,0.002965,1.739591,0.007757387502824
Gaia EDR3 522847023449229056,16.3931509863,62.20445597044,0.216,0.0502,-1.491,0.041,0.628,0.053,16.637299,0.002816,2.842073,0.012569404268301
Gaia EDR3 522847053504699776,16.4145393855,62.2140610922,0.2826,0.1178,-2.7,0.095,-2.035,0.111,18.001333,0.003204,2.257235,0.034511464782098
Gaia EDR3 522847053504702464,16.42336219564,62.21931790369,0.4693,0.178,-2.135,0.149,-1.032,0.172,18.700825,0.003172,2.267599,0.043744121087508
Gaia EDR3 522847087864552448,16.41830678818,62.22858373394,1.0095,0.176,8.097,0.143,-8.592,0.171,18.839247,0.003257,2.557285,0.064215459015907
Gaia EDR3 522847092168602112,16.42212611916,62.22659948557,0.406,0.1436,-1.164,0.119,-0.209,0.142,18.481897,0.003107,2.504105,0.044576925901024
Gaia EDR3 522847122224181376,16.38980889848,62.22199698818,0.3838,0.1485,-2.164,0.122,0.443,0.151,18.47753,0.003098,2.427343,0.041389290544779
Gaia EDR3 522847126528334336,16.37448590518,62.2327513642,0.8672,0.042,4.756,0.035,-0.853,0.04,15.725244,0.002777,1.692704,0.006105842530672
Gaia EDR3 522847126528335744,16.37569052703,62.2313558424,0.2704,0.0716,0.087,0.06,0.196,0.071,17.198668,0.00284,2.198721,0.015677724253951
Gaia EDR3 522847126528343552,16.3946167529,62.221584308,1.1546,0.0465,-8.586,0.039,-4.834,0.044,15.009727,0.002768,1.818728,0.005085928804145
