EDR3Name,_x,_y,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP
Gaia EDR3 2014649724106127744,-0.06223,0.080887,343.4554066668,60.89582999148,1.6647,0.295,9.738,0.32,-3.625,0.277,19.660427,0.004255,2.451977,0.09228642595120856
Gaia EDR3 2014649724106136960,-0.057897,0.089255,343.46428397397,60.90420634528,0.142,0.0982,-4.389,0.109,-2.108,0.1,17.954262,0.002986,2.897976,0.03896892969760919
Gaia EDR3 2014649724106137088,-0.057529,0.087765,343.46504657429,60.90271667612,0.1497,0.2143,-3.657,0.238,-3.334,0.214,19.338495,0.003824,2.691128,0.08831716147758178
Gaia EDR3 2014649758465873536,-0.046476,0.08724,343.48777745102,60.90221021092,0.4166,0.202,-0.997,0.219,-0.107,0.199,18.933971,0.003612,2.968248,0.07539912915211995
Gaia EDR3 2014649758465878784,-0.05142,0.092157,343.47759464123,60.90711977145,-1.305,1.191,-0.934,1.354,-12.078,1.117,19.758831,0.015404,2.877483,0.11731151431641687
Gaia EDR3 2014649758465880704,-0.045358,0.093723,343.4900578337,60.90869511741,0.0048,0.2256,-3.878,0.252,-2.122,0.222,19.384401,0.003796,2.928837,0.10832865269757369
Gaia EDR3 2014649758465882112,-0.050912,0.095524,343.47862813815,60.91048698268,2.1147,0.3062,8.905,0.355,-5.878,0.307,19.721054,0.004234,2.472872,0.13523552835578342
Gaia EDR3 2014649762759696896,-0.053171,0.08829,343.47400705784,60.9032500446,-0.2613,0.5075,-5.886,0.566,-1.637,0.514,19.992493,0.005945,2.812134,0.13128111513023288
Gaia EDR3 2014649762763531264,-0.05688,0.089496,343.46637464464,60.90444960667,1.8764,0.1178,-1.389,0.135,-6.533,0.119,18.445984,0.003145,2.386271,0.047807500567648806
Gaia EDR3 2014649762764728832,-0.051786,0.084895,343.47686624969,60.89985681493,0.5513,0.2873,-3.083,0.332,-2.561,0.299,19.73047,0.004615,2.608635,0.12046684325036074
Gaia EDR3 2014649792825609600,-0.0678,0.085217,343.44393748799,60.90014910421,0.7241,0.2308,-3.597,0.269,-5.567,0.241,19.3367,0.003903,2.752203,0.08443707565586907
Gaia EDR3 2014649827185373312,-0.047317,0.111755,343.48597260379,60.92672391782,0.3724,0.2842,7.34,0.343,1.571,0.288,19.780233,0.004474,2.409203,0.14901830138983932
Gaia EDR3 2014649861546767104,-0.03744,0.102065,343.50632353218,60.91704730085,2.1697,0.6236,3.208,0.715,1.843,0.639,19.735437,0.009967,2.558703,0.16441927148150937
Gaia EDR3 2014649861546786560,-0.034467,0.098891,343.51244688396,60.91387610027,0.5247,0.3357,-0.9,0.402,-0.927,0.344,19.799927,0.004568,2.512129,0.1452233057409957
Gaia EDR3 2014649865842745856,-0.038702,0.104055,343.50372135724,60.91903551582,0.2404,0.083,-1.894,0.093,-0.607,0.084,17.583435,0.002983,3.692144,0.05055848841362536
Gaia EDR3 2014649865842746496,-0.035992,0.100872,343.50930445568,60.91585567684,2.3646,0.0098,14.07,0.011,1.446,0.01,12.085977,0.002759,0.98227,0.004733055720594594
Gaia EDR3 2014649895904843904,-0.026224,0.104679,343.5293922468,60.91967261414,1.9643,0.2413,1.524,0.277,-0.094,0.245,19.474527,0.003933,3.079872,0.10344108086169736
Gaia EDR3 2014649895904850816,-0.023825,0.111899,343.53431743769,60.92689441449,0.2132,0.1696,-1.553,0.194,-3.273,0.17,18.824345,0.003382,3.816624,0.15487267836560548
Gaia EDR3 2014649895904857088,-0.022222,0.119756,343.53760461208,60.93475212527,1.1531,0.1181,4.158,0.132,1.724,0.113,18.17046,0.003113,3.337341,0.0946349096816843
Gaia EDR3 2014649964621239424,-0.030635,0.126865,343.52027329517,60.94185465161,0.2455,0.408,-2.285,0.488,-1.165,0.415,19.93067,0.005472,2.639788,0.1292482420453354
Gaia EDR3 2014649968921958784,-0.030353,0.121467,343.52086491667,60.93645692368,1.9212,0.0117,-19.376,0.013,-4.061,0.012,13.550049,0.00276,1.129712,0.00477412085363244
Gaia EDR3 2014649998984055936,-0.000598,0.100748,343.58211769918,60.91575158104,0.5032,0.217,-3.387,0.241,-2.185,0.221,19.148624,0.003648,3.083702,0.0999978813011701
Gaia EDR3 2014650003281708928,0.001382,0.09831,343.58619037375,60.91331443481,1.5478,0.0278,-5.33,0.031,-4.932,0.029,15.709242,0.002776,1.365863,0.005489129066334157
Gaia EDR3 2014650033343806720,0.01019,0.114113,343.60431965215,60.92911583136,0.7055,0.3456,-3.638,0.394,-2.021,0.352,19.912674,0.004734,2.519215,0.11966740325985036
Gaia EDR3 2014650033343808512,0.013997,0.116072,343.61215617369,60.9310730997,-0.0903,0.2795,-0.572,0.322,-1.048,0.288,19.704275,0.004198,2.362778,0.12522414906201218
Gaia EDR3 2014650033343812992,0.015041,0.121972,343.61430997063,60.93697263812,0.1221,0.2875,-2.894,0.35,-1.423,0.298,19.762255,0.004305,2.365301,0.10151777495587454
Gaia EDR3 2014650037641444864,0.020441,0.122841,343.62542750049,60.93783832755,0.3283,0.0751,-3.551,0.086,-2.83,0.08,17.651987,0.002951,2.128767,0.016775714420401044
Gaia EDR3 2014650037641445504,0.015183,0.1136,343.61459428789,60.92859989709,0.6876,0.0254,-1.891,0.027,0.196,0.027,15.274198,0.002776,2.173266,0.0062081723459901945
Gaia EDR3 2014650037641445632,0.011229,0.109617,343.60645468056,60.92461867513,0.4734,0.083,-3.041,0.094,-1.783,0.088,17.655031,0.002925,2.283398,0.022868044508526964
Gaia EDR3 2014650067703545600,-0.008027,0.114529,343.56682735542,60.92953190257,0.2377,0.2291,-9.505,0.251,-7.82,0.239,18.90526,0.004194,3.457598,0.10908758917025689
Gaia EDR3 2014650067703549952,-0.002546,0.121109,343.57810667635,60.93611299264,0.8235,0.3244,-2.448,0.406,-2.353,0.346,19.924986,0.004861,2.349155,0.1179779003611178
Gaia EDR3 2014650071997346944,5.4e-05,0.119456,343.58345905442,60.93446046174,0.071,0.3158,0.087,0.364,-0.17,0.326,19.821419,0.004612,2.605087,0.10289977098406107
Gaia EDR3 2014650072001179776,0.002892,0.12016,343.58930134285,60.93516430135,0.8868,0.0403,0.752,0.047,-1.648,0.041,16.485296,0.002824,2.49865,0.010889211894470114
Gaia EDR3 2014650102063288192,0.004279,0.120231,343.59215594148,60.93523426784,0.4099,0.1162,-5.584,0.135,-4.291,0.121,18.40867,0.003157,2.876173,0.040595587415538585
Gaia EDR3 2014650102063292160,0.014495,0.125458,343.61319037345,60.94045916789,0.4134,0.2216,-1.815,0.265,-2.76,0.241,19.316267,0.003787,2.527018,0.0954439409036534
Gaia EDR3 2014650106360916480,0.007433,0.129172,343.59865292669,60.94417492519,0.887,0.2957,-2.741,0.346,-0.562,0.303,19.65885,0.004444,2.532978,0.08169135312046276
Gaia EDR3 2014650106360918528,0.011403,0.126383,343.606826093,60.94138529631,0.7647,0.2892,-1.731,0.341,-0.377,0.297,19.695127,0.00443,2.674316,0.1036753797846462
Gaia EDR3 2014650136423027456,0.022562,0.120888,343.62979120366,60.93588361156,0.5224,0.3659,-6.21,0.454,-5.477,0.46,19.993784,0.004817,2.381092,0.13016816340649076
Gaia EDR3 2014650136423031680,0.02571,0.126257,343.63628093828,60.94125083889,0.4224,0.1459,-5.106,0.174,-3.92,0.15,18.717173,0.003261,2.278423,0.053016454307373374
Gaia EDR3 2014650136423036160,0.030548,0.131616,343.6462519868,60.9466057154,0.0032,0.244,-0.794,0.282,-1.756,0.247,19.38016,0.003852,2.468441,0.0950734711679287
Gaia EDR3 2014650136423036288,0.028303,0.131718,343.64162897884,60.94670937492,1.0586,0.1411,2.967,0.165,-1.611,0.146,18.519106,0.003329,2.636509,0.05241678441177821
Gaia EDR3 2014650140720660480,0.033305,0.127684,343.65192019649,60.94267028145,0.2295,0.0273,0.794,0.031,-2.414,0.029,15.45031,0.002803,3.409913,0.008130773929138404
Gaia EDR3 2014650140720661504,0.035124,0.126419,343.65566349544,60.94140313213,0.2902,0.0527,-2.715,0.061,-1.644,0.055,16.95264,0.002837,2.029244,0.009604511617672352
Gaia EDR3 2014650170782775808,0.036883,0.133637,343.6593031375,60.94861925118,-0.419,0.3665,-1.923,0.424,-1.227,0.379,19.970325,0.004952,2.144758,0.10483773199624333
Gaia EDR3 2014650170782776704,0.040451,0.133677,343.66664948534,60.94865573403,0.21,0.1437,-2.889,0.167,-1.212,0.144,18.67427,0.003296,2.279966,0.04886938431232855
Gaia EDR3 2014650170782779648,0.04634,0.137861,343.67878999826,60.95283150086,0.4584,0.1244,1.242,0.148,2.565,0.133,18.489521,0.003115,2.43894,0.05149070629045699
Gaia EDR3 2014650175076567552,0.044962,0.145207,343.67597366876,60.96017875957,0.5996,0.4347,-0.375,0.643,-2.498,0.7,19.997948,0.005812,,
Gaia EDR3 2014650175076567680,0.044368,0.145585,343.67475158152,60.96055852309,0.571,0.2508,-2.431,0.314,-2.878,0.286,19.456755,0.004296,,
Gaia EDR3 2014650175080396928,0.044736,0.145364,343.67550831498,60.96033702294,0.0417,0.1585,-2.895,0.194,-1.973,0.172,18.238533,0.003643,2.366137,0.035560845069682386
Gaia EDR3 2014650175080398080,0.048895,0.144623,343.68407415197,60.95958942717,0.6731,0.0539,1.804,0.067,-3.386,0.057,17.07572,0.002859,2.468139,0.016075252983618615
Gaia EDR3 2014650205142515200,0.028452,0.13464,343.64194129619,60.94963171706,0.2412,0.3399,-1.778,0.427,-1.209,0.38,19.960012,0.004843,2.477671,0.1502645233821003
Gaia EDR3 2014650205142516480,0.026103,0.135909,343.63710685611,60.95090239873,0.3011,0.1277,-2.843,0.152,-1.709,0.133,18.56321,0.003155,2.717638,0.0588498804847021
Gaia EDR3 2014650205142518912,0.016595,0.139104,343.61752853517,60.95410324116,0.3384,0.1401,-2.699,0.166,-0.257,0.152,18.718222,0.003322,2.549301,0.05452712529507729
Gaia EDR3 2014650205142519296,0.020183,0.139991,343.62492071328,60.95498902028,0.3112,0.1655,-2.194,0.194,-1.491,0.173,18.947538,0.003396,2.333456,0.046159867556672715
Gaia EDR3 2014650205142520064,0.021429,0.142117,343.62748945097,60.95711388795,0.1536,0.2989,-3.876,0.364,-2.21,0.319,19.787903,0.004345,2.468466,0.09650566635375343
Gaia EDR3 2014650209440135040,0.019522,0.127779,343.62354352538,60.94277703083,1.3544,0.021,1.581,0.023,-1.357,0.022,14.944419,0.002793,1.30027,0.005331141177534158
Gaia EDR3 2014650239502260864,0.034549,0.147039,343.65452643345,60.96202444591,1.4404,0.1211,5.674,0.156,-2.213,0.125,18.400087,0.003156,2.650003,0.045006000866871294
Gaia EDR3 2014650239502262400,0.042603,0.14962,343.67112666387,60.96459558806,0.4339,0.2379,-1.327,0.296,0.061,0.246,19.509277,0.004122,3.004263,0.10973414812336604
Gaia EDR3 2014650273861991168,-0.003978,0.13407,343.57515566959,60.94907385956,0.2983,0.1304,-2.442,0.169,-1.669,0.139,18.494411,0.003187,3.374525,0.09320963880590809
Gaia EDR3 2014650273861992064,-0.004724,0.135458,343.57361963858,60.95046115446,0.4668,0.3588,-2.904,0.436,-5.471,0.386,19.965559,0.004862,2.332867,0.13844525166708854
Gaia EDR3 2014650278159605248,-0.002994,0.135522,343.57718288572,60.95052540317,0.1736,0.0805,-1.715,0.105,-1.147,0.09,17.784716,0.002981,2.540848,0.026942876934432404
Gaia EDR3 2014650278159607424,-0.004007,0.122337,343.57509883795,60.93734070484,0.3682,0.1025,-2.855,0.126,-1.833,0.109,18.094242,0.003021,2.543161,0.039064714796808724
Gaia EDR3 2014650308221731328,0.002897,0.13582,343.58931399213,60.95082426435,0.0744,0.2433,-2.955,0.29,-1.638,0.248,19.546013,0.004009,2.700546,0.09817610562609548
Gaia EDR3 2014650308223680896,0.006273,0.134775,343.59626639153,60.94977795006,0.886,0.3565,-5.094,0.449,-3.94,0.416,19.968382,0.004983,2.326532,0.17220270284225353
Gaia EDR3 2014650342578365824,-0.010721,0.13514,343.5612677534,60.95014237625,0.3624,0.0954,-3.216,0.115,-2.959,0.1,17.979914,0.003092,2.667181,0.025724791420645248
Gaia EDR3 2014650346879080192,-0.01175,0.142416,343.55914408073,60.95741740805,0.4188,0.0244,-2.93,0.028,-1.592,0.025,14.91616,0.002809,3.457311,0.006971259963136071
Gaia EDR3 2014650346879081088,-0.007739,0.138111,343.56740898673,60.95311431206,1.3218,0.1186,-8.42,0.143,-9.039,0.128,18.326202,0.003108,2.437048,0.041030412927406446
Gaia EDR3 2014650376938109184,0.004051,0.144238,343.59169322887,60.95924197595,0.7771,0.2913,-4.613,0.349,-4.159,0.305,19.57456,0.004426,2.742489,0.08577544623439037
Gaia EDR3 2014650376938112512,0.00012,0.150048,343.58359536238,60.96505208669,0.2236,0.0635,-2.763,0.075,-1.477,0.064,17.154398,0.00294,2.561123,0.016678545087066215
Gaia EDR3 2014650376938210816,0.005433,0.153185,343.5945423329,60.96818806012,0.3282,0.3421,-3.888,0.402,-1.184,0.371,19.93771,0.004942,2.460268,0.14097296201101903
Gaia EDR3 2014650381238819968,2e-05,0.142254,343.58338975878,60.95725830777,0.0948,0.0728,-1.854,0.083,-1.495,0.073,16.593454,0.002978,4.187782,0.024590989552619028
Gaia EDR3 2014650411297849600,0.01454,0.14778,343.61330335427,60.96278042986,0.9649,0.2742,-2.351,0.344,-1.998,0.301,19.660742,0.004279,2.647112,0.11592840454435836
Gaia EDR3 2014650411297851136,0.020897,0.151131,343.62640562132,60.96612764085,0.3529,0.2706,-2.636,0.334,-2.235,0.288,19.618101,0.004228,2.476439,0.1056016651759642
Gaia EDR3 2014650411297852672,0.026301,0.152455,343.63754345315,60.96744773051,0.5142,0.1741,-4.702,0.206,-4.267,0.192,18.957575,0.003475,2.791462,0.06697403064410759
Gaia EDR3 2014650411300953216,0.026181,0.147683,343.63728675745,60.96267586026,0.044,0.1069,-3.674,0.126,-1.814,0.112,18.101637,0.003096,3.565764,0.05952028949414881
Gaia EDR3 2014650411300955008,0.029384,0.150842,343.6438911287,60.96583279997,0.3697,0.2591,-2.316,0.31,-1.24,0.288,19.623854,0.004334,2.633759,0.0956155611272285
Gaia EDR3 2014650411302955904,0.015046,0.14671,343.61434534585,60.96171055765,0.9098,0.3369,-2.219,0.402,-0.96,0.368,19.860643,0.004801,2.396862,0.12269447178060026
Gaia EDR3 2014650415598814080,0.018885,0.142955,343.62225016333,60.95795324354,0.28,0.0219,-4.645,0.025,-0.983,0.023,14.447134,0.002801,3.456829,0.005558987670095286
Gaia EDR3 2014650445657592832,0.036015,0.155774,343.65756678571,60.97075739918,-0.1895,0.3616,-1.601,0.479,0.168,0.383,19.96755,0.004983,2.248606,0.17924836564528823
Gaia EDR3 2014650445657596800,0.038723,0.165921,343.66317159921,60.98090121057,0.7065,0.3251,-1.737,0.416,-1.149,0.343,19.929838,0.004802,2.510811,0.11943335496678377
Gaia EDR3 2014650449958296832,0.03728,0.167873,343.66020330153,60.98285553869,0.5073,0.2483,-2.832,0.297,-4.747,0.255,19.431263,0.00397,3.071566,0.1250762969905734
Gaia EDR3 2014650449958297856,0.035666,0.160828,343.6568581541,60.97581193528,0.5768,0.0651,0.869,0.079,-2.551,0.072,17.331432,0.002921,2.603434,0.017969609064657107
Gaia EDR3 2014650484318033024,0.023506,0.172756,343.63181349877,60.98775160065,0.7651,0.0208,-1.952,0.024,-2.322,0.023,14.733035,0.0028,3.200536,0.005819332855326922
Gaia EDR3 2014650514377074304,0.02713,0.168161,343.63927733061,60.98315326037,0.7617,0.2329,-4.342,0.283,-1.455,0.243,19.438854,0.004094,3.025961,0.1310624188338123
Gaia EDR3 2014650514377079168,0.035572,0.175219,343.65669801574,60.99020314303,-0.06,0.2721,-1.477,0.337,-2.205,0.286,19.648718,0.004304,2.426758,0.08742671506893973
Gaia EDR3 2014650518677772288,0.036796,0.178125,343.65922966808,60.99310776607,1.2631,0.0585,10.17,0.074,-5.101,0.064,17.164362,0.002862,2.214399,0.014836490561236409
Gaia EDR3 2014649071271115904,0.063314,0.094651,343.71357251695,60.90959232322,-0.0325,0.2421,-1.445,0.279,-2.15,0.254,19.499811,0.004131,2.48164,0.0780894883801946
Gaia EDR3 2014650548739867264,0.067007,0.096256,343.7211761654,60.91118954704,0.1347,0.1638,-3.76,0.189,-1.34,0.174,18.848948,0.003486,3.172966,0.07677804163052723
Gaia EDR3 2014650548739869440,0.064653,0.098989,343.71634556658,60.91392787948,0.2271,0.2151,-1.568,0.249,-0.852,0.224,19.223694,0.003693,2.553324,0.07283175494311932
Gaia EDR3 2014650548739872640,0.066023,0.102644,343.71917918317,60.9175797894,0.4595,0.1189,-1.804,0.135,-1.061,0.128,18.118223,0.003084,3.495586,0.07979850208151719
Gaia EDR3 2014650548739875072,0.069812,0.105225,343.72698657493,60.92015290549,0.3542,0.0839,-2.683,0.101,-1.131,0.097,17.869562,0.003005,2.225824,0.02611035876385288
Gaia EDR3 2014650548739881728,0.071966,0.112742,343.73145182449,60.92766505764,0.1784,0.1587,-2.628,0.188,-0.005,0.174,18.891323,0.00333,3.156776,0.07961804400593528
Gaia EDR3 2014650583099614592,0.078011,0.106625,343.74386139448,60.92153373112,0.9794,0.3437,-4.513,0.424,2.491,0.377,19.988977,0.004829,2.392319,0.125043488148016
Gaia EDR3 2014650583099615360,0.079569,0.107889,343.74707333233,60.92279404293,0.1263,0.3024,-4.223,0.351,-2.055,0.324,19.855106,0.004586,2.275341,0.11710715109210262
Gaia EDR3 2014650587397270144,0.078866,0.118265,343.74568147749,60.9331710441,0.8745,0.2126,-7.594,0.251,-2.105,0.228,19.265854,0.003723,2.502411,0.09890137140852433
Gaia EDR3 2014650587397271680,0.087649,0.119619,343.76376696646,60.93450211744,0.6868,0.1675,1.096,0.191,-6.619,0.182,18.954012,0.003488,2.488266,0.062275212351574884
Gaia EDR3 2014650587397273344,0.079091,0.109639,343.74610061176,60.9245450843,1.5317,0.392,-3.176,0.462,0.862,0.436,19.840399,0.005473,2.479958,0.13466545532499982
Gaia EDR3 2014650587398457600,0.080486,0.113004,343.74898825635,60.92790588127,0.4154,0.0589,0.069,0.071,-4.686,0.065,17.14958,0.003671,2.416786,0.022702889377310256
Gaia EDR3 2014650617459354752,0.060054,0.109141,343.706924321,60.92408811491,0.5361,0.1565,-6.976,0.184,0.999,0.181,18.836926,0.003468,2.661177,0.06532462683531015
Gaia EDR3 2014650617459356928,0.06094,0.110812,343.70875355669,60.92575790491,-0.0726,0.3407,-2.769,0.426,-1.949,0.391,19.957369,0.004683,2.566502,0.13215584583303505
Gaia EDR3 2014650617459358720,0.064199,0.112658,343.71546774207,60.92759727285,0.5068,0.0946,-2.877,0.113,-1.351,0.109,18.059042,0.003031,2.371107,0.038235613554921284
Gaia EDR3 2014650617459360512,0.065653,0.114324,343.71846676561,60.9292602228,0.1374,0.101,-2.247,0.119,-1.279,0.111,18.163883,0.003208,2.275211,0.03233461886193878
Gaia EDR3 2014650617459360896,0.070448,0.115553,343.72834097579,60.93047925431,0.4092,0.0764,-1.499,0.089,-0.584,0.085,17.420382,0.002921,2.505901,0.018150167049168123
Gaia EDR3 2014650621753198336,0.069967,0.112204,343.72733564949,60.92713158459,0.3518,0.2168,-3.364,0.252,-1.945,0.231,19.378618,0.003786,2.441139,0.08184439668481655
Gaia EDR3 2014650621757005952,0.064836,0.11862,343.71680429131,60.9335580733,0.5219,0.0517,-1.448,0.061,-0.999,0.058,16.941591,0.002831,1.980254,0.00961416369954603
Gaia EDR3 2014650621757006848,0.066373,0.116354,343.71995740544,60.93128930135,-0.0458,0.1062,-4.133,0.127,-1.522,0.118,17.934767,0.003192,3.088823,0.03916792888232464
Gaia EDR3 2014650651819106560,0.083017,0.124799,343.75426044107,60.93969459613,0.9975,0.2534,-0.087,0.307,2.798,0.268,19.542652,0.003972,2.552729,0.10740371074889629
Gaia EDR3 2014650651819108224,0.080542,0.126703,343.74917473582,60.94160487782,0.4314,0.0967,-4.19,0.114,-3.519,0.107,18.121832,0.00303,2.501627,0.031313213314310896
Gaia EDR3 2014650651819108864,0.083586,0.127904,343.75544827916,60.94279803561,-0.1944,0.2794,-0.372,0.332,-0.916,0.297,19.75779,0.004404,2.900913,0.1582353143542915
Gaia EDR3 2014650656116746368,0.079729,0.120836,343.74747002904,60.93574052053,1.2486,0.0175,-13.832,0.021,-5.56,0.02,14.749312,0.002769,1.717851,0.004939039570309501
Gaia EDR3 2014650690472676736,0.098945,0.132019,343.78709690218,60.94686936634,,,,,,,19.92126,0.016591,3.108151,0.3318813343275089
Gaia EDR3 2014650690476485760,0.098979,0.132154,343.78716824813,60.94700440191,2.3228,0.4878,-4.175,0.824,-10.843,0.632,19.792936,0.006918,2.837479,0.14821397646270132
Gaia EDR3 2014650690477672576,0.093746,0.124383,343.77634638137,60.93924880592,0.2143,0.0736,-2.16,0.086,-1.208,0.086,16.694757,0.002936,3.9807,0.0309415056497118
Gaia EDR3 2014650720538588160,0.108435,0.130346,343.80662721083,60.94516534214,-0.267,0.2478,-2.398,0.301,-0.557,0.256,19.479128,0.004029,2.720055,0.1241596800204016
Gaia EDR3 2014650720538594048,0.114987,0.13759,343.82017314514,60.95238690734,0.2501,0.154,-3.001,0.178,-1.552,0.16,18.744509,0.003563,2.47879,0.04705750896861647
Gaia EDR3 2014650720538594560,0.118529,0.138256,343.82747282821,60.95303908564,0.3502,0.1385,-3.114,0.163,-1.35,0.15,18.524761,0.003322,2.585882,0.032572972553550565
Gaia EDR3 2014650720538595712,0.119485,0.141687,343.8294688325,60.95646728791,1.2735,0.2494,-1.616,0.3,-3.953,0.268,19.398085,0.004449,3.119036,0.10508584693969912
Gaia EDR3 2014650720538596224,0.116104,0.142006,343.82250575749,60.95679823271,1.0771,0.1449,4.051,0.186,-0.334,0.157,18.808838,0.003357,2.782011,0.04484828295868346
Gaia EDR3 2014650720538596480,0.11369,0.142592,343.81753897231,60.95739276057,0.3347,0.3305,1.084,0.43,-2.586,0.354,19.927044,0.004574,2.482624,0.13530647936919554
Gaia EDR3 2014650720538598400,0.115389,0.146647,343.82106785056,60.96144150195,0.298,0.2801,-4.745,0.333,-4.219,0.29,19.600649,0.004078,2.490728,0.09750667524775614
Gaia EDR3 2014650720538599936,0.11729,0.148915,343.82500235164,60.96370314035,-0.0591,0.1149,-1.369,0.136,-1.313,0.124,18.286581,0.00319,3.336144,0.06022509532175069
Gaia EDR3 2014650724836225792,0.106041,0.132227,343.80171085214,60.94705452615,1.7917,0.0296,9.453,0.035,-0.304,0.032,15.885465,0.002782,1.601502,0.005871642232605018
Gaia EDR3 2014650754898333568,0.096256,0.140381,343.78161218771,60.9552400242,0.6735,0.2614,-3.806,0.31,-1.802,0.279,19.516392,0.004036,2.69212,0.10591984836808765
Gaia EDR3 2014650754898335488,0.093795,0.144437,343.77656904998,60.95930253711,0.3883,0.1071,-2.362,0.136,-1.339,0.117,18.262707,0.003139,2.68574,0.03962319656890406
Gaia EDR3 2014650754898337408,0.098446,0.148283,343.78617466765,60.96313504178,0.7117,0.1628,8.337,0.198,-2.985,0.178,18.871792,0.003389,2.92869,0.07219975260226982
Gaia EDR3 2014650789258072064,0.104504,0.140935,343.7986051006,60.95576793071,0.5444,0.2075,0.365,0.252,0.002,0.22,19.202728,0.003739,2.637577,0.09929294051998343
Gaia EDR3 2014650789258076800,0.109605,0.148708,343.80916785041,60.96352349091,2.7692,0.4022,-9.608,0.477,-7.302,0.425,18.310213,0.006331,2.730257,0.039320723180228986
Gaia EDR3 2014650789258077184,0.106086,0.148938,343.80191869437,60.96376550294,1.6681,0.0479,-2.44,0.057,-24.946,0.051,16.880592,0.002831,1.823731,0.00871688746850204
Gaia EDR3 2014650793555698048,0.106505,0.149671,343.80278766483,60.96449673575,0.1896,0.0561,-3.692,0.069,-1.67,0.06,17.150143,0.002871,3.263419,0.03290849558256883
Gaia EDR3 2014650793555698176,0.115736,0.156058,343.82185401163,60.9708512567,0.9601,0.1628,0.788,0.198,-4.919,0.179,18.926735,0.003342,2.662651,0.06547931351112617
Gaia EDR3 2014650823617799424,0.0569,0.126324,343.70049610445,60.94127684173,0.3458,0.1648,-1.397,0.192,-0.632,0.178,18.907417,0.003349,3.053597,0.08004268029552714
Gaia EDR3 2014650823617799680,0.058348,0.126981,343.70348037479,60.94193134518,0.7632,0.2775,0.261,0.322,-1.93,0.295,19.72054,0.004393,2.427723,0.09084911085275273
Gaia EDR3 2014650823617808384,0.068301,0.137638,343.72401939202,60.95256832515,0.4296,0.2309,-7.222,0.275,-1.187,0.246,19.477877,0.003839,2.437042,0.076184001291931
Gaia EDR3 2014650827915435264,0.059614,0.118285,343.70605399267,60.93323290568,0.5024,0.0565,-2.869,0.065,-2.443,0.063,17.070244,0.002847,2.14575,0.01250247945693022
Gaia EDR3 2014650857977540992,0.07469,0.130123,343.73714247157,60.94503946544,0.5454,0.2421,-3.027,0.291,-2.138,0.262,19.519743,0.004008,2.431374,0.1317617750752886
Gaia EDR3 2014650857977541120,0.072654,0.129865,343.73294843113,60.94478621235,1.3546,0.1607,8.622,0.19,-11.24,0.18,18.890028,0.003411,2.453177,0.05450264239274269
Gaia EDR3 2014650857977545984,0.078368,0.135971,343.74474475646,60.95087874172,0.1162,0.1825,-2.227,0.227,-2.015,0.197,18.95885,0.003382,2.565596,0.06980233698883098
Gaia EDR3 2014650857977546112,0.070977,0.13614,343.729524332,60.95106533792,0.9071,0.2682,-7.679,0.299,-2.094,0.268,19.498428,0.004063,2.437204,0.0899306952571388
Gaia EDR3 2014650862275173504,0.076282,0.13146,343.74042657203,60.94637243086,0.7097,0.0222,-1.942,0.026,-3.548,0.025,15.265848,0.002816,2.53378,0.00610546949263609
Gaia EDR3 2014650892337284992,0.061006,0.136958,343.70899324261,60.95190321468,0.7445,0.1598,-4.449,0.189,-0.024,0.172,18.838575,0.003391,2.673513,0.07963354064387167
Gaia EDR3 2014650892339660928,0.062275,0.141361,343.71162381893,60.95630366491,0.3059,0.1475,-1.632,0.184,-0.905,0.169,18.659855,0.004452,,
Gaia EDR3 2014650896634906624,0.062686,0.141233,343.71246979323,60.95617566945,0.1017,0.1025,-2.088,0.13,-1.32,0.113,18.070583,0.00312,2.417984,0.044280320527478434
Gaia EDR3 2014650926697031168,0.072074,0.150923,343.73185275829,60.96584516879,0.5898,0.2401,-0.658,0.288,-0.393,0.256,19.393923,0.004092,3.038168,0.1326032840045549
Gaia EDR3 2014650926697031936,0.074119,0.153399,343.73607864929,60.9683169015,0.2299,0.1211,-1.273,0.147,-0.603,0.133,18.304813,0.003174,3.728972,0.08577396763265348
Gaia EDR3 2014650930994643712,0.073728,0.155557,343.73528369584,60.9704758895,0.3508,0.0333,-3.983,0.04,-3.523,0.037,16.12759,0.002798,2.477395,0.01034737160608804
Gaia EDR3 2014650961056768768,0.090579,0.149621,343.76997334092,60.9644965803,0.2179,0.1965,-1.851,0.242,-1.411,0.21,19.02936,0.003544,3.476006,0.10916227785529517
Gaia EDR3 2014650961056773888,0.09507,0.159402,343.77928582743,60.97426412837,0.5701,0.1808,-1.487,0.225,-1.457,0.199,19.124922,0.003823,2.631834,0.09073390505772815
Gaia EDR3 2014650965350571136,0.092707,0.146476,343.77433813204,60.96134541297,0.0878,0.313,2.931,0.417,-3.192,0.359,19.934183,0.004651,2.713322,0.09979394879623198
Gaia EDR3 2014650995416513920,0.103444,0.164594,343.79658075151,60.97942941302,1.0453,0.2363,-6.005,0.288,-5.217,0.256,19.437103,0.004089,3.105335,0.10862383246620332
Gaia EDR3 2014651029776249600,0.087149,0.15787,343.7629524997,60.97275488636,0.3499,0.3677,-2.728,0.484,-1.752,0.435,19.9597,0.005146,2.509924,0.12225512653185829
