EDR3Name,_x,_y,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP
Gaia EDR3 2014631930059054720,-0.011827,-0.119408,343.55918408176,60.6955936478,1.9905,0.0115,13.406,0.012,3.632,0.012,9.761299,0.002762,0.434436,0.004725645953259357
Gaia EDR3 2014631960121039872,0.000394,-0.117737,343.58415359147,60.69726669616,0.8091,0.3099,-5.569,0.338,-1.476,0.317,19.620998,0.004274,2.394074,0.09900639943121708
Gaia EDR3 2014631960121055104,0.006532,-0.110327,343.59669720807,60.70467670231,0.3447,0.0757,-2.69,0.084,-1.407,0.076,17.603378,0.002938,2.341574,0.026862401821814482
Gaia EDR3 2014631960121072256,0.008559,-0.101091,343.600844294,60.7139122769,1.3612,0.082,-0.391,0.089,-1.983,0.083,17.811121,0.003,2.248318,0.023279882655256493
Gaia EDR3 2014631994480791040,0.026068,-0.111772,343.63662087063,60.703221505,0.4637,0.1809,-2.239,0.203,-1.938,0.184,18.99835,0.00369,3.571653,0.08771335276442473
Gaia EDR3 2014631994480792448,0.015408,-0.110974,343.61483667705,60.70402617417,0.3181,0.1335,-3.192,0.145,-2.437,0.145,18.48555,0.003253,2.467558,0.0684273391333195
Gaia EDR3 2014631994480803584,0.025251,-0.104694,343.63496276562,60.71030034648,0.2875,0.1101,-1.905,0.123,-1.13,0.113,18.099928,0.003133,3.856001,0.08096244934918712
Gaia EDR3 2014631994483258880,0.024342,-0.107039,343.6330995425,60.70795545176,2.8853,0.3249,-9.164,0.374,-2.596,0.339,19.96655,0.004875,2.536947,0.10685212741192278
Gaia EDR3 2014631994483295488,0.029749,-0.107766,343.6441513816,60.70722399373,1.2186,0.2226,-4.587,0.26,-4.115,0.233,19.462042,0.00393,2.463823,0.1118964276000563
Gaia EDR3 2014631998774381440,0.025185,-0.102328,343.6348317075,60.71266637635,2.0359,0.247,3.695,0.271,5.677,0.257,17.114964,0.003431,2.517475,0.010549335617307271
Gaia EDR3 2014631998778535552,0.02505,-0.102382,343.63455462873,60.71261228828,,,,,,,18.964397,0.010624,,
Gaia EDR3 2014631998778538112,0.021475,-0.111628,343.62723452455,60.70336857595,0.7203,0.0701,-4.198,0.078,-2.026,0.073,17.527855,0.002917,2.48641,0.022899452738594683
Gaia EDR3 2014631998778540416,0.016377,-0.120262,343.6168064996,60.69473825289,2.911,0.2049,-21.439,0.231,-16.249,0.207,19.171896,0.003837,2.926559,0.1076706966919166
Gaia EDR3 2014632028840545664,0.037757,-0.102676,343.66052966663,60.71230584289,0.5198,0.1947,-1.838,0.209,-1.136,0.191,19.035315,0.003625,3.09539,0.09212680003319518
Gaia EDR3 2014632028840563072,0.03602,-0.092704,343.65700278955,60.72227967884,0.2245,0.0894,-0.838,0.095,-1.214,0.088,17.860582,0.003043,3.435118,0.05792005868192513
Gaia EDR3 2014632033138617344,0.034726,-0.09266,343.65435679699,60.72232520826,0.2087,0.2458,-5.344,0.278,-3.604,0.26,18.678753,0.004118,2.566868,0.061256273171269825
Gaia EDR3 2014632033138617856,0.035637,-0.094371,343.65621525849,60.72061353402,1.1423,0.0314,6.646,0.034,2.122,0.034,16.023655,0.002809,2.318262,0.007520904151783005
Gaia EDR3 2014632033139656448,0.030633,-0.106955,343.64595847315,60.70803444711,0.3831,0.2456,-0.414,0.284,-0.425,0.261,19.58833,0.004105,2.803963,0.11916325747408012
Gaia EDR3 2014632063200287232,0.020677,-0.100887,343.62561844521,60.71410986314,-0.0524,0.2906,-1.621,0.326,-1.822,0.281,19.647915,0.00435,2.74206,0.10693318885621995
Gaia EDR3 2014632063200293632,0.019184,-0.097423,343.62257046644,60.7175753911,-0.0034,0.272,-5.122,0.317,-2.69,0.287,19.594494,0.004137,2.671862,0.08557281497668782
Gaia EDR3 2014632063200293760,0.016437,-0.0972,343.61695327322,60.71780016373,0.2015,0.1144,-2.913,0.126,-1.421,0.117,18.377764,0.003124,2.365034,0.03422159195302111
Gaia EDR3 2014632063200294784,0.0227,-0.096281,343.62975916989,60.71871538629,0.2645,0.3065,-0.179,0.366,-0.589,0.309,19.704546,0.004602,2.527901,0.135588697314468
Gaia EDR3 2014632063200300032,0.020734,-0.092998,343.62574418837,60.72199950171,0.222,0.2949,-9.836,0.327,-3.124,0.307,19.55042,0.004397,2.580095,0.09645794488414358
Gaia EDR3 2014632067498006400,0.020045,-0.090184,343.62433992319,60.72481395439,0.2997,0.0249,-3.746,0.027,-2.506,0.026,15.037692,0.002802,3.394196,0.007399389093689339
Gaia EDR3 2014632067498009472,0.01262,-0.103153,343.60914417811,60.71184845767,0.9684,0.0338,-7.395,0.036,-15.629,0.035,16.024942,0.002865,2.401252,0.007025160802656533
Gaia EDR3 2014632097560036736,0.02776,-0.093958,343.64010923853,60.72103369759,-0.1333,0.3409,-2.557,0.41,-1.515,0.369,19.957235,0.005032,2.576031,0.14751781296665728
Gaia EDR3 2014632097560057728,0.036418,-0.082548,343.65783914664,60.7324348559,0.4066,0.2481,-5.593,0.278,-1.961,0.25,19.456945,0.003942,2.470009,0.06862718466468962
Gaia EDR3 2014632097560064384,0.034259,-0.079489,343.65343050012,60.7354967777,0.8002,0.2388,-0.578,0.271,-0.986,0.245,19.396708,0.003886,2.48839,0.0636184553909407
Gaia EDR3 2014632101858093568,0.039355,-0.086516,343.66383725957,60.72846403245,0.6119,0.0438,0.942,0.048,-2.312,0.044,16.750177,0.002833,2.167802,0.010725707376264255
Gaia EDR3 2014632166279497600,-0.003727,-0.102836,343.5757296541,60.71216752232,0.8746,0.4386,-1.969,0.479,-1.891,0.465,19.953596,0.004867,2.425177,0.18652173577465486
Gaia EDR3 2014632166279500416,0.000251,-0.101301,343.58386138277,60.71370311665,0.5808,0.1419,-8.179,0.155,-4.542,0.146,18.656904,0.003315,2.92621,0.0734613632857958
Gaia EDR3 2014632166279517824,0.000914,-0.091564,343.58521644278,60.72344007302,0.4101,0.2655,-2.607,0.298,-2.53,0.271,19.485619,0.004073,2.824108,0.09966289622784343
Gaia EDR3 2014632170577219840,0.008249,-0.094999,343.60021434964,60.7200035634,3.947,0.4307,-11.471,0.461,-8.942,0.437,18.157635,0.0062,2.631033,0.031482915170242466
Gaia EDR3 2014632170577220096,-0.001994,-0.105097,343.57927148922,60.70990713289,0.2959,0.201,-2.945,0.222,-1.695,0.211,19.082361,0.003699,2.8871,0.09054535635492773
Gaia EDR3 2014632200639233920,-0.021101,-0.104017,343.54021501386,60.71097981776,0.6489,0.1743,0.254,0.191,-1.39,0.179,18.915375,0.003462,2.711309,0.05694504937708188
Gaia EDR3 2014632200639239296,-0.018513,-0.100969,343.54550275796,60.71402947547,0.004,0.1878,-1.74,0.212,-1.613,0.194,19.016472,0.003597,2.440886,0.06120544347539168
Gaia EDR3 2014632200639256448,-0.008806,-0.091434,343.56534059404,60.72356889589,1.2111,0.1196,9.535,0.132,-1.25,0.129,18.364035,0.003195,2.559139,0.05068236632631764
Gaia EDR3 2014632200639258880,-0.011007,-0.08969,343.56083803416,60.72531256329,0.0903,0.2377,-2.323,0.274,-1.827,0.259,19.54022,0.004215,3.14629,0.13410730939352697
Gaia EDR3 2014632204932777472,-0.017276,-0.100287,343.54802997124,60.71471200606,1.8143,0.3528,3.016,0.387,51.748,0.359,19.965752,0.004676,2.045254,0.09355854862463708
Gaia EDR3 2014632234998990336,-0.006833,-0.093674,343.56937702591,60.72132917493,0.5149,0.1246,-2.662,0.139,-1.622,0.139,18.37971,0.003132,2.548174,0.044058535979248546
Gaia EDR3 2014632234999000320,0.001756,-0.087716,343.58693926598,60.72728753058,1.6846,0.2705,15.065,0.307,4.542,0.276,19.669926,0.004344,2.419788,0.1249767541211242
Gaia EDR3 2014632234999013888,-7.1e-05,-0.080534,343.58320176692,60.73447048271,0.9939,0.1715,-6.258,0.215,-3.546,0.191,18.924896,0.003516,2.684994,0.09708530194182648
Gaia EDR3 2014632239292509312,-0.008478,-0.087218,343.56600882864,60.72778466585,,,,,,,17.303665,0.01212,2.709998,0.014089884836511591
Gaia EDR3 2014632239296687744,-0.008534,-0.087428,343.56589514802,60.72757479431,1.28,0.2246,0.013,0.379,-0.915,0.244,18.575357,0.004016,,
Gaia EDR3 2014632269358744576,0.011132,-0.084656,343.6061169887,60.73034581918,0.3729,0.0966,-2.798,0.107,-1.461,0.099,18.075706,0.003041,2.543682,0.03976747165266916
Gaia EDR3 2014632269358747520,0.022121,-0.083517,343.62859383147,60.73147918844,0.1876,0.2201,-3.049,0.242,-1.898,0.217,19.297544,0.003748,2.579718,0.0982862250580729
Gaia EDR3 2014632273656431872,0.013719,-0.082761,343.61141023346,60.73224043805,1.1596,0.0599,-5.221,0.067,-3.146,0.063,17.215271,0.002898,2.660933,0.018957405001061717
Gaia EDR3 2014632273656432512,0.017957,-0.082038,343.62007962251,60.73296107103,0.2456,0.0327,-2.685,0.035,-1.645,0.034,16.067133,0.002811,2.48708,0.009066826267299223
Gaia EDR3 2014632273656434048,0.018581,-0.084371,343.6213514205,60.73062789212,,,,,,,14.019097,0.003187,1.191871,0.004977381682037464
Gaia EDR3 2014632303718494720,0.025283,-0.079453,343.6350690184,60.73554094388,0.4032,0.2147,-2.925,0.228,-1.74,0.215,19.146732,0.003655,2.323729,0.07998110264147423
Gaia EDR3 2014632303718496640,0.026646,-0.080272,343.6378551742,60.73472113265,0.2974,0.1296,-2.857,0.137,-1.571,0.13,18.477736,0.003246,2.473631,0.05677418076774179
Gaia EDR3 2014632303718503040,0.030283,-0.0749,343.64530599012,60.74009012627,0.3441,0.1786,-2.173,0.2,-0.783,0.179,19.102394,0.003504,2.51643,0.06449498597214824
Gaia EDR3 2014632303718515712,0.036643,-0.066989,343.65833556543,60.74799424805,-0.1189,0.3153,-5.709,0.362,-3.303,0.305,19.767052,0.004491,2.433363,0.1128519561160686
Gaia EDR3 2014632308012830592,0.035977,-0.069196,343.65696753691,60.74578794347,0.7012,0.0463,0.453,0.051,-2.703,0.048,16.825144,0.002836,2.345407,0.012823510901648504
Gaia EDR3 2014632308016519936,0.029398,-0.079138,343.64348573673,60.73585263551,1.4641,0.028,9.585,0.03,3.515,0.029,15.71575,0.002782,1.401783,0.005509321237725095
Gaia EDR3 2014632338078230656,0.010222,-0.080498,343.60425813244,60.73450390861,0.5301,0.1481,-4.75,0.17,0.089,0.153,18.697052,0.003307,2.838388,0.06408092532166215
Gaia EDR3 2014632338078240128,0.006329,-0.07562,343.59629661681,60.73938332477,0.5353,0.0883,-1.648,0.102,-1.228,0.095,17.87001,0.002985,2.431532,0.03566136964796399
Gaia EDR3 2014632338078242816,0.003893,-0.073565,343.59131242507,60.7414392056,0.5095,0.1075,-1.924,0.123,-2.304,0.124,18.214731,0.003082,2.534227,0.04678327527813263
Gaia EDR3 2014632338078244608,0.011422,-0.072317,343.60671941895,60.74268537348,0.4794,0.1601,-2.646,0.182,-1.522,0.166,18.902637,0.003372,2.440664,0.05251818489715788
Gaia EDR3 2014632338078248448,0.011112,-0.069578,343.60608581471,60.74542376065,0.2411,0.1815,-3.065,0.201,-1.723,0.183,19.012678,0.003482,2.639372,0.06141075459347658
Gaia EDR3 2014632338078248832,0.016189,-0.069332,343.6164753005,60.74566812615,0.1429,0.2345,-3.168,0.252,-2.949,0.227,19.373924,0.003962,2.373129,0.08440558845217402
Gaia EDR3 2014632338078262272,0.016782,-0.062854,343.61769646106,60.75214554085,0.5772,0.3031,-2.604,0.327,-1.99,0.285,19.723883,0.004552,2.344736,0.099323161300376
Gaia EDR3 2014632338080541696,0.010405,-0.079646,343.60463270757,60.7353564284,0.3915,0.3097,-2.895,0.38,0.222,0.321,19.802279,0.004399,2.414143,0.13871892540471112
Gaia EDR3 2014632342376252928,0.017811,-0.065443,343.61979967182,60.74955561936,0.2552,0.3562,-2.726,0.366,-1.716,0.336,19.841436,0.004593,2.657278,0.12871670631852059
Gaia EDR3 2014632372437993856,0.028847,-0.067008,343.64238212596,60.74798266448,0.304,0.0927,-3.106,0.102,-2.646,0.097,17.923756,0.003012,2.115643,0.022613556222746346
Gaia EDR3 2014632372438004224,0.025358,-0.060827,343.63525072873,60.75416696813,0.5073,0.0285,-3.012,0.03,-2.526,0.029,15.777317,0.002797,2.089922,0.0060377373178604745
Gaia EDR3 2014632372438013184,0.031438,-0.055316,343.64770807859,60.75967266988,0.2046,0.1904,-2.71,0.221,-1.666,0.186,19.118582,0.003665,2.320017,0.07475046317229792
Gaia EDR3 2014632372438013440,0.028149,-0.055218,343.64097400777,60.7597734864,0.2804,0.1169,-2.96,0.145,-1.377,0.115,18.30777,0.00318,2.202622,0.040193961519545685
Gaia EDR3 2014632376732303104,0.028317,-0.066246,343.64129923153,60.74874502346,0.3071,0.1989,-3.043,0.228,-1.421,0.203,19.171108,0.003772,2.208881,0.08098874415873926
Gaia EDR3 2014632376735994112,0.027464,-0.067808,343.6395509935,60.74718376866,0.5516,0.2104,-3.482,0.226,-2.867,0.202,19.2785,0.003721,2.302427,0.09328652226515315
Gaia EDR3 2014632406797688960,0.043731,-0.09101,343.67277508969,60.72396381146,0.2625,0.0976,-2.82,0.116,-1.442,0.099,18.127361,0.003055,2.489763,0.038802418218678636
Gaia EDR3 2014632406797699584,0.056674,-0.084408,343.69926469004,60.73054640464,-0.0511,0.2743,-1.155,0.303,-1.013,0.272,19.669937,0.004379,3.201336,0.1089523778616201
Gaia EDR3 2014632406797702400,0.05048,-0.082798,343.68660065359,60.73216671942,0.731,0.2445,-2.961,0.267,-2.21,0.244,19.542555,0.004013,2.221825,0.11198165873407769
Gaia EDR3 2014632406797711232,0.055607,-0.080349,343.69709731009,60.73460646096,1.7597,0.0281,11.543,0.03,22.737,0.029,15.802638,0.002778,1.456613,0.005723622437496128
Gaia EDR3 2014632406797711488,0.055608,-0.082689,343.6970904779,60.73226636215,0.213,0.0601,-2.72,0.066,-1.617,0.062,17.34222,0.002872,1.988899,0.012299360991039726
Gaia EDR3 2014632406798122112,0.053714,-0.08374,343.69321414542,60.7312187337,0.9245,0.1074,0.762,0.119,1.717,0.11,18.336214,0.003134,2.472857,0.03697695272602147
Gaia EDR3 2014632411092062592,0.05841,-0.084304,343.7028159051,60.73064678556,-0.2667,0.2429,-2.025,0.266,-1.306,0.243,19.559908,0.004093,2.593161,0.08408122323779527
Gaia EDR3 2014632411095739776,0.055233,-0.078812,343.69633803297,60.73614493686,0.7639,0.0617,5.875,0.068,-1.595,0.063,17.31301,0.002872,2.218185,0.012807751247723279
Gaia EDR3 2014632411095740928,0.053217,-0.084834,343.6921921883,60.73012555223,0.2908,0.0406,-1.23,0.044,0.219,0.041,16.512568,0.002824,2.969286,0.012696660450241022
Gaia EDR3 2014632441157459584,0.05729,-0.072787,343.70056658011,60.74216600126,1.0668,0.2573,0.937,0.281,0.057,0.254,19.622942,0.004033,2.507788,0.08411298689056113
Gaia EDR3 2014632441160220672,0.070434,-0.072417,343.72746269756,60.74250967068,0.6893,0.0682,-0.381,0.076,-1.299,0.075,17.46556,0.002912,2.613014,0.02228135234944388
Gaia EDR3 2014632445451796480,0.066162,-0.072631,343.71872023834,60.7423042923,0.2576,0.2409,-1.504,0.262,-1.2,0.25,19.319496,0.003989,3.22875,0.11103368542674344
Gaia EDR3 2014632445455478912,0.069487,-0.071623,343.7255290528,60.74330578107,0.7694,0.0437,-3.372,0.047,-2.527,0.046,16.527115,0.002827,2.335712,0.010266665740188259
Gaia EDR3 2014632475517182336,0.041034,-0.081049,343.66728552329,60.73392884923,0.1008,0.1419,-2.888,0.161,-1.949,0.145,18.788582,0.003347,2.368605,0.05008983236686717
Gaia EDR3 2014632475517184000,0.04605,-0.080428,343.67754740864,60.73454274808,0.0902,0.1873,-2.413,0.215,-0.961,0.191,19.19209,0.00371,2.975733,0.09385578456687112
Gaia EDR3 2014632475517192448,0.043431,-0.076374,343.67220042561,60.7386008691,0.2757,0.3535,-2.142,0.402,-1.379,0.352,19.941902,0.004795,2.223867,0.0987864625814172
Gaia EDR3 2014632475517199488,0.046049,-0.071388,343.67757117721,60.74358255437,0.2118,0.0851,-2.875,0.095,-1.328,0.087,17.785004,0.00296,3.095675,0.03984532333598103
Gaia EDR3 2014632479811524864,0.044675,-0.071556,343.67476022049,60.74341718222,0.2746,0.1524,-2.757,0.172,-1.625,0.154,18.859121,0.003284,2.277124,0.047923655358032495
Gaia EDR3 2014632479815214720,0.049197,-0.076044,343.68399938008,60.73892265121,0.2621,0.0171,-2.853,0.018,-1.65,0.018,14.683054,0.00277,1.761391,0.004974196765316457
Gaia EDR3 2014632479816365696,0.044947,-0.06884,343.67532463889,60.74613298931,-0.0869,0.4839,1.667,0.493,-9.743,0.5,16.170753,0.003753,1.817516,0.006539650272513894
Gaia EDR3 2014632509876943232,0.058834,-0.068502,343.70374363765,60.74644755547,0.7024,0.3487,-0.939,0.404,-1.506,0.364,19.88852,0.004663,2.551258,0.13671736588508002
Gaia EDR3 2014632509876944384,0.055517,-0.067758,343.69695790409,60.74719788141,0.1157,0.3292,-2.761,0.369,-1.126,0.329,19.981462,0.00465,2.14921,0.10577279391855032
Gaia EDR3 2014632509876947840,0.055455,-0.065934,343.69683806043,60.74902253267,0.6256,0.1559,-0.466,0.171,5.985,0.158,18.887682,0.003424,2.451292,0.05192594171264462
Gaia EDR3 2014632509876951040,0.058299,-0.065255,343.70265909648,60.74969586548,1.2085,0.0932,-2.755,0.101,-4.678,0.098,18.00386,0.003034,2.495647,0.027703027145104028
Gaia EDR3 2014632509876953984,0.058766,-0.063589,343.70362240757,60.75136097,0.2698,0.3305,0.894,0.36,-0.165,0.33,19.819832,0.004783,2.656393,0.11465551754742939
Gaia EDR3 2014632509876966400,0.064145,-0.055568,343.71466356881,60.75937171972,0.6992,0.3579,-3.741,0.388,-1.659,0.358,19.774693,0.004793,2.786953,0.12333047255183115
Gaia EDR3 2014632514171264896,0.062225,-0.062826,343.71070376236,60.75211803371,0.6633,0.26,-7.306,0.287,-0.218,0.257,19.50034,0.004123,2.677958,0.10104368621017056
Gaia EDR3 2014632514174950656,0.056744,-0.061194,343.69949234476,60.75375963653,0.2252,0.1271,-2.725,0.139,-1.672,0.132,18.588507,0.003275,2.346438,0.04688023530221552
Gaia EDR3 2014632514174951552,0.054052,-0.065933,343.69396674034,60.74902564696,0.5006,0.3745,-2.835,0.43,-1.94,0.367,19.989038,0.005221,2.448122,0.22633140826112869
Gaia EDR3 2014632544236683776,0.07859,-0.068147,343.74417280137,60.74676112664,0.3141,0.1174,-2.2,0.13,-0.382,0.124,18.426495,0.003213,3.417332,0.09726095598319291
Gaia EDR3 2014632544236693120,0.082707,-0.063388,343.75262179872,60.75150906738,1.359,0.2899,-4.62,0.332,-4.256,0.285,19.706451,0.004546,2.832869,0.11259501163959353
Gaia EDR3 2014632544236700288,0.08294,-0.058427,343.75312608524,60.75646958188,0.5536,0.1259,-6.375,0.139,-4.769,0.132,18.5792,0.003183,2.798153,0.07278584132312708
Gaia EDR3 2014632578596451584,0.089357,-0.051517,343.76629954904,60.7633624732,-1.6298,0.6898,4.289,0.864,1.052,0.705,19.968666,0.010856,2.680628,0.11373271163379825
Gaia EDR3 2014632578596460032,0.098591,-0.047361,343.78523114673,60.76749173231,-0.1695,0.2948,-1.141,0.325,-1.519,0.312,19.688995,0.004315,2.419653,0.08350133605589838
Gaia EDR3 2014632578596469376,0.097035,-0.042879,343.78207391076,60.77197783916,0.1449,0.2104,-3.63,0.235,-3.044,0.226,19.271372,0.003936,2.454046,0.0701589380145894
Gaia EDR3 2014632582894430848,0.09369,-0.046903,343.77519817323,60.76796421285,0.2591,0.0187,-2.546,0.02,-1.13,0.019,14.832711,0.006078,2.030129,0.021855433114032343
Gaia EDR3 2014632582894433152,0.098785,-0.051012,343.78560540593,60.76383979731,1.5614,0.0757,9.611,0.083,2.485,0.083,17.717611,0.002922,2.222025,0.019346792541573083
Gaia EDR3 2014632612956184192,0.073785,-0.054621,343.7344036797,60.7602979927,1.3333,0.1971,-4.27,0.217,-4.615,0.2,19.132952,0.003626,2.63571,0.06968552777052932
Gaia EDR3 2014632612956186496,0.073244,-0.053224,343.73330119936,60.76169603977,1.7133,0.3115,-2.52,0.356,-0.897,0.326,19.79646,0.004625,2.390562,0.10507057922937109
Gaia EDR3 2014632612956194432,0.077737,-0.048651,343.74252370783,60.76625877198,0.4803,0.2247,-3.077,0.245,1.226,0.226,19.35829,0.003875,2.761532,0.12100408124089994
Gaia EDR3 2014632612956206080,0.075853,-0.043604,343.73868911051,60.77130979509,0.2808,0.0887,-2.665,0.099,-1.386,0.092,17.907782,0.002976,2.326775,0.024477412674059677
Gaia EDR3 2014632617254166016,0.06968,-0.052272,343.72601020666,60.76265623135,0.7878,0.0782,2.572,0.089,1.755,0.08,17.576218,0.002941,2.569979,0.02510062863006199
Gaia EDR3 2014632647315940736,0.086836,-0.04528,343.76117265373,60.76960655847,0.3348,0.1739,-3.383,0.206,-1.454,0.189,19.01006,0.003496,2.306198,0.05478899881223268
Gaia EDR3 2014632647315941504,0.088946,-0.044816,343.76549570403,60.77006456862,0.9108,0.3396,-5.052,0.392,-4.995,0.34,19.853327,0.00453,2.351414,0.11809987105426525
Gaia EDR3 2014632651613903872,0.093073,-0.031707,343.77402631211,60.78316164673,0.2582,0.0278,-2.679,0.032,-1.587,0.032,15.671094,0.002798,2.042247,0.006099847237982983
Gaia EDR3 2014632681675641472,0.040845,-0.065002,343.66693931041,60.74997643718,0.4909,0.1139,0.072,0.128,-0.475,0.115,18.387518,0.003148,2.321142,0.044071563146863814
Gaia EDR3 2014632681675647360,0.036559,-0.061978,343.65817554281,60.75300556458,0.8492,0.3319,-2.643,0.379,-2.874,0.344,19.90409,0.004561,2.204708,0.11718233479477332
Gaia EDR3 2014632681675650304,0.040896,-0.060368,343.66705638454,60.75460981172,0.309,0.0336,-3.722,0.037,-2.773,0.035,16.163332,0.002807,2.96362,0.009954430577790864
Gaia EDR3 2014632681675650432,0.0424,-0.061689,343.67013092482,60.75328676594,0.1991,0.1045,1.293,0.116,-1.844,0.108,18.262451,0.003036,2.46217,0.04460335865213184
Gaia EDR3 2014632685973822464,0.045064,-0.055325,343.67560300459,60.75964760183,0.9877,0.0206,-4.585,0.024,-4.577,0.021,15.071488,0.002771,1.802147,0.0053100241541901875
Gaia EDR3 2014632716035399552,0.050524,-0.053777,343.68678612805,60.76118673812,0.3575,0.1792,-3.591,0.212,-2.048,0.187,19.09597,0.003591,2.514607,0.06925000026344184
Gaia EDR3 2014632716035405440,0.059016,-0.051036,343.7041801962,60.76391408507,0.1911,0.1942,-2.866,0.223,-1.71,0.195,19.173967,0.003645,2.436224,0.06474421190376368
Gaia EDR3 2014632716035407616,0.051258,-0.049361,343.68830269178,60.76560230579,0.6415,0.1517,-4.42,0.181,2.494,0.161,18.844269,0.003453,2.754883,0.08710105949336897
Gaia EDR3 2014632716035410816,0.065914,-0.048168,343.71831619823,60.76676802046,0.9899,0.3643,-2.666,0.432,-3.369,0.383,19.938454,0.004816,2.684761,0.10322565887910778
Gaia EDR3 2014632720333378432,0.062086,-0.043363,343.71049753389,60.77158043146,0.2997,0.0334,-2.736,0.038,-1.708,0.035,16.068409,0.002988,2.330538,0.008701499883310008
Gaia EDR3 2014632720333378688,0.063262,-0.044173,343.71290289308,60.7707686349,0.3418,0.0789,-2.897,0.087,-1.425,0.083,17.509583,0.002956,2.546728,0.021472735085679248
Gaia EDR3 2014632750395139456,0.038239,-0.05312,343.66163563146,60.76186096001,0.4333,0.2972,-4.368,0.363,-3.045,0.296,19.803097,0.004822,2.313566,0.11471266389012781
Gaia EDR3 2014632750395163264,0.044735,-0.041046,343.67496909559,60.77392696273,0.8447,0.2276,0.104,0.261,4.422,0.227,19.410599,0.00392,2.621639,0.08540235213846445
Gaia EDR3 2014632754693114240,0.037416,-0.055582,343.65994502071,60.75940050627,0.4681,0.0566,-5.044,0.066,-3.306,0.057,17.153082,0.002854,2.228067,0.010920268599825164
Gaia EDR3 2014632754693298560,0.037179,-0.049979,343.65947247027,60.76500305167,0.2897,0.054,-2.99,0.059,-1.774,0.057,17.00398,0.00285,2.15574,0.010101933489629216
Gaia EDR3 2014632754693298816,0.041087,-0.050495,343.66747260423,60.76448258077,1.363,0.0184,-5.412,0.02,-2.3,0.019,14.854587,0.002772,1.330964,0.005005394025314495
