DR3Name,RA_ICRS,DE_ICRS,Plx,e_Plx,PM,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP
3518,6.1671,61.299,-0.4528,0.1737,6.103,-5.037,0.158,-3.446,0.16,17.648687,0.003579,1.419441,0.012
3519,6.179,61.2963,0.4493,0.1399,3.138,-2.893,0.119,-1.216,0.152,18.250242,0.003136,nan,nan
3520,6.1801,61.2964,0.2806,0.0793,2.97,-2.76,0.071,-1.096,0.07,17.368887,0.00289,1.34691,0.0274
3521,6.1778,61.2949,0.1705,0.0992,0.967,0.877,0.086,0.408,0.091,17.865904,0.002952,1.417974,0.0153
3522,6.1815,61.2868,0.9082,0.0349,6.143,6.059,0.032,-1.015,0.033,15.865292,0.002778,1.345736,0.0075
3523,6.1274,61.2685,0.3563,0.0611,3.818,-3.546,0.057,-1.413,0.056,17.013521,0.002828,1.22316,0.0091
3524,6.1302,61.2763,0.1488,0.0627,0.841,-0.242,0.057,-0.805,0.058,17.024742,0.002856,2.343979,0.012
3525,6.1408,61.2769,0.2404,0.052,1.707,-1.676,0.049,-0.322,0.049,16.542631,0.002826,2.373003,0.0087
3526,6.1359,61.2781,0.3791,0.0971,1.989,-1.636,0.086,-1.131,0.089,17.848553,0.002924,1.465359,0.0155
3527,6.1456,61.2786,0.5057,0.1394,2.228,0.259,0.126,-2.213,0.133,18.430206,0.003086,1.596941,0.0233
3528,6.1216,61.288,0.3438,0.1643,3.177,-3.087,0.144,-0.75,0.146,18.187147,0.003434,1.803705,0.0242
3529,6.1429,61.2849,0.5046,0.163,4.082,-4.051,0.148,-0.502,0.166,18.452133,0.003481,1.386055,0.0329
3530,6.1345,61.2864,0.4183,0.0196,2.423,-2.156,0.018,-1.106,0.019,14.595994,0.002775,0.701522,0.0049
3531,6.1401,61.2861,1.2459,0.0585,4.987,-1.692,0.051,-4.692,0.053,16.812775,0.002825,1.593427,0.0088
3532,6.1193,61.2827,0.3418,0.0179,3.868,-3.715,0.016,-1.078,0.017,14.363576,0.002807,0.923356,0.0053
3533,6.144,61.2837,0.641,0.0128,2.707,-2.693,0.012,-0.275,0.013,13.397061,0.002768,0.609845,0.0048
3534,6.1024,61.2831,0.7391,0.0989,3.319,2.975,0.084,1.471,0.082,17.710182,0.002911,1.59403,0.0179
3535,6.0904,61.2808,0.2058,0.1102,0.618,-0.462,0.095,0.411,0.098,18.01816,0.002991,nan,nan
3536,6.1079,61.2763,0.7709,0.2602,1.89,-1.605,0.266,0.997,0.297,18.392038,0.004254,nan,nan
3537,6.0826,61.292,1.0128,0.0535,5.932,5.904,0.049,-0.573,0.049,16.702085,0.002811,1.5224,0.0077
3538,6.0776,61.2852,0.3515,0.0268,2.426,-2.243,0.024,-0.926,0.026,15.377104,0.002773,0.781819,0.0053
3539,6.092,61.2817,1.1537,0.02,12.773,-9.79,0.018,-8.204,0.018,14.614237,0.002763,1.131474,0.005
3540,6.0898,61.2804,0.4554,0.0723,4.146,-1.002,0.062,-4.023,0.063,17.205145,0.002884,1.347288,0.0253
3541,6.1083,61.2762,0.3414,0.0449,1.947,-1.947,0.039,-0.006,0.041,15.496229,0.002796,1.205077,0.0061
3542,6.1215,61.3022,0.3498,0.0131,0.831,-0.223,0.012,-0.801,0.012,13.259479,0.00276,1.747647,0.0048
3543,6.1342,61.2896,0.2722,0.074,3.212,-3.102,0.065,-0.831,0.067,17.125542,0.002853,1.391539,0.0125
3544,6.1196,61.2992,0.5131,0.0639,2.699,-1.042,0.056,-2.49,0.057,17.059633,0.002844,1.391628,0.0094
3545,6.125,61.3027,0.2012,0.14,2.428,-2.383,0.122,0.464,0.128,18.263783,0.003101,1.938719,0.0325
3546,6.1201,61.3031,0.401,0.1272,5.886,-5.862,0.113,0.528,0.114,18.115408,0.003032,1.482262,0.0312
3547,6.1391,61.3001,0.4939,0.0473,1.275,-0.493,0.041,1.176,0.045,16.447947,0.002805,1.135277,0.0065
3548,6.1388,61.2958,0.3402,0.0976,2.359,2.344,0.087,-0.263,0.089,17.59307,0.002904,1.407848,0.0178
3549,6.1204,61.3187,0.2701,0.1333,2.235,-2.22,0.117,0.261,0.127,18.40637,0.003117,1.845005,0.0286
3550,6.1261,61.3166,0.5994,0.09,3.883,1.716,0.079,3.483,0.087,17.64671,0.002889,1.40691,0.0188
3551,6.1266,61.3148,0.2009,0.0516,1.138,-1.038,0.047,-0.466,0.051,16.67993,0.002821,2.295621,0.0093
3552,6.1377,61.307,0.2733,0.0231,2.879,-2.662,0.02,-1.095,0.023,14.987987,0.002767,0.939955,0.0051
3553,6.1383,61.3028,0.3236,0.0753,3.02,-2.849,0.065,-1.004,0.07,17.29376,0.002865,1.3605,0.0098
3554,6.1068,61.3066,0.2844,0.0541,2.309,-2.005,0.049,-1.146,0.048,16.746367,0.002814,1.413764,0.0106
3555,6.1042,61.3038,0.0696,0.0861,1.092,-1.078,0.079,-0.171,0.076,17.490915,0.002921,2.389448,0.0253
3556,6.1083,61.3024,0.248,0.0531,2.959,-2.701,0.047,-1.208,0.047,16.713707,0.002815,1.152464,0.0079
3557,6.1031,61.3157,0.2975,0.0813,3.092,-2.893,0.074,-1.092,0.073,17.419285,0.002871,1.354534,0.0134
3558,6.1099,61.3107,0.3497,0.0709,3.116,2.574,0.063,1.757,0.066,17.261606,0.002866,1.242132,0.0177
3559,6.0947,61.3269,1.2597,0.0108,8.836,-4.658,0.01,-7.509,0.01,11.663702,0.00276,0.880308,0.0047
3560,6.102,61.32,1.3853,0.059,1.754,0.927,0.053,1.488,0.056,16.930082,0.002845,1.895118,0.0094
3561,6.0962,61.318,-0.1316,0.2072,3.138,-2.542,0.182,-1.84,0.19,16.820803,0.00353,1.331058,0.008
3562,6.103,61.3177,0.5434,0.0454,2.162,-2.156,0.04,-0.157,0.042,16.529766,0.002822,1.226981,0.0067
3563,6.1074,61.3157,0.3683,0.0386,3.659,-3.653,0.036,-0.214,0.035,15.998879,0.002787,1.056272,0.0057
3564,6.1094,61.3117,0.5505,0.0238,9.395,9.395,0.021,0.043,0.023,15.20017,0.002766,1.332506,0.0052
3565,6.1952,61.2954,0.7479,0.1051,2.857,1.674,0.092,2.316,0.097,17.960558,0.002943,1.745413,0.0177
3566,6.1965,61.3025,0.0633,0.1395,2.753,-2.544,0.121,-1.05,0.131,18.451963,0.003111,1.542946,0.0263
3567,6.2006,61.297,0.2346,0.0175,3.033,-2.808,0.016,-1.145,0.017,13.686217,0.002771,0.758096,0.0049
3568,6.201,61.2944,1.0505,0.0667,1.949,-1.651,0.061,1.037,0.062,17.1594,0.002832,1.741755,0.0106
3569,6.2204,61.2939,0.2592,0.0449,2.966,-2.76,0.041,-1.088,0.042,16.274137,0.002795,0.919798,0.006
3570,6.2243,61.3022,0.5291,0.0368,4.371,-4.37,0.033,0.118,0.035,15.998124,0.002786,1.087704,0.0057
3571,6.164,61.3111,-0.0481,0.1168,1.662,-1.642,0.101,0.255,0.108,18.16136,0.003027,1.549395,0.0211
3572,6.17,61.3046,0.3932,0.0699,1.86,-1.04,0.061,-1.543,0.063,17.241993,0.002849,1.253868,0.0105
3573,6.1767,61.3133,0.1131,0.0802,2.464,-2.455,0.07,-0.202,0.073,17.452559,0.002904,1.511917,0.0137
3574,6.171,61.3266,-0.1219,0.1361,2.729,-2.267,0.123,-1.52,0.127,18.070122,0.003238,1.544653,0.0188
3575,6.1593,61.325,0.3469,0.0263,2.444,-2.197,0.023,-1.07,0.025,15.366841,0.00277,0.886126,0.0052
3576,6.1766,61.3237,-0.4921,0.3314,4.734,-4.728,0.3,-0.239,0.292,18.288237,0.003197,1.555622,0.0265
3577,6.169,61.321,0.3027,0.0628,2.993,-2.834,0.055,-0.964,0.059,16.243465,0.003035,1.170978,0.0058
3578,6.1808,61.3196,0.6325,0.0119,3.521,2.816,0.01,-2.113,0.011,12.328117,0.00276,1.628003,0.0047
3579,6.1814,61.311,0.2699,0.0511,2.88,-2.754,0.046,-0.84,0.049,16.671074,0.002803,1.082718,0.0088
3580,6.1744,61.3157,0.3954,0.0844,3.173,-3.023,0.072,-0.964,0.078,17.542948,0.002904,1.401325,0.0139
3581,6.212,61.316,0.3815,0.0534,3.086,-2.867,0.046,-1.141,0.049,16.74083,0.002819,1.104109,0.0148
3582,6.221,61.3145,0.2964,0.124,2.852,-2.559,0.108,-1.258,0.115,18.26147,0.003047,1.437065,0.0185
3583,6.2183,61.3148,0.1828,0.1357,2.75,-2.685,0.119,0.595,0.134,18.426014,0.003072,1.727051,0.0364
3584,6.2047,61.3213,0.7562,0.132,2.218,1.626,0.112,1.509,0.125,18.284033,0.003064,1.600824,0.0275
3585,6.1984,61.3276,0.4447,0.0574,4.078,1.788,0.048,-3.665,0.057,16.816725,0.002821,1.222723,0.0094
3586,6.1945,61.3201,0.6509,0.0394,15.409,-15.328,0.034,-1.582,0.036,16.117075,0.002784,1.287256,0.0062
3587,6.2145,61.3171,0.2582,0.0487,3.07,-2.891,0.042,-1.031,0.045,16.55284,0.002807,1.016333,0.007
3588,6.2112,61.3154,0.2256,0.1006,1.893,-0.365,0.087,1.857,0.092,17.725492,0.00292,1.297161,0.0167
3589,6.2135,61.3137,0.2551,0.0355,2.7,-2.521,0.032,-0.966,0.034,15.917262,0.002782,0.888722,0.0056
3590,6.224,61.3096,0.6855,0.0436,7.898,-7.663,0.039,-1.913,0.041,16.37721,0.002796,1.282952,0.0066
3591,6.2205,61.3349,0.3944,0.1324,4.641,-4.592,0.114,0.675,0.125,18.37943,0.003066,1.355063,0.0215
3592,6.2051,61.3395,0.2295,0.0329,2.776,-2.679,0.029,-0.728,0.031,15.758967,0.002776,0.9823,0.0055
3593,6.1891,61.3256,0.2823,0.0376,3.033,-2.801,0.033,-1.163,0.035,16.065788,0.002787,0.883428,0.0065
3594,6.1832,61.3315,-0.0156,0.1599,2.862,-2.493,0.14,-1.406,0.144,18.30132,0.003136,1.492981,0.02
3595,6.1738,61.3306,0.4199,0.068,3.13,-3.012,0.059,0.853,0.063,17.207998,0.002831,1.27779,0.0114
3596,6.1718,61.3349,0.2951,0.1037,2.992,-2.736,0.091,-1.21,0.093,17.91919,0.002922,1.801928,0.0215
3597,6.1608,61.3309,-0.1503,0.0977,5.107,-2.235,0.091,-4.592,0.105,16.064278,0.003185,1.189825,0.0392
3598,6.1771,61.3313,0.1898,0.0453,2.063,-2.061,0.039,0.079,0.041,16.31605,0.002801,2.032836,0.0077
3599,6.1864,61.3293,0.2702,0.0181,2.106,-0.216,0.017,-2.095,0.017,14.342038,0.002766,1.884158,0.0049
3600,6.1904,61.3218,0.2728,0.0516,1.742,-1.737,0.044,-0.129,0.047,16.64527,0.002803,1.493044,0.0077
3601,6.1877,61.3361,0.2516,0.0973,2.973,-2.786,0.082,-1.038,0.094,17.823275,0.002929,1.403225,0.0168
3602,6.1775,61.3412,0.3301,0.1357,0.626,0.323,0.118,-0.536,0.125,18.445175,0.003081,1.739553,0.0226
3603,6.1675,61.3475,0.2638,0.0507,2.355,-2.323,0.045,0.387,0.047,16.718418,0.002803,1.072086,0.0072
3604,6.1826,61.3377,0.3042,0.0589,2.946,-2.749,0.05,-1.059,0.053,16.907854,0.002823,1.125036,0.0079
3605,6.1937,61.3392,0.3213,0.0759,0.906,0.898,0.063,-0.115,0.068,17.315174,0.002852,1.543901,0.0146
3606,6.1967,61.3383,0.2981,0.0304,2.994,-2.812,0.026,-1.026,0.029,15.573472,0.002776,0.805198,0.0053
3607,6.1963,61.3347,0.6769,0.035,3.386,2.884,0.031,1.774,0.034,15.905992,0.002781,1.330982,0.0068
3608,6.1959,61.3338,0.621,0.0475,3.359,2.944,0.041,1.617,0.043,16.30188,0.002801,1.283791,0.0072
3609,6.1265,61.3239,0.5062,0.0116,3.749,-3.354,0.011,-1.676,0.012,13.039672,0.002762,1.752438,0.0048
3610,6.1412,61.316,0.3495,0.0715,2.166,-1.588,0.065,-1.472,0.065,17.262514,0.002852,1.356743,0.0129
3611,6.1387,61.3237,0.4487,0.0983,5.239,-5.123,0.083,-1.099,0.09,17.856472,0.002943,1.351091,0.018
3612,6.1264,61.3251,0.3365,0.1128,3.787,-3.407,0.101,-1.653,0.115,18.095867,0.00309,1.595203,0.0363
3613,6.1549,61.3136,0.211,0.1007,3.046,-2.902,0.089,-0.926,0.095,17.803513,0.003002,1.482042,0.0149
3614,6.1502,61.323,0.2024,0.1258,3.007,-2.968,0.112,-0.484,0.124,18.22481,0.003033,1.642757,0.0294
3615,6.1371,61.3284,0.3239,0.0329,1.526,-0.741,0.029,1.335,0.031,15.867018,0.002779,1.835649,0.0062
3616,6.1399,61.3313,0.1429,0.1414,1.55,-1.421,0.124,-0.62,0.127,18.412436,0.003085,1.444714,0.0228
3617,6.1281,61.3311,0.3019,0.0779,2.018,-1.72,0.069,-1.057,0.072,17.371412,0.002977,1.454039,0.0102
3618,6.1589,61.3306,1.5354,0.015,1.536,-0.928,0.013,-1.224,0.014,11.428295,0.002767,0.947593,0.0047
3619,6.1519,61.3294,0.5438,0.0405,2.882,-2.871,0.036,0.257,0.039,16.157827,0.002792,1.197344,0.0079
3620,6.154,61.3266,1.6947,0.071,4.964,4.82,0.064,-1.189,0.068,13.388901,0.002824,1.048558,0.0048
3621,6.1454,61.3243,0.3157,0.0139,2.826,-2.274,0.012,-1.678,0.013,13.70503,0.002761,1.710354,0.0048
3622,6.1111,61.3231,0.0957,0.1319,2.03,-2.028,0.113,0.081,0.12,18.408733,0.003077,1.59589,0.0295
3623,6.0908,61.3306,0.3944,0.0931,2.88,-2.439,0.083,-1.532,0.088,17.775099,0.002952,1.49732,0.0172
3624,6.1178,61.3383,0.2636,0.0667,2.417,-2.003,0.061,-1.352,0.061,17.160126,0.002839,1.280399,0.0093
3625,6.1241,61.3417,3.371,0.0962,76.702,76.525,0.084,-5.214,0.088,17.805365,0.002981,2.715345,0.0376
3626,6.1014,61.3511,1.3434,0.0666,6.604,3.131,0.059,5.815,0.065,17.068924,0.002862,1.739307,0.0099
3627,6.1165,61.3368,0.3111,0.0389,1.79,-1.74,0.036,-0.42,0.037,16.014942,0.002783,1.249316,0.0064
3628,6.1369,61.3444,0.0669,0.1224,1.219,-1.179,0.111,-0.311,0.118,18.274422,0.003091,1.439983,0.0286
3629,6.1416,61.347,0.2375,0.0943,2.741,-2.67,0.081,-0.619,0.083,17.674171,0.00292,2.089806,0.0181
3630,6.128,61.3433,0.3354,0.1118,1.009,-0.674,0.098,-0.751,0.104,18.153975,0.003039,1.564529,0.0231
3631,6.1462,61.3457,0.4243,0.0507,3.039,-2.888,0.046,-0.945,0.047,16.712767,0.002931,1.191847,0.0098
3632,6.1588,61.3424,0.2422,0.0495,2.543,-2.428,0.043,-0.756,0.046,16.706583,0.002804,0.983627,0.0082
3633,6.1597,61.3375,0.046,0.1031,2.92,-2.732,0.091,-1.03,0.096,17.734156,0.002939,1.371015,0.0186
3634,6.1613,61.3512,0.403,0.1139,2.1,-1.954,0.098,0.769,0.105,18.15406,0.002977,1.763041,0.0225
3635,6.14,61.3523,0.6601,0.1808,2.946,-2.776,0.158,-0.985,0.172,18.483547,0.003224,1.539459,0.0272
3636,6.1428,61.3511,0.2612,0.0451,3.058,-2.869,0.04,-1.059,0.042,16.518549,0.002804,0.999997,0.0087
3637,6.1479,61.3515,0.2744,0.0684,1.109,1.103,0.061,0.112,0.062,17.197939,0.002838,1.334389,0.0109
3638,6.1198,61.3458,0.4068,0.0755,1.888,-1.709,0.067,-0.803,0.069,17.458824,0.002867,1.262369,0.014
3639,6.1018,61.3592,0.5165,0.107,3.054,-2.953,0.096,0.781,0.103,18.00616,0.002956,1.415411,0.0231
3640,6.1255,61.3441,3.2834,0.0202,76.563,76.395,0.019,-5.06,0.019,14.811216,0.002807,1.777335,0.0058
3641,6.1201,61.3673,0.1727,0.0777,2.105,-2.077,0.07,-0.338,0.073,17.43842,0.002862,1.47397,0.0121
3642,6.1156,61.3705,0.4915,0.1069,1.138,-0.832,0.101,-0.777,0.1,17.94114,0.002967,1.78311,0.0189
3643,6.1198,61.3691,0.2827,0.1157,2.625,-2.612,0.101,0.261,0.11,18.211842,0.003024,1.506374,0.025
3644,6.1037,61.3733,0.0235,0.1315,3.405,-1.967,0.114,-2.78,0.128,18.40361,0.003144,1.468628,0.0323
3645,6.1038,61.372,1.229,0.0144,6.413,6.362,0.013,-0.808,0.014,13.928476,0.002761,1.049397,0.0048
3646,6.1153,61.3604,0.3258,0.386,0.743,0.675,0.366,-0.31,0.354,15.770952,0.004094,1.845913,0.0057
3647,6.119,61.3597,1.0241,0.0456,14.788,10.013,0.041,10.882,0.042,16.463642,0.002799,1.381755,0.0071
3648,6.1242,61.3604,0.8281,0.0812,5.425,-1.973,0.073,-5.054,0.075,17.496733,0.002888,1.467657,0.0122
3649,6.3488,61.297,0.2367,0.134,3.056,-2.811,0.118,-1.201,0.14,18.441002,0.003156,1.387991,0.0287
3650,6.336,61.2986,0.2942,0.0272,3.023,-2.832,0.025,-1.057,0.026,15.45423,0.002771,0.77927,0.0051
3651,6.3603,61.2935,0.3774,0.0284,3.877,-3.647,0.027,-1.316,0.029,15.442027,0.002774,0.809422,0.0052
3652,6.3556,61.2921,0.2308,0.0454,2.119,-1.787,0.042,-1.14,0.043,16.423504,0.002802,1.914019,0.007
3653,6.3621,61.2883,0.2271,0.0498,3.035,-2.841,0.044,-1.068,0.051,16.6356,0.002804,1.011972,0.0068
3654,6.3389,61.3033,0.2823,0.0548,2.855,-2.653,0.05,-1.055,0.056,16.869179,0.002819,1.118332,0.0075
3655,6.3435,61.2998,0.4505,0.0487,3.028,-2.879,0.044,-0.938,0.05,16.648785,0.002809,1.180242,0.0066
3656,6.3439,61.3071,0.2245,0.1054,3.044,-2.895,0.095,-0.941,0.11,18.022598,0.00298,1.352217,0.0168
3657,6.3392,61.3175,0.2716,0.0827,1.299,-1.142,0.073,0.618,0.079,17.575489,0.002883,1.334047,0.0126
3658,6.3396,61.316,0.3029,0.0157,2.976,-2.767,0.014,-1.095,0.016,14.046719,0.002766,0.601589,0.0048
3659,6.3512,61.3119,0.2958,0.0199,2.969,-2.763,0.019,-1.087,0.021,14.600927,0.002767,0.675591,0.0048
3660,6.3563,61.3056,0.4035,0.0352,2.492,-2.103,0.031,1.337,0.036,15.950105,0.00278,1.079624,0.0055
3661,6.3682,61.3012,0.2284,0.0753,3.09,-3.036,0.069,-0.575,0.072,17.379784,0.002854,1.420057,0.0124
3662,6.3649,61.2996,0.6959,0.0445,2.276,-1.361,0.039,-1.824,0.044,16.283688,0.002809,1.261146,0.0063
3663,6.3046,61.3136,0.2282,0.1187,1.188,-1.083,0.106,0.487,0.117,18.253704,0.003006,1.504616,0.0251
3664,6.3293,61.3082,0.2042,0.0643,3.043,-2.752,0.058,-1.299,0.062,17.164452,0.00285,1.195137,0.008
3665,6.3119,61.3047,0.4288,0.0691,2.69,-2.61,0.062,0.648,0.067,17.296335,0.002841,1.331284,0.0117
3666,6.311,61.3107,1.4111,0.0555,4.555,2.201,0.05,3.988,0.058,16.239815,0.002811,1.42221,0.0283
3667,6.3097,61.311,1.3886,0.0133,4.462,1.965,0.013,4.006,0.013,13.592931,0.00276,1.053117,0.0049
3668,6.3215,61.3113,0.1541,0.0722,1.787,-1.616,0.066,-0.763,0.069,17.379627,0.002872,1.212797,0.0119
3669,6.3079,61.3093,0.2757,0.0771,2.904,-2.649,0.07,-1.188,0.074,17.486156,0.002894,1.361111,0.0165
3670,6.3131,61.3079,0.39,0.1254,0.881,-0.855,0.114,-0.212,0.122,18.318354,0.003057,1.62785,0.0268
3671,6.3098,61.3057,0.2143,0.0443,2.974,-2.791,0.04,-1.027,0.043,16.39194,0.002792,0.974116,0.0066
3672,6.3228,61.3047,0.3015,0.0232,2.963,-2.774,0.021,-1.044,0.023,15.134912,0.00277,0.751506,0.005
3673,6.3311,61.299,0.2845,0.0263,3.024,-2.814,0.024,-1.108,0.026,15.416888,0.002769,0.774254,0.0052
3674,6.3185,61.3125,nan,nan,nan,nan,nan,nan,nan,14.89167,0.012801,0.680283,0.005
3675,6.3178,61.3112,-0.6206,0.5051,7.146,-4.315,0.471,-5.696,0.459,18.075941,0.003961,1.448042,0.0161
3676,6.3075,61.3179,0.5653,0.1104,3.009,-2.813,0.098,-1.068,0.108,18.111275,0.003022,1.367151,0.0192
3677,6.303,61.3203,1.0093,0.1469,1.41,1.41,0.134,0.019,0.139,18.379856,0.0032,1.642624,0.0272
3678,6.3085,61.3291,0.1417,0.0947,0.66,-0.65,0.081,-0.115,0.089,17.799551,0.002929,1.488499,0.0214
3679,6.3283,61.3115,0.2666,0.0766,3.545,-3.322,0.073,-1.239,0.073,17.45164,0.00287,1.236446,0.0135
3680,6.3221,61.3224,0.1163,0.1638,3.715,-3.507,0.147,-1.224,0.155,17.915262,0.003454,nan,nan
3681,6.317,61.3263,0.2975,0.058,3.043,-2.84,0.051,-1.093,0.055,16.816824,0.002823,1.31653,0.0075
3682,6.3104,61.3251,0.3053,0.0308,2.953,-2.757,0.028,-1.059,0.029,15.49303,0.002773,0.848746,0.0057
3683,6.3083,61.3246,0.2768,0.0163,3.007,-2.821,0.015,-1.041,0.015,13.95427,0.00277,0.576424,0.0048
3684,6.3097,61.3239,0.2094,0.0336,1.595,-1.544,0.032,-0.399,0.032,15.793653,0.002798,1.93028,0.0107
3685,6.3064,61.3224,0.4045,0.0918,1.574,-1.441,0.09,0.633,0.087,17.712067,0.002911,1.309463,0.0163
3686,6.3109,61.3216,0.0765,0.119,3.039,-2.929,0.112,-0.81,0.122,14.590272,0.00293,0.75583,0.0049
3687,6.3213,61.3227,0.2932,0.0122,3.024,-2.78,0.011,-1.191,0.011,12.459664,0.002764,0.570692,0.0048
3688,6.3204,61.3209,0.3385,0.029,3.007,-2.81,0.028,-1.07,0.028,15.41445,0.002776,0.674805,0.0055
3689,6.3262,61.3206,0.2534,0.0614,1.239,-0.861,0.057,0.891,0.06,15.626866,0.002831,1.038926,0.0054
3690,6.3146,61.3171,0.2731,0.0226,3.301,-3.172,0.02,-0.914,0.022,14.711915,0.002767,0.702659,0.0049
3691,6.3258,61.3159,0.3277,0.0524,3.049,-2.895,0.049,-0.957,0.051,16.732964,0.002811,1.117523,0.0096
3692,6.3194,61.3146,-0.1907,0.1302,2.424,-2.23,0.121,-0.95,0.125,14.421346,0.003084,0.738446,0.0049
3693,6.3116,61.3205,0.2406,0.0386,2.984,-2.755,0.036,-1.147,0.041,16.13642,0.002784,0.834222,0.0061
3694,6.3307,61.3191,0.275,0.0166,2.932,-2.772,0.015,-0.957,0.016,13.782659,0.002763,0.650989,0.0048
3695,6.331,61.3119,-0.1092,0.5037,2.173,-0.345,0.461,-2.145,0.472,18.148182,0.005348,1.431467,0.0169
3696,6.3532,61.3171,0.6694,0.0919,3.293,1.513,0.081,-2.924,0.087,17.694876,0.002901,1.471304,0.0111
3697,6.358,61.315,0.0451,0.137,2.471,-2.278,0.12,-0.957,0.127,18.341703,0.003132,nan,nan
3698,6.3495,61.3245,0.2907,0.0824,3.19,-2.999,0.077,-1.085,0.079,17.577383,0.002897,1.249258,0.0103
3699,6.3643,61.3229,0.5664,0.0476,4.143,4.038,0.042,0.929,0.047,16.490053,0.00281,1.374021,0.0071
3700,6.362,61.318,0.5211,0.114,2.74,1.726,0.102,-2.128,0.102,17.96463,0.003031,1.491478,0.0156
3701,6.3586,61.3167,0.3024,0.0307,2.907,-2.684,0.027,-1.117,0.03,15.680697,0.002775,0.723684,0.0054
3702,6.3581,61.3155,0.2204,0.0681,2.69,-2.546,0.059,-0.869,0.063,17.178917,0.002849,1.281763,0.0214
3703,6.3591,61.331,0.2925,0.0111,2.956,-2.71,0.01,-1.18,0.011,12.210454,0.002762,0.544132,0.0047
3704,6.3738,61.3318,0.2126,0.1146,2.908,-2.758,0.102,-0.921,0.133,18.162611,0.002991,1.375565,0.0197
3705,6.3631,61.3282,0.4731,0.0879,3.094,-2.889,0.078,-1.107,0.083,17.579609,0.002914,1.258089,0.0175
3706,6.3451,61.3407,0.6683,0.1306,3.179,-3.025,0.117,-0.979,0.124,18.341274,0.003087,1.327841,0.0225
3707,6.3502,61.3347,0.4198,0.1326,5.817,-3.1,0.133,-4.923,0.126,18.30337,0.003132,1.385839,0.0348
3708,6.3471,61.3406,0.2209,0.0925,2.585,-2.438,0.084,-0.859,0.089,17.789717,0.002969,1.423872,0.0203
3709,6.346,61.3396,0.4795,0.0523,1.684,0.598,0.046,1.574,0.05,16.730326,0.002816,1.230986,0.0077
3710,6.3537,61.337,0.4886,0.0472,2.066,0.829,0.044,-1.892,0.049,16.089437,0.002809,1.457086,0.007
3711,6.3423,61.3351,1.5933,0.0159,18.921,4.208,0.015,18.448,0.016,14.00412,0.002771,1.147035,0.0164
3712,6.3413,61.3344,0.2517,0.0137,3.164,-2.883,0.012,-1.304,0.013,11.050451,0.002768,1.871062,0.0048
3713,6.3525,61.3354,0.2733,0.0127,4.068,-3.908,0.012,-1.131,0.013,13.453525,0.002761,1.555727,0.0048
3714,6.3643,61.3338,0.4696,0.054,2.577,-2.279,0.049,-1.202,0.053,16.63377,0.002821,1.122939,0.0108
3715,6.3516,61.3298,0.2925,0.0237,2.98,-2.795,0.021,-1.034,0.024,15.153669,0.002772,0.685904,0.005
3716,6.3593,61.3295,0.2251,0.0856,2.559,-2.018,0.077,-1.575,0.083,17.508902,0.002956,1.342552,0.0292
3717,6.3611,61.3284,0.3191,0.0421,3.077,-2.84,0.039,-1.184,0.043,16.305286,0.002797,0.881935,0.0074
3718,6.3618,61.3274,0.4215,0.0522,4.38,-4.083,0.048,-1.586,0.057,16.110252,0.002843,1.202719,0.0069
3719,6.3663,61.3253,0.2579,0.0211,3.123,-2.935,0.02,-1.068,0.021,14.824322,0.002794,0.673994,0.0053
3720,6.307,61.3407,0.1647,0.1028,1.382,-1.328,0.088,-0.381,0.096,17.9345,0.002981,1.399733,0.0144
3721,6.3265,61.3291,0.3998,0.1203,3.001,-2.192,0.113,-2.05,0.123,17.279404,0.003156,1.333639,0.0096
3722,6.3375,61.3309,0.3195,0.0566,3.133,-2.968,0.052,-1.004,0.059,16.847443,0.002912,1.10539,0.0095
3723,6.3207,61.33,0.3495,0.1648,3.072,-0.058,0.147,-3.071,0.164,18.167725,0.003523,1.726818,0.0194
3724,6.3063,61.3394,-0.014,0.1416,1.285,-0.707,0.12,-1.073,0.133,18.48729,0.003208,1.38452,0.0356
3725,6.3131,61.331,0.2795,0.013,2.996,-2.821,0.012,-1.007,0.013,13.544952,0.00277,0.540208,0.0048
3726,6.3202,61.3284,0.5515,0.1031,2.865,-2.642,0.09,-1.109,0.101,17.965979,0.002959,1.302504,0.0153
3727,6.319,61.3277,0.3568,0.0822,3.055,-2.891,0.072,-0.986,0.077,17.543358,0.002893,1.215872,0.0138
3728,6.3193,61.3266,0.3856,0.1051,3.732,-3.705,0.091,-0.443,0.101,17.981955,0.002991,1.479048,0.0191
3729,6.3271,61.3356,0.2369,0.0897,3.093,-2.827,0.078,-1.254,0.101,17.668514,0.002919,1.335688,0.0131
3730,6.3316,61.325,0.3092,0.0325,2.962,-2.772,0.029,-1.043,0.033,15.82288,0.002781,0.741608,0.0064
3731,6.3309,61.3242,0.1803,0.0479,1.535,-1.151,0.043,-1.015,0.046,16.155643,0.002802,0.886012,0.0099
3732,6.3336,61.3242,0.2676,0.0125,2.891,-2.725,0.012,-0.965,0.012,13.265532,0.002774,0.517326,0.0048
3733,6.3163,61.3369,0.3053,0.053,2.932,-2.715,0.047,-1.108,0.051,16.771414,0.002829,1.213078,0.0077
3734,6.3311,61.3391,1.6957,0.0333,27.204,25.895,0.03,8.338,0.035,15.702792,0.002786,1.562614,0.0061
