DR3Name,RA_ICRS,DE_ICRS,Plx,e_Plx,PM,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP
3735,6.3166,61.3453,0.3454,0.0757,8.132,-7.696,0.065,-2.627,0.073,17.337835,0.002872,1.343731,0.0097
3736,6.3216,61.348,0.3829,0.0893,2.703,-2.548,0.078,-0.904,0.088,17.614958,0.002913,1.25499,0.0183
3737,6.3117,61.3484,0.68,0.0608,4.267,-2.868,0.054,-3.159,0.057,16.98391,0.002851,1.30201,0.0089
3738,6.3396,61.333,1.7291,0.261,5.219,-5.205,0.282,0.379,0.323,18.356585,0.005206,1.413263,0.1049
3739,6.3333,61.3416,0.1813,0.0913,3.774,-3.575,0.087,-1.209,0.088,17.69576,0.002914,1.252954,0.0148
3740,6.3329,61.3392,0.3762,0.087,1.94,0.241,0.077,1.925,0.083,17.46581,0.002887,1.141401,0.0225
3741,6.341,61.3337,0.2419,0.0436,2.96,-2.789,0.043,-0.991,0.037,14.227369,0.002798,0.873831,0.0324
3742,6.3139,61.3497,1.1279,0.0178,7.653,7.408,0.016,-1.92,0.018,14.134339,0.002762,1.012585,0.0048
3743,6.3159,61.3426,0.3352,0.0612,3.002,-2.819,0.053,-1.031,0.059,16.977604,0.002836,1.125174,0.0083
3744,6.3218,61.3439,0.2882,0.0226,3.027,-2.828,0.02,-1.079,0.023,14.978394,0.002774,0.625514,0.005
3745,6.2801,61.3257,0.3853,0.11,0.936,-0.819,0.102,-0.454,0.113,18.090223,0.002962,1.292791,0.018
3746,6.2864,61.3147,0.4062,0.0953,2.102,-1.875,0.086,-0.95,0.091,17.88096,0.003059,1.337702,0.0142
3747,6.2875,61.321,1.1539,0.1273,7.284,-7.265,0.118,-0.52,0.122,18.321844,0.003053,2.101486,0.0293
3748,6.288,61.3197,0.453,0.1266,3.091,-2.919,0.113,-1.018,0.124,18.364754,0.003179,1.384596,0.0206
3749,6.2734,61.3263,0.1733,0.1277,3.11,-2.945,0.109,-1.001,0.136,17.77694,0.008621,nan,nan
3750,6.2725,61.3265,0.2956,0.0169,3.032,-2.834,0.016,-1.077,0.016,12.980167,0.00277,0.565742,0.0048
3751,6.2714,61.3237,0.316,0.0501,2.93,-2.712,0.046,-1.109,0.05,16.55948,0.002804,0.993642,0.0082
3752,6.2681,61.3195,0.2703,0.0147,3.023,-2.831,0.013,-1.061,0.015,13.770624,0.002768,0.603699,0.0048
3753,6.283,61.318,0.1304,0.057,1.842,-1.827,0.051,0.24,0.054,16.932981,0.002826,1.207329,0.0075
3754,6.2925,61.3159,0.2687,0.0518,2.938,-2.791,0.047,-0.918,0.053,16.69858,0.002802,1.250858,0.008
3755,6.2963,61.3162,0.2872,0.0361,2.985,-2.748,0.033,-1.165,0.036,16.037416,0.002784,1.151037,0.0068
3756,6.2921,61.3138,0.6208,0.0369,0.843,-0.638,0.034,-0.551,0.039,15.359841,0.0028,1.074308,0.005
3757,6.2975,61.31,0.3785,0.0738,5.02,-3.812,0.068,-3.266,0.071,17.29974,0.002851,1.246952,0.0131
3758,6.3006,61.3232,0.2499,0.025,2.94,-2.781,0.024,-0.955,0.025,15.002799,0.002802,0.772963,0.0149
3759,6.2829,61.3315,0.1844,0.1061,3.093,-2.742,0.091,-1.432,0.098,17.914806,0.002957,2.005136,0.0279
3760,6.3012,61.3229,0.9164,0.2429,3.33,-3.196,0.346,-0.935,0.174,18.218452,0.003476,nan,nan
3761,6.299,61.3225,0.2538,0.1221,3.326,-3.157,0.116,-1.046,0.119,18.178686,0.003104,1.225699,0.0331
3762,6.2752,61.3315,0.3165,0.0439,3.674,-3.673,0.039,0.03,0.042,16.379168,0.002795,1.149239,0.0061
3763,6.2996,61.3318,0.2672,0.0593,3.007,-2.81,0.052,-1.072,0.06,16.996246,0.002825,1.150736,0.0118
3764,6.3027,61.3293,0.7374,0.0272,12.278,-11.67,0.024,3.815,0.027,15.488014,0.00277,1.197845,0.0055
3765,6.2988,61.3215,0.2803,0.0195,3.006,-2.821,0.018,-1.038,0.02,14.701543,0.00277,0.585671,0.0049
3766,6.2742,61.3398,0.2655,0.0432,3.019,-2.82,0.038,-1.078,0.043,16.419992,0.002793,0.912708,0.0069
3767,6.2625,61.3307,0.2558,0.1175,2.141,-2.134,0.098,-0.164,0.109,18.08936,0.002995,1.413006,0.0179
3768,6.2522,61.3308,0.2671,0.0968,6.101,-2.358,0.079,-5.627,0.093,17.701887,0.002924,1.32235,0.0146
3769,6.235,61.3415,0.1915,0.119,1.888,-1.612,0.11,-0.982,0.115,18.144781,0.003037,1.50149,0.0271
3770,6.2545,61.3306,0.4008,0.1408,2.38,-2.228,0.113,-0.838,0.137,18.360449,0.003063,1.344456,0.0202
3771,6.236,61.3424,0.2767,0.0321,2.99,-2.78,0.03,-1.102,0.03,15.702024,0.002785,0.756443,0.0054
3772,6.2389,61.3367,1.6379,0.0264,29.451,29.363,0.023,-2.278,0.025,15.284834,0.002768,1.297984,0.0052
3773,6.2361,61.3354,0.2291,0.081,3.134,-2.93,0.069,-1.111,0.073,17.484293,0.002872,1.228508,0.0104
3774,6.2412,61.3283,0.4056,0.048,2.924,-2.304,0.042,-1.801,0.042,16.116524,0.002794,1.12044,0.0056
3775,6.2572,61.3232,0.2018,0.0687,2.87,-2.685,0.061,-1.015,0.066,17.203535,0.002835,1.209053,0.0111
3776,6.2608,61.3384,0.4212,0.0962,0.335,0.177,0.081,-0.284,0.091,17.75886,0.00291,1.346621,0.013
3777,6.2429,61.3411,0.2018,0.0527,2.733,-2.658,0.047,-0.637,0.049,16.728882,0.002814,1.015778,0.0071
3778,6.263,61.3422,0.3306,0.1022,1.094,-0.946,0.086,-0.548,0.096,17.94411,0.002963,1.387505,0.0141
3779,6.2603,61.3419,0.3463,0.1202,3.091,-2.903,0.103,-1.063,0.119,18.222181,0.003034,1.385639,0.0208
3780,6.2553,61.3467,0.4026,0.079,1.423,-1.109,0.07,-0.892,0.078,17.359705,0.002884,1.478655,0.0114
3781,6.2446,61.3517,0.2615,0.1054,2.815,-2.605,0.087,-1.068,0.101,17.97768,0.00295,1.356283,0.0141
3782,6.2403,61.3497,0.3463,0.0223,2.882,-2.723,0.019,-0.945,0.022,14.776823,0.002773,0.662437,0.005
3783,6.2453,61.3487,0.3154,0.0337,0.907,-0.85,0.03,-0.315,0.033,15.673692,0.002778,1.076058,0.0053
3784,6.2526,61.3438,0.1647,0.0861,1.984,-1.912,0.075,-0.532,0.083,17.629251,0.002905,1.494528,0.0125
3785,6.2663,61.3444,0.3118,0.0761,2.049,-2.048,0.065,-0.07,0.07,17.384193,0.002864,1.473099,0.0115
3786,6.2688,61.3429,0.4166,0.144,3.031,-2.857,0.117,-1.012,0.127,18.264908,0.003121,1.556869,0.0228
3787,6.2486,61.3393,0.2618,0.1088,2.98,-2.789,0.1,-1.049,0.111,18.006348,0.002986,1.317697,0.0184
3788,6.2681,61.3418,0.3057,0.0265,2.938,-2.772,0.024,-0.972,0.026,15.398559,0.002772,0.73171,0.0053
3789,6.2643,61.3388,0.3483,0.0824,2.918,-2.748,0.069,-0.979,0.075,17.509024,0.00288,1.238987,0.0114
3790,6.2604,61.3342,0.3003,0.0314,2.928,-2.703,0.027,-1.125,0.029,15.486304,0.002776,0.688486,0.0052
3791,6.2731,61.3434,0.3544,0.0594,3.12,-2.908,0.052,-1.129,0.056,16.987328,0.002839,1.166569,0.0081
3792,6.2732,61.3509,0.6648,0.0771,3.025,1.7,0.066,-2.501,0.072,17.440086,0.002864,1.579176,0.013
3793,6.2731,61.3532,0.2412,0.0609,0.832,0.164,0.051,0.815,0.057,17.00586,0.002833,1.317436,0.0078
3794,6.2938,61.342,0.3463,0.0617,2.591,-2.436,0.053,-0.881,0.057,17.009329,0.002829,1.262795,0.0107
3795,6.2833,61.3406,0.218,0.085,1.925,-1.906,0.072,0.264,0.076,17.527445,0.002936,1.844467,0.0226
3796,6.284,61.347,0.2422,0.0406,0.849,-0.565,0.036,-0.633,0.04,16.28003,0.00279,1.386874,0.0071
3797,6.2897,61.3457,0.2761,0.1049,2.057,-1.835,0.089,-0.929,0.094,17.827728,0.002927,1.686977,0.0164
3798,6.2776,61.342,0.2645,0.1146,3.084,-2.898,0.1,-1.053,0.111,18.198826,0.003076,1.346415,0.0173
3799,6.2828,61.3413,0.3457,0.0336,4.445,-4.345,0.029,-0.94,0.032,15.902634,0.00278,1.202867,0.0063
3800,6.295,61.3429,0.6585,0.0318,9.695,-9.676,0.028,-0.593,0.03,15.735724,0.002773,1.14829,0.0054
3801,6.2891,61.3401,0.2128,0.0889,1.62,-1.311,0.075,-0.952,0.08,17.643354,0.00292,1.303846,0.0155
3802,6.2983,61.3404,0.3045,0.0137,2.821,-2.637,0.012,-1.004,0.014,13.595901,0.002766,0.57315,0.0048
3803,6.291,61.3391,0.3109,0.1019,0.306,-0.304,0.087,0.041,0.092,17.786373,0.002921,1.474844,0.0142
3804,6.2965,61.3384,0.2276,0.0376,3.114,-2.906,0.032,-1.118,0.037,16.004362,0.002818,0.824876,0.0064
3805,6.2807,61.3401,0.2572,0.0295,3.064,-2.851,0.026,-1.121,0.03,15.629379,0.002772,0.915229,0.0051
3806,6.2787,61.3549,1.1235,0.1311,4.552,-4.469,0.106,-0.866,0.117,18.0184,0.00316,2.169216,0.0193
3807,6.293,61.3568,0.0355,0.0757,2.109,-2.105,0.065,-0.127,0.071,17.32485,0.002872,1.330042,0.0121
3808,6.3026,61.3483,0.2567,0.0323,2.703,-2.505,0.029,-1.014,0.033,14.474308,0.002775,0.707303,0.0113
3809,6.2878,61.3621,0.1436,0.0679,3.187,-2.955,0.058,-1.193,0.064,16.46032,0.002884,1.007995,0.0077
3810,6.2833,61.3613,3.08,0.0122,18.893,18.456,0.011,-4.037,0.012,12.759842,0.002786,0.982542,0.0051
3811,6.2951,61.3596,0.3385,0.0528,2.893,-2.694,0.045,-1.054,0.049,16.748306,0.002813,1.057117,0.008
3812,6.2955,61.3584,0.2529,0.0535,2.219,-1.929,0.046,-1.096,0.05,16.599731,0.002808,1.285028,0.0071
3813,6.3067,61.3497,0.2884,0.019,3.013,-2.885,0.017,-0.868,0.019,14.582284,0.002768,0.644662,0.0049
3814,6.3022,61.3487,0.0906,0.0672,3.1,-2.854,0.063,-1.21,0.063,16.376274,0.003024,nan,nan
3815,6.3008,61.3464,0.3406,0.0714,2.997,-2.798,0.061,-1.075,0.069,17.15699,0.002852,1.160347,0.0116
3816,6.3046,61.3559,0.1924,0.046,3.136,-2.951,0.039,-1.062,0.046,16.48248,0.002807,0.94388,0.0065
3817,6.2652,61.347,0.4286,0.1059,3.03,-2.81,0.092,-1.133,0.097,17.964203,0.002962,1.305693,0.0175
3818,6.2612,61.3544,0.3648,0.0794,3.058,-2.875,0.065,-1.042,0.077,17.472458,0.002882,1.242075,0.0113
3819,6.2434,61.3537,0.427,0.0717,2.512,2.507,0.061,0.171,0.068,17.278545,0.002839,1.480749,0.0095
3820,6.2418,61.3584,0.376,0.1178,3.156,-2.961,0.1,-1.092,0.117,18.196503,0.003042,1.487026,0.0222
3821,6.2473,61.3625,0.1936,0.0391,2.685,-2.604,0.033,-0.657,0.037,16.180819,0.00279,1.014135,0.0058
3822,6.2557,61.3584,0.307,0.0316,2.963,-2.767,0.027,-1.058,0.032,15.765627,0.002778,0.74045,0.0058
3823,6.2568,61.3564,0.2849,0.0156,3.012,-2.802,0.013,-1.106,0.015,14.028998,0.00287,0.579669,0.0058
3824,6.2677,61.3556,0.2821,0.0196,2.931,-2.731,0.017,-1.065,0.019,14.714373,0.002772,0.680774,0.0049
3825,6.2642,61.3514,0.2099,0.073,3.096,-2.897,0.062,-1.091,0.068,17.336473,0.002874,1.230236,0.0105
3826,6.2709,61.3461,0.4585,0.0229,2.391,0.208,0.021,-2.382,0.022,14.987021,0.002771,0.823417,0.0051
3827,6.2501,61.3732,0.4893,0.0184,2.483,-2.354,0.016,-0.789,0.018,14.57655,0.002767,0.714661,0.0049
3828,6.2543,61.3661,0.2435,0.0734,1.112,-1.005,0.06,-0.476,0.066,17.227623,0.002847,1.191706,0.0117
3829,6.2585,61.3662,0.2831,0.0601,2.51,-2.46,0.05,-0.5,0.055,17.005733,0.002829,1.106852,0.0078
3830,6.2589,61.3616,0.2614,0.0401,0.891,-0.235,0.034,0.859,0.039,16.159597,0.002788,1.289336,0.0068
3831,6.2442,61.3675,0.2873,0.0207,3.044,-2.842,0.018,-1.091,0.021,14.850295,0.002772,0.627043,0.005
3832,6.3735,61.3349,0.2816,0.0873,2.799,-1.843,0.079,-2.107,0.087,17.617775,0.002921,1.278946,0.0138
3833,6.3593,61.3379,0.1242,0.1178,1.762,-1.583,0.107,-0.774,0.125,18.123985,0.00299,1.261251,0.0176
3834,6.3512,61.3461,0.5329,0.0917,2.878,-2.718,0.084,-0.946,0.09,17.61581,0.002899,1.258007,0.0114
3835,6.3618,61.3373,0.1959,0.0988,2.392,-2.177,0.088,-0.992,0.101,17.832205,0.002952,1.33572,0.0145
3836,6.346,61.345,0.3,0.0209,3.018,-2.783,0.02,-1.168,0.021,14.867158,0.002774,0.654835,0.0055
3837,6.3549,61.3426,0.2638,0.1055,5.225,-5.216,0.091,0.308,0.104,17.862822,0.002937,1.373192,0.0168
3838,6.3654,61.3416,0.2669,0.0387,2.966,-2.74,0.034,-1.136,0.039,16.147327,0.002788,0.849064,0.0058
3839,6.3749,61.3424,2.4494,0.0611,22.939,-6.74,0.054,-21.926,0.061,16.97099,0.002842,2.310447,0.0119
3840,6.3638,61.338,0.3155,0.0651,3.024,-2.797,0.056,-1.15,0.066,16.959538,0.00284,1.093725,0.0084
3841,6.3761,61.3389,0.2884,0.0315,2.997,-2.801,0.029,-1.066,0.034,15.774804,0.002783,0.733585,0.0054
3842,6.3794,61.3502,0.3737,0.0566,1.686,-1.543,0.049,0.679,0.057,16.932972,0.002817,1.213669,0.0077
3843,6.3608,61.3551,0.0799,0.1022,2.512,-2.23,0.083,-1.155,0.097,17.867607,0.003008,1.468128,0.0289
3844,6.3594,61.3595,0.2447,0.1002,1.989,-1.901,0.081,-0.582,0.092,17.793528,0.00294,1.456865,0.0158
3845,6.3576,61.361,0.3304,0.1206,2.124,-1.355,0.096,-1.636,0.11,18.049421,0.003036,1.528837,0.0177
3846,6.3468,61.3617,0.2584,0.1253,3.122,-2.953,0.103,-1.013,0.119,18.145506,0.003035,1.371326,0.0158
3847,6.3532,61.3634,1.2683,0.0685,23.004,-6.746,0.061,-21.993,0.065,17.143917,0.002841,1.767343,0.0107
3848,6.346,61.3553,0.3074,0.0429,3.246,-3.048,0.036,-1.117,0.042,16.300707,0.002797,0.949038,0.0059
3849,6.3713,61.3579,0.3383,0.0156,3.047,-2.846,0.014,-1.088,0.015,12.982747,0.002769,0.606,0.0048
3850,6.3527,61.3537,0.1636,0.0316,2.524,-2.485,0.027,-0.444,0.031,15.688144,0.002779,1.094414,0.0052
3851,6.3766,61.3509,0.2844,0.0725,3.139,-3.013,0.065,-0.881,0.072,17.342588,0.002858,1.216522,0.0096
3852,6.371,61.3495,0.2523,0.035,2.964,-2.636,0.031,-1.355,0.036,15.977734,0.002786,0.88191,0.006
3853,6.3322,61.3592,0.6162,0.0225,2.14,-1.244,0.02,-1.741,0.024,13.61325,0.002776,1.046843,0.0048
3854,6.3355,61.3502,0.2589,0.0925,2.937,-2.729,0.079,-1.085,0.088,17.715693,0.0029,1.25753,0.0119
3855,6.3329,61.3531,0.273,0.0498,0.721,-0.576,0.042,-0.434,0.046,16.612743,0.002813,1.052129,0.0082
3856,6.3378,61.3485,0.0937,0.0729,1.533,-1.49,0.062,-0.361,0.068,17.277702,0.002864,2.03923,0.0119
3857,6.3118,61.3574,0.2939,0.0461,3.001,-2.812,0.039,-1.048,0.045,16.464417,0.002801,0.945295,0.0066
3858,6.318,61.368,0.4955,0.0994,5.797,-4.963,0.082,-2.995,0.092,17.868612,0.002966,1.426449,0.0163
3859,6.3458,61.3633,0.1215,0.1187,1.281,-0.872,0.098,-0.939,0.115,18.160795,0.003052,1.350084,0.0187
3860,6.3215,61.3732,0.0525,0.0783,1.158,-0.583,0.067,-1.001,0.075,17.498077,0.003153,1.493698,0.015
3861,6.3169,61.3711,0.2303,0.0352,2.988,-2.824,0.03,-0.977,0.034,16.00126,0.002781,0.893855,0.0061
3862,6.3799,61.3557,0.429,0.121,3.06,-2.873,0.101,-1.053,0.119,18.231266,0.003123,1.384275,0.0267
3863,6.3671,61.3616,0.2651,0.083,1.407,-1.172,0.069,-0.778,0.078,17.490082,0.002902,1.627474,0.0112
3864,6.3637,61.3715,0.2909,0.0805,2.75,-2.638,0.07,-0.779,0.084,17.47837,0.002888,1.597309,0.0124
3865,6.3652,61.372,1.7429,0.1334,4.705,3.049,0.116,3.584,0.137,18.409206,0.003123,2.474844,0.0641
3866,6.3605,61.3702,0.3873,0.032,7.343,-6.827,0.027,-2.704,0.032,15.766716,0.002775,1.085625,0.0057
3867,6.3595,61.3653,0.1561,0.0772,2.141,-1.433,0.066,-1.59,0.075,17.427864,0.00286,1.328962,0.0106
3868,6.3729,61.3587,0.2453,0.0777,0.585,-0.533,0.064,-0.241,0.074,17.343365,0.002973,1.261496,0.0245
3869,6.3748,61.3713,0.4085,0.0846,3.22,-2.844,0.072,-1.511,0.082,17.614859,0.002922,1.252598,0.0128
3870,6.3534,61.379,0.2812,0.0176,5.055,-4.943,0.016,-1.058,0.019,13.861826,0.002765,1.65126,0.005
3871,6.3846,61.3729,0.4956,0.0745,1.344,-0.884,0.065,-1.011,0.077,17.377554,0.002868,1.227314,0.0122
3872,6.3338,61.3826,0.1693,0.0329,0.367,-0.346,0.029,0.122,0.034,15.859949,0.002784,2.032599,0.0058
3873,6.3265,61.3831,0.1495,0.0991,3.565,-0.596,0.082,-3.515,0.098,17.870438,0.002946,1.616175,0.0162
3874,6.318,61.3815,0.3985,0.0825,2.563,2.433,0.071,-0.806,0.081,17.503048,0.002873,1.2309,0.0104
3875,6.3468,61.3789,0.3472,0.0411,1.813,-1.722,0.035,0.567,0.042,16.336742,0.002794,1.15893,0.008
3876,6.3386,61.3749,0.2516,0.0379,2.91,-2.708,0.032,-1.066,0.038,16.145674,0.002793,0.865068,0.0058
3877,6.3356,61.3723,0.2371,0.0314,2.953,-2.771,0.027,-1.022,0.031,15.64488,0.002782,0.690427,0.0056
3878,6.3211,61.3972,nan,nan,nan,nan,nan,nan,nan,18.393751,0.013463,1.588814,0.0161
3879,6.3449,61.3913,0.7017,0.1088,5.96,-5.606,0.094,-2.024,0.106,18.012661,0.002992,1.543537,0.0195
3880,6.3511,61.3853,0.372,0.1171,3.098,-2.959,0.105,-0.919,0.114,18.007603,0.003007,1.350416,0.0226
3881,6.3266,61.3991,0.4394,0.0174,2.186,-2.092,0.015,-0.635,0.018,14.310212,0.002772,0.717224,0.005
3882,6.3417,61.3927,0.0819,0.0552,2.319,-2.315,0.048,-0.142,0.055,16.774975,0.002834,2.122011,0.0128
3883,6.3204,61.3894,0.5198,0.1372,2.044,-0.825,0.12,-1.87,0.136,18.369326,0.003145,1.398956,0.0217
3884,6.3499,61.381,0.5451,0.0142,0.99,0.023,0.012,-0.99,0.015,11.25926,0.002767,1.568996,0.0056
3885,6.351,61.381,0.3874,0.0616,0.726,-0.608,0.053,-0.398,0.073,14.57508,0.002872,nan,nan
3886,6.3062,61.3634,0.1684,0.1,3.018,-2.814,0.084,-1.09,0.103,17.8594,0.002964,1.295103,0.0158
3887,6.2973,61.3598,0.5708,0.1294,1.211,-1.093,0.113,0.522,0.123,18.27844,0.003052,1.656885,0.0276
3888,6.2905,61.3706,0.265,0.0305,3.993,-3.969,0.027,0.435,0.029,15.626637,0.002774,1.232661,0.0055
3889,6.2884,61.3673,1.2634,0.0155,1.969,1.845,0.013,0.685,0.015,14.009217,0.002775,0.976283,0.005
3890,6.3052,61.3594,0.2789,0.0662,2.909,-2.685,0.057,-1.12,0.065,17.1535,0.002847,1.146769,0.0112
3891,6.3111,61.3714,0.347,0.0889,1.68,-1.204,0.073,-1.171,0.091,17.624075,0.002906,1.261705,0.0162
3892,6.309,61.3757,0.2963,0.0856,1.076,-1.065,0.069,0.157,0.086,17.547997,0.002887,1.288423,0.0107
3893,6.2924,61.3782,0.2979,0.1264,3.365,-3.364,0.105,-0.06,0.118,18.189419,0.003078,1.523762,0.0245
3894,6.2915,61.3813,0.5949,0.1144,0.795,-0.66,0.095,-0.443,0.108,18.15691,0.003058,1.546236,0.0219
3895,6.3126,61.3753,0.1739,0.0898,3.788,-3.429,0.074,-1.609,0.091,15.71784,0.003023,0.974012,0.0054
3896,6.2993,61.3767,0.3963,0.058,1.725,-1.159,0.048,1.279,0.059,16.739958,0.002855,1.199873,0.0078
3897,6.2467,61.3773,0.2379,0.0905,2.947,-2.781,0.077,-0.975,0.083,17.675005,0.002928,1.270096,0.0135
3898,6.2508,61.383,0.2924,0.0757,5.722,-5.722,0.064,-0.047,0.07,17.356262,0.002855,1.224361,0.0097
3899,6.2534,61.3772,0.3781,0.0304,3.555,-3.321,0.026,-1.269,0.029,15.654469,0.002774,0.776303,0.0052
3900,6.2502,61.3761,0.1161,0.0429,2.417,-2.395,0.036,-0.326,0.04,16.315653,0.002797,2.060777,0.0071
3901,6.2537,61.3759,0.2545,0.0514,4.176,-4.137,0.043,0.567,0.048,16.674469,0.002802,1.145701,0.0087
3902,6.2593,61.3873,0.3648,0.097,6.248,6.068,0.081,-1.488,0.091,17.865286,0.00294,1.334368,0.0154
3903,6.272,61.3905,0.2888,0.0627,2.691,-2.275,0.055,-1.438,0.063,17.143684,0.002839,1.219614,0.0106
3904,6.2482,61.3996,0.0202,0.1078,2.478,-2.375,0.092,-0.707,0.102,18.077795,0.003005,1.604509,0.0193
3905,6.251,61.3994,0.1658,0.0867,1.508,-1.508,0.076,-0.045,0.082,17.669094,0.002931,1.308012,0.015
3906,6.2741,61.392,0.2585,0.0488,2.219,-0.863,0.044,-2.044,0.048,16.49952,0.002817,1.327559,0.0068
3907,6.2794,61.39,0.247,0.0518,3.043,-2.847,0.046,-1.075,0.05,16.815287,0.002816,1.079279,0.007
3908,6.2974,61.3915,0.3364,0.1074,3.252,-3.05,0.088,-1.13,0.112,17.976957,0.003322,1.345125,0.0171
3909,6.3011,61.3934,0.2064,0.0939,3.407,-1.154,0.08,-3.206,0.09,17.825518,0.002931,1.333155,0.0198
3910,6.2853,61.3902,0.2103,0.0273,1.092,0.355,0.024,-1.032,0.027,15.458032,0.002776,2.059065,0.0055
3911,6.3158,61.3933,0.0884,0.1073,2.478,-2.37,0.091,-0.724,0.11,17.913103,0.002965,1.331339,0.0191
3912,6.3122,61.3933,0.0458,0.113,1.257,-0.335,0.095,1.211,0.106,18.038414,0.002951,1.445274,0.0207
3913,6.3061,61.3972,-0.2665,0.2424,2.225,-2.1,0.214,-0.734,0.23,18.12081,0.006384,1.521433,0.0259
3914,6.2996,61.3984,0.1157,0.0874,1.291,-1.195,0.076,-0.491,0.083,17.669891,0.00291,1.358211,0.0186
3915,6.3191,61.401,0.1921,0.0749,1.204,-1,0.064,-0.67,0.076,17.159822,0.00292,1.56777,0.0151
3916,6.2947,61.4059,0.4374,0.0465,3.949,-3.646,0.041,-1.517,0.045,16.508257,0.002814,1.095694,0.0071
3917,6.2964,61.4016,0.4225,0.0586,2.606,-0.62,0.05,-2.531,0.057,16.985653,0.002835,1.240412,0.0091
3918,6.3119,61.4006,0.1961,0.0248,1.933,-1.905,0.022,-0.327,0.025,15.264954,0.002772,1.06271,0.0052
3919,6.3063,61.3997,0.1437,0.044,1.942,-1.933,0.038,-0.182,0.044,16.469505,0.002803,1.176327,0.007
3920,6.3002,61.397,0.4665,0.026,2.955,-2.396,0.023,-1.73,0.026,15.381249,0.002778,0.892645,0.0052
3921,6.3181,61.3957,0.1388,0.1121,1.942,-1.717,0.091,-0.907,0.113,18.027838,0.003037,1.48259,0.0169
3922,6.2877,61.4046,0.4409,0.0297,3.975,3.592,0.026,-1.701,0.032,15.594329,0.002773,1.139854,0.0054
3923,6.2507,61.4012,0.7642,0.1238,0.611,0.443,0.108,-0.421,0.119,18.185621,0.003053,1.476288,0.0215
3924,6.2507,61.403,0.5856,0.041,3.157,-0.388,0.036,3.133,0.039,16.316605,0.002792,1.178179,0.0061
3925,6.2659,61.4039,0.3425,0.0271,1.759,-1.494,0.024,-0.929,0.027,15.507437,0.002772,0.777556,0.0053
3926,6.2629,61.3999,0.1894,0.0146,2.671,-2.418,0.014,-1.136,0.015,13.970756,0.002766,1.966819,0.0048
3927,6.2794,61.3938,0.3336,0.0291,3.079,-2.887,0.026,-1.068,0.029,15.704663,0.002777,0.710021,0.0054
3928,6.2623,61.4112,0.2874,0.1199,2.577,-1.657,0.107,-1.973,0.116,18.243435,0.003,1.336596,0.0181
3929,6.2552,61.4157,0.3724,0.1252,3.062,-2.847,0.118,-1.127,0.119,18.356327,0.003092,1.399404,0.0222
3930,6.258,61.4202,0.4452,0.1098,1.051,-0.831,0.096,-0.644,0.105,18.143904,0.002963,1.960413,0.033
3931,6.2518,61.4217,1.1716,0.0307,4.613,-4.61,0.027,0.164,0.03,15.842853,0.002777,1.490539,0.0057
3932,6.2564,61.4207,0.4217,0.0562,4.804,-4.556,0.049,-1.524,0.053,16.910686,0.002816,1.263226,0.0072
3933,6.2505,61.4179,0.0471,0.0849,1.106,-0.699,0.072,0.857,0.078,17.644712,0.002902,1.533094,0.0152
3934,6.2528,61.4176,0.2107,0.0346,2.974,-2.763,0.031,-1.098,0.033,16.043705,0.002784,0.786469,0.0058
3935,6.263,61.4184,0.364,0.0992,4.507,-4.488,0.085,0.421,0.094,17.942741,0.002969,1.338594,0.0173
3936,6.2724,61.4157,0.3915,0.0192,4.35,-4.308,0.018,-0.604,0.019,14.736177,0.002765,0.977709,0.005
3937,6.271,61.41,0.3895,0.0787,6.867,2.196,0.07,-6.506,0.075,17.549192,0.002875,1.293785,0.0149
3938,6.281,61.4152,0.1454,0.0174,1.531,-1.45,0.016,-0.492,0.021,14.303839,0.002768,1.941936,0.005
3939,6.2326,61.3356,-0.0383,0.1331,1.501,-1.066,0.11,-1.058,0.125,18.284672,0.003098,1.953657,0.0218
3940,6.2317,61.34,0.1485,0.0926,2.968,-2.73,0.089,-1.165,0.09,17.686962,0.002981,1.443461,0.0149
3941,6.2058,61.3446,0.1421,0.0912,0.32,0.214,0.076,0.238,0.084,17.70399,0.002919,1.663113,0.0174
3942,6.22,61.3371,0.2829,0.1246,2.941,-2.794,0.109,-0.918,0.111,18.161596,0.003003,1.310015,0.0221
3943,6.1994,61.3488,0.4995,0.0842,1.643,-1.362,0.074,0.92,0.079,17.54308,0.002883,1.247875,0.0133
3944,6.2077,61.3469,0.416,0.0361,1.052,-0.768,0.032,-0.719,0.034,15.935737,0.002779,1.713985,0.006
3945,6.2243,61.346,0.3328,0.0404,3.008,-2.823,0.036,-1.04,0.039,16.2135,0.002792,0.969225,0.006
3946,6.2278,61.3429,0.2459,0.0382,2.956,-2.772,0.034,-1.027,0.036,16.099888,0.002784,0.868476,0.0058
3947,6.2187,61.3375,0.3041,0.1283,1.352,-1.34,0.111,0.175,0.12,18.271358,0.003262,1.588055,0.0387
3948,6.2227,61.3376,0.3622,0.1402,3.205,-3.069,0.122,-0.924,0.129,18.427141,0.003143,1.440559,0.0255
3949,6.2303,61.3362,0.069,0.091,1.428,-1.028,0.076,-0.99,0.081,17.582474,0.00291,1.64497,0.0142
3950,6.2253,61.3511,0.3594,0.1019,2.821,-2.493,0.085,-1.32,0.092,17.829918,0.002946,1.366569,0.0148
3951,6.2274,61.3553,0.4175,0.0941,3.007,-2.784,0.079,-1.137,0.089,17.76112,0.002929,1.30036,0.0144
