Source,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,RV,e_RV,Gmag,BP-RP,e_Gmag,e_BP-RP
1668,119.2122,-59.1257,2.2993,0.0516,-4.1623,0.073,9.7607,0.0588,23.1766,0.2536,5.3135,2.5277,0.0086,0.0392
1669,119.8052,-59.8952,2.4081,0.094,-4.8631,0.1125,10.4148,0.0947,,,17.739,2.6382,0.003,0.0287
1670,119.5585,-60.8711,2.5118,0.1562,-4.8104,0.1837,11.0429,0.1722,,,18.3167,2.4266,0.0036,0.0732
1671,118.5476,-60.4101,2.4656,0.0116,-3.3649,0.014,11.4757,0.0143,21.3848,1.6343,11.6001,0.6753,0.0028,0.0047
1676,121.0066,-61.281,2.4562,0.1288,-4.6822,0.1836,11.4589,0.1674,,,18.4464,2.8168,0.0033,0.0594
1679,119.6376,-60.858,2.4103,0.0875,-4.0583,0.1125,11.1269,0.096,,,17.5994,2.6359,0.003,0.0348
1680,120.9484,-61.3076,2.2397,0.0909,-5.5474,0.1223,11.261,0.1254,,,17.9043,2.5853,0.003,0.0386
1681,120.8562,-61.3527,2.5616,0.1131,-5.315,0.1377,11.6648,0.1471,,,18.242,2.7107,0.0032,0.0506
1682,118.3564,-60.432,2.4853,0.0136,-4.6852,0.0165,11.1888,0.0187,21.0491,1.8453,10.4526,0.3114,0.0028,0.0047
1683,121.225,-61.3416,2.4248,0.0207,-5.1235,0.0281,11.2915,0.0252,,,15.1349,1.48,0.003,0.0088
1685,118.6134,-60.9625,2.4099,0.0118,-4.2474,0.0169,11.6868,0.0155,21.7278,2.5403,13.9058,1.2207,0.0028,0.0052
1686,119.6003,-60.8752,2.4688,0.0164,-4.6508,0.0217,11.3373,0.0187,14.0378,1.6789,9.4147,0.1451,0.0028,0.0047
1687,119.5875,-60.0108,2.4092,0.0289,-4.6891,0.0352,10.5675,0.0326,,,15.8504,1.7368,0.0029,0.0076
1688,119.433,-62.5792,2.4647,0.0432,-4.9651,0.0627,11.5741,0.0506,,,16.8164,2.1436,0.003,0.0118
1689,119.5123,-60.0528,2.3837,0.0274,-5.2959,0.0342,11.1015,0.0322,,,15.6955,1.727,0.0028,0.006
1691,118.3249,-60.3956,2.4219,0.0139,-3.0371,0.015,11.4346,0.0178,23.9589,1.4117,11.4117,0.6586,0.0028,0.0047
1692,119.6349,-60.034,2.4989,0.1692,-5.0073,0.1988,11.2046,0.1846,,,18.8896,2.8325,0.0035,0.0943
1693,120.9831,-61.4182,2.3586,0.0955,-4.9631,0.1288,10.7295,0.1335,,,17.964,2.7416,0.0031,0.0429
1694,120.8949,-61.4185,2.4089,0.0133,-4.4304,0.0189,10.8114,0.0169,26.7994,5.309,12.1193,0.7708,0.0028,0.0047
1697,119.4396,-61.0064,2.4178,0.0144,-4.4126,0.0172,11.9086,0.0181,22.9523,2.9074,14.4091,1.251,0.0028,0.0051
1698,116.8694,-60.3576,2.3867,0.0165,-4.0942,0.0202,10.8807,0.0189,28.7848,7.6177,14.6437,1.3096,0.0033,0.0104
1699,117.9885,-60.3843,2.4394,0.0168,-4.5688,0.0212,10.1269,0.0207,21.9938,1.7437,9.235,0.0472,0.0028,0.0047
1700,122.0042,-61.1118,2.4429,0.0115,-5.0209,0.0162,10.9227,0.0124,22.4263,2.8329,13.5745,1.0239,0.0028,0.0054
1701,118.5677,-60.1746,2.3145,0.0275,-4.588,0.0343,10.5197,0.0332,,,15.6853,1.649,0.0029,0.0079
1702,118.6291,-60.1378,2.4001,0.146,-4.1647,0.1802,11.0907,0.1762,,,18.5688,2.897,0.0037,0.0816
1703,116.7852,-60.1947,2.443,0.0455,-3.1498,0.0592,10.7434,0.0528,,,16.939,2.3892,0.0029,0.0165
1704,118.6074,-60.1555,2.4372,0.0231,-4.9688,0.0288,11.3611,0.0274,,,15.3972,1.5802,0.0033,0.0099
1705,119.6148,-61.7603,2.3874,0.0442,-4.9268,0.0607,11.4277,0.0555,,,16.6304,2.1817,0.0028,0.009
1706,118.8933,-59.8042,2.4647,0.1275,-4.8217,0.1866,10.6324,0.1607,,,18.4839,2.7094,0.0033,0.0658
1707,122.8084,-62.2951,2.3687,0.0939,-5.5551,0.121,11.6393,0.1308,,,17.9698,2.6775,0.0031,0.0393
1708,118.9706,-59.835,2.4059,0.1001,-4.0553,0.1447,10.6681,0.1204,,,18.2284,2.669,0.0032,0.048
1710,121.4977,-62.1862,2.3883,0.0757,-5.3149,0.0968,10.9794,0.0932,,,17.8417,2.6546,0.003,0.0306
1711,120.7813,-62.1328,2.4376,0.0233,-4.0368,0.0259,10.7906,0.0295,,,8.0846,0.0353,0.0028,0.0048
1713,120.9121,-62.1146,2.5971,0.1047,-6.2044,0.1204,11.4268,0.1338,,,18.2536,2.7002,0.0031,0.0476
1714,119.6776,-61.6381,2.419,0.0135,-4.462,0.0193,11.7371,0.017,26.6305,3.6191,14.1618,1.1889,0.0028,0.0055
1715,119.772,-62.0704,2.48,0.0181,-5.1642,0.0224,11.8045,0.0241,18.4999,15.2326,14.9554,1.4622,0.0028,0.0058
1716,120.0126,-61.8679,2.4355,0.1215,-5.0141,0.1709,10.7439,0.158,,,18.3485,2.9398,0.0032,0.0668
1717,118.122,-62.505,2.462,0.0308,-4.133,0.0371,11.8249,0.0369,,,15.8427,1.7608,0.0029,0.0068
1719,118.7562,-59.8494,2.3398,0.0143,-3.9723,0.0211,11.1235,0.0171,18.9852,1.1255,10.4106,0.2558,0.0028,0.0047
1721,121.5955,-62.2731,2.1192,0.0151,-4.056,0.0233,9.9837,0.0169,15.0274,4.8183,14.5323,1.2161,0.0028,0.005
1722,118.7772,-59.8852,2.4302,0.0236,-3.1458,0.0303,12.8149,0.03,24.4854,1.0283,11.3549,0.6303,0.0028,0.0047
1723,118.1654,-59.9801,2.5315,0.082,-5.6481,0.0953,11.9909,0.1229,25.5678,5.7483,13.9439,1.2002,0.0029,0.0059
1724,118.7008,-60.1214,2.4775,0.1028,-4.0885,0.1299,11.0297,0.1213,,,18.1614,2.7255,0.0031,0.0651
1725,118.4431,-61.143,2.4347,0.1012,-4.2951,0.127,11.5704,0.1385,,,18.2536,2.6838,0.003,0.0431
1726,118.4493,-61.1421,2.4463,0.0092,-4.1518,0.0116,11.25,0.0122,24.0572,1.4904,12.2511,0.8323,0.0028,0.0047
1729,119.6336,-60.8975,2.4256,0.0223,-4.7625,0.0274,11.8209,0.0245,18.7556,4.6211,10.4688,0.3239,0.0028,0.0047
1731,118.7822,-60.043,2.4455,0.1449,-4.8601,0.1862,10.8496,0.1777,,,18.92,2.8438,0.0035,0.0829
1732,119.5689,-60.9734,2.3934,0.0763,-3.9873,0.0898,10.9917,0.0863,,,17.7065,2.7418,0.0029,0.0247
1733,118.1222,-61.2595,2.5323,0.179,-5.244,0.2463,11.4473,0.2044,,,18.9916,2.8672,0.0036,0.0777
1734,120.5536,-61.7774,2.4454,0.0126,-4.4203,0.0164,11.7497,0.0159,22.8688,1.5094,10.8157,0.6846,0.0028,0.0047
1737,118.2685,-60.2446,2.4794,0.0118,-4.5658,0.0141,11.9512,0.0181,23.4985,1.9487,13.2599,0.9733,0.0028,0.0055
1738,118.3285,-60.2295,2.4567,0.0303,-4.5293,0.0374,10.9335,0.047,,,15.7126,1.7075,0.0028,0.006
1740,120.1599,-61.5818,2.4149,0.0152,-4.3665,0.0234,11.5033,0.0178,20.7521,6.3692,14.5541,1.2956,0.0028,0.0056
1741,118.4352,-60.2086,2.6197,0.0837,-4.3085,0.0983,10.8344,0.111,,,17.717,2.5005,0.003,0.04
1742,120.3407,-62.2574,2.3999,0.0283,-5.3957,0.0372,12.2155,0.0367,14.7368,2.7719,9.653,0.1959,0.0028,0.0047
1743,119.4384,-60.9264,2.4566,0.0269,-4.4603,0.0331,11.1996,0.0341,26.7332,0.2551,6.8339,0.0483,0.0028,0.0048
1745,116.1535,-60.2911,2.5048,0.0233,-3.8301,0.0306,11.7759,0.0362,,,15.4774,1.636,0.003,0.0076
1747,120.2282,-61.59,2.3635,0.0146,-4.324,0.0211,11.1119,0.0161,15.3858,1.9585,9.2724,0.179,0.0028,0.0047
1748,119.8076,-58.0482,2.3993,0.0508,-4.4844,0.0773,11.5703,0.0612,,,16.6689,2.1203,0.003,0.0112
1749,118.0084,-60.254,2.3866,0.0571,-4.0426,0.0633,11.3383,0.069,,,17.0773,2.2295,0.0029,0.0299
1751,119.5291,-60.9756,2.3849,0.1191,-5.1368,0.1341,11.4927,0.1351,,,18.3749,2.8795,0.0032,0.0556
1752,120.1946,-61.6293,2.4938,0.0587,-5.1765,0.0807,10.7991,0.0677,-8.8499,5.4258,15.3461,1.855,0.003,0.0071
1754,119.9862,-61.6784,2.3532,0.0218,-4.9293,0.032,11.2261,0.0281,,,15.3908,1.5581,0.0028,0.0055
1757,120.0135,-61.6958,2.3446,0.0299,-5.1863,0.0479,10.492,0.0381,,,16.0171,1.8002,0.0028,0.007
1758,118.2312,-60.236,2.4504,0.0325,-4.2862,0.0386,11.1314,0.0491,21.3233,3.4631,13.5736,1.0678,0.0028,0.0051
1759,120.4274,-59.3855,2.0265,0.0359,-4.5574,0.0473,11.4231,0.0485,,,16.4897,1.9284,0.0028,0.0095
1761,118.331,-60.1453,2.4233,0.081,-4.1575,0.0857,11.0141,0.1169,,,17.3725,2.4797,0.003,0.0253
1763,118.1349,-61.2157,2.4373,0.0358,-4.6882,0.0514,10.7235,0.0443,,,16.3504,2.0119,0.0029,0.0092
1766,118.9239,-59.8508,2.2166,0.0195,-3.2487,0.0269,11.2614,0.0222,26.5307,3.5659,11.3407,0.5912,0.0028,0.0047
1767,119.7573,-61.861,2.3789,0.0242,-4.5948,0.0346,10.9297,0.0313,,,15.4334,1.5707,0.0028,0.0059
1769,118.4876,-61.1037,2.5725,0.083,-4.528,0.1223,11.1181,0.1178,,,17.844,2.6714,0.0029,0.0398
1770,119.4072,-61.8926,2.4353,0.0599,-3.9914,0.0773,11.2857,0.0717,,,17.3008,2.6447,0.0029,0.0172
1772,118.5652,-62.065,2.4534,0.0136,-5.7526,0.0183,12.3231,0.0171,14.7827,5.9126,14.1271,1.1978,0.0028,0.0055
1773,119.5975,-60.9157,2.4875,0.0182,-3.1819,0.0222,12.6016,0.0205,12.5924,8.3467,13.9456,1.3042,0.0033,0.0123
1775,118.6005,-59.9438,2.4076,0.034,-4.9277,0.0454,10.4334,0.0431,,,16.164,2.0296,0.0032,0.01
1777,118.384,-61.1479,2.4373,0.0381,-4.2283,0.0505,11.6561,0.0527,,,16.5495,2.414,0.0028,0.0099
1778,118.5436,-59.9719,2.5737,0.087,-4.6781,0.108,12.1718,0.1073,,,17.879,2.7717,0.0031,0.0427
1781,118.6469,-61.017,2.4459,0.0087,-4.6586,0.0107,11.3651,0.0113,23.332,2.2116,12.4852,0.8793,0.0028,0.0048
1782,122.9566,-62.4664,2.3698,0.0193,-4.88,0.0263,10.9946,0.028,18.3968,1.2811,10.3832,0.2912,0.0028,0.0047
1784,118.584,-61.1073,2.3081,0.0931,-4.5374,0.12,11.7292,0.1228,,,18.0403,2.7404,0.003,0.0326
1785,119.3588,-61.8603,2.4683,0.0146,-4.3645,0.0198,11.3579,0.0168,20.5247,1.9819,12.9416,0.9366,0.0028,0.0049
1786,119.6595,-60.9205,2.4438,0.1124,-4.7714,0.1333,11.6408,0.1171,,,18.138,2.6203,0.0031,0.0533
1789,118.9495,-62.1335,2.4008,0.015,-4.1147,0.0188,11.1583,0.0188,19.4476,1.2151,10.9507,0.5049,0.0028,0.0047
1790,117.9648,-60.1588,2.4539,0.0148,-4.0777,0.0187,10.8885,0.0171,12.6838,2.5115,10.2961,0.2487,0.0028,0.0048
1791,118.8562,-62.1552,2.3363,0.03,-5.0867,0.0375,11.0808,0.0399,,,16.0379,1.8312,0.0028,0.0071
1793,118.5392,-61.132,2.4244,0.0225,-3.9177,0.0301,10.7167,0.0293,,,15.5734,1.6453,0.0028,0.0057
1794,119.178,-62.0459,2.6036,0.01,-4.616,0.0129,12.3564,0.012,21.6571,2.3877,13.3211,1.026,0.0028,0.0055
1795,119.4705,-61.9305,2.1016,0.037,-3.8231,0.0494,10.292,0.0451,,,16.2665,1.8329,0.0029,0.0082
1796,119.3992,-61.9003,2.4772,0.1032,-4.4918,0.134,12.0365,0.1258,,,18.1553,2.6434,0.003,0.0493
1797,119.0603,-61.9433,2.4042,0.0105,-4.7766,0.0131,11.4434,0.012,24.6978,2.3905,13.1812,0.9843,0.0028,0.005
1798,118.0907,-60.1444,2.4825,0.0502,-4.1258,0.0589,11.5316,0.0718,,,16.8903,2.1892,0.0029,0.0128
1799,118.6472,-61.0939,2.4077,0.0993,-3.8786,0.1325,11.5076,0.131,,,18.0502,2.6849,0.003,0.0324
1800,117.9234,-60.1816,2.3909,0.0576,-4.4396,0.0648,10.8531,0.0656,,,16.9641,2.2264,0.0029,0.0144
1801,119.3188,-61.6879,2.4372,0.113,-3.8868,0.1716,11.9483,0.1403,,,18.2138,2.8049,0.0031,0.0578
1803,118.5478,-61.1289,2.3339,0.1028,-4.5429,0.1372,10.501,0.1518,,,18.22,2.4997,0.0032,0.0776
1804,116.4138,-60.2115,2.2134,0.0775,-3.8305,0.0968,11.422,0.0981,,,17.8064,2.5658,0.0032,0.039
1805,118.7617,-60.0107,2.4768,0.0877,-4.5536,0.1179,10.9531,0.1075,,,17.9826,2.7364,0.0031,0.0504
1806,118.9557,-59.8641,2.4076,0.0152,-4.6722,0.0209,11.0083,0.0174,28.1709,9.451,14.645,1.3003,0.0028,0.0056
1807,118.3999,-60.0951,2.4261,0.0407,-3.168,0.0488,11.8203,0.0607,22.8973,2.6971,13.3705,0.9764,0.0028,0.005
1808,119.1935,-61.5824,2.3755,0.0502,-4.2865,0.0667,10.851,0.0661,,,16.9104,2.198,0.003,0.0117
1810,119.1458,-61.6273,2.3686,0.0629,-4.5911,0.0868,10.868,0.0778,,,17.1708,2.5147,0.0029,0.0193
1813,121.5547,-62.3398,2.4686,0.1286,-5.9773,0.1787,11.7031,0.1575,,,18.5876,2.9846,0.0032,0.0677
1816,123.1996,-62.2676,2.4738,0.0959,-5.4465,0.1315,10.9258,0.1239,,,17.9345,2.7073,0.0031,0.0294
1819,120.3127,-61.7707,2.3616,0.1299,-4.6202,0.1832,11.1175,0.152,,,18.634,2.8833,0.0033,0.0476
1820,119.7134,-58.8682,2.3579,0.095,-4.7011,0.1244,10.9822,0.1109,,,18.2108,2.7802,0.0032,0.069
1821,118.4782,-60.0124,2.4206,0.1184,-3.957,0.1497,10.8665,0.167,,,18.4237,2.723,0.0033,0.063
1822,118.4819,-59.9838,2.422,0.022,-5.3289,0.0274,10.9855,0.0291,,,15.3651,1.5794,0.0028,0.0056
1823,118.6557,-60.0048,2.4179,0.0226,-3.9256,0.0288,11.061,0.0294,,,15.6482,1.6656,0.0028,0.0065
1825,117.9271,-61.3283,2.4302,0.0363,-4.1212,0.0437,11.3572,0.0435,,,16.4025,1.9843,0.0029,0.0082
1826,118.2444,-60.0532,2.4797,0.0173,-2.6715,0.0195,11.7837,0.0311,24.001,1.1201,10.331,0.2643,0.0028,0.0048
1827,118.1726,-60.089,2.4543,0.0542,-4.3251,0.0626,11.2321,0.0865,,,16.9675,2.5345,0.003,0.0156
1829,119.6361,-60.9285,2.4553,0.1186,-4.3657,0.1463,10.9353,0.1504,,,17.3596,2.6922,0.0042,0.0222
1830,118.4672,-62.1687,2.3339,0.1201,-4.2756,0.1484,11.7664,0.1664,,,18.5236,2.8232,0.0032,0.0765
1831,118.9249,-61.7243,2.3878,0.0349,-4.8298,0.0437,11.4509,0.0403,,,16.2511,1.9465,0.0029,0.0092
1833,120.3568,-61.6768,2.3568,0.0216,-2.7458,0.0327,11.8848,0.0266,18.6883,3.4805,10.1136,0.2854,0.0028,0.0047
1834,120.3763,-61.689,2.4271,0.0277,-5.3193,0.04,11.0751,0.0349,,,15.9781,1.7916,0.0028,0.0076
1835,119.4089,-60.9489,2.3996,0.012,-4.3753,0.0152,11.2527,0.0156,24.8671,0.7766,11.0801,0.5053,0.0028,0.0047
1836,120.2949,-61.5242,2.3933,0.0116,-4.6946,0.0175,11.4603,0.0141,26.3059,3.018,13.9452,1.1268,0.0028,0.0051
1837,120.2536,-61.5242,2.4142,0.0167,-4.5502,0.0257,11.9774,0.0202,,,8.3593,0.0457,0.0028,0.0048
1838,119.5851,-60.2359,2.5406,0.1307,-4.5748,0.164,11.4347,0.1389,,,18.5391,2.8251,0.0032,0.0512
1839,120.3955,-62.4433,2.3123,0.1001,-5.2166,0.1614,11.0784,0.1253,,,17.9701,2.8409,0.0031,0.0423
1840,119.5781,-60.2492,2.5787,0.0534,-3.7539,0.068,11.8048,0.0568,,,17.0176,2.5595,0.0029,0.0206
1841,119.8634,-61.5164,2.3202,0.024,-4.8407,0.0347,10.9627,0.0304,,,15.6867,1.6829,0.0028,0.0056
1842,118.3552,-62.0486,2.3485,0.0215,-3.961,0.029,9.9757,0.033,13.9164,2.0445,10.345,0.3311,0.0028,0.0047
1843,119.8294,-61.4665,2.351,0.096,-4.8647,0.1355,11.7309,0.1336,,,18.0839,2.6555,0.003,0.0373
1844,120.2136,-62.2026,2.3478,0.076,-4.4087,0.0921,11.265,0.104,,,17.3127,2.3046,0.003,0.041
1845,119.585,-60.2375,2.4644,0.0868,-4.1595,0.11,11.459,0.0934,,,17.8683,2.5855,0.003,0.0316
1846,119.4198,-59.7583,2.5141,0.1053,-5.3288,0.164,11.0246,0.129,,,18.261,2.5023,0.0033,0.0446
1847,119.8667,-61.4335,2.2445,0.0949,-4.571,0.1279,11.0187,0.1171,,,18.2634,2.7409,0.003,0.0608
1848,119.9524,-62.2617,2.373,0.0112,-4.7359,0.0148,11.3071,0.0123,19.839,2.0068,12.6082,0.8426,0.0028,0.0048
1849,119.9426,-61.4287,2.186,0.0551,-4.3726,0.0665,10.9437,0.1077,,,11.0367,0.3687,0.0032,0.0057
1850,119.3897,-60.269,2.4589,0.0377,-4.2902,0.046,10.4158,0.0428,,,16.2626,2.2349,0.0028,0.0092
1851,119.9431,-61.4287,2.3792,0.0411,-4.6891,0.0519,9.5321,0.0536,24.9325,1.6485,10.6806,0.3682,0.0029,0.0059
1853,117.3918,-60.3845,2.3757,0.022,-3.6816,0.0267,10.924,0.0245,,,15.3575,1.5345,0.0029,0.0061
1854,117.2362,-60.4259,2.4399,0.0356,-3.1247,0.0454,11.5479,0.0411,,,15.1759,1.5053,0.0034,0.0104
1855,118.0202,-61.0833,2.7118,0.0176,-3.9269,0.0237,12.0609,0.0218,21.2956,4.4949,14.8153,1.4679,0.0029,0.006
1856,119.5799,-61.3978,2.4384,0.0238,-5.7485,0.0313,11.8583,0.0275,,,15.5979,1.6914,0.0028,0.0063
1857,117.1007,-60.4095,2.5754,0.0402,-3.1131,0.0504,10.8152,0.0436,,,16.5067,2.0703,0.003,0.0122
1858,119.5457,-61.4288,2.4305,0.0614,-4.0999,0.0809,11.1066,0.0792,,,17.3967,2.7012,0.0029,0.0446
1859,119.4834,-60.2478,2.6457,0.0661,-4.5134,0.0797,11.6098,0.0769,,,17.5144,2.4783,0.003,0.0294
1860,119.4994,-61.4519,2.4237,0.0109,-4.3097,0.0147,11.456,0.0145,22.826,2.3826,12.6995,0.9139,0.0028,0.0048
1862,118.8278,-59.7934,2.4899,0.0104,-4.8682,0.015,11.5139,0.0127,22.0152,3.1146,13.354,0.9869,0.0028,0.0053
1863,119.6428,-61.4522,2.46,0.0328,-5.2881,0.0449,11.2135,0.0393,,,16.163,1.931,0.0028,0.0075
1865,119.4464,-61.5104,2.5885,0.1149,-4.8292,0.1502,11.7179,0.159,,,18.4842,2.9534,0.0032,0.0787
1866,120.1761,-62.1369,2.4061,0.0619,-4.2168,0.0762,11.0265,0.0913,23.4233,5.7497,15.1074,1.4966,0.0028,0.0052
1867,119.3369,-59.1574,2.4681,0.0725,-4.8274,0.0944,11.0857,0.0935,,,16.5856,2.1852,0.0032,0.0126
1869,119.3191,-61.5274,2.4656,0.0231,-4.389,0.0352,11.5074,0.0301,,,15.509,1.6058,0.0031,0.008
1870,119.397,-60.2487,2.4161,0.024,-4.6462,0.0303,10.8119,0.0271,,,15.4219,1.566,0.0028,0.0063
1871,117.4508,-60.467,2.3825,0.0221,-3.927,0.031,11.8074,0.0246,,,15.2348,1.5078,0.0028,0.0055
1874,119.2394,-60.2988,2.4472,0.0091,-3.9878,0.0117,11.1596,0.0107,29.2284,1.8176,12.3459,0.7902,0.0028,0.005
1876,115.2705,-59.7573,2.5402,0.0442,-4.9264,0.0611,11.1577,0.0517,,,16.8218,2.3247,0.0029,0.0136
1877,117.686,-60.4816,2.5998,0.0331,-4.5686,0.0461,10.9804,0.039,,,15.7514,1.7251,0.0028,0.0062
1878,119.5015,-60.1689,2.385,0.0106,-4.8167,0.0128,11.1905,0.0119,24.8178,2.1945,13.3667,0.9618,0.0028,0.006
1879,119.8036,-61.3194,2.3959,0.0568,-4.6048,0.0722,11.3641,0.0646,,,17.2553,2.3613,0.003,0.0149
1880,119.7919,-61.3215,2.5868,0.0548,-4.8292,0.0712,11.1836,0.0651,,,17.2488,2.2748,0.0028,0.0148
1881,118.6435,-59.6987,2.4111,0.0364,-4.2909,0.0516,11.4447,0.0462,,,16.3567,1.9633,0.003,0.011
1882,119.6455,-61.399,2.2834,0.0318,-6.2197,0.0429,10.3746,0.0378,23.4907,4.4294,13.9299,1.1983,0.0029,0.0064
1884,116.5574,-60.1032,2.2849,0.0109,-3.9367,0.0128,10.5616,0.0137,25.3704,3.98,13.5958,1.0325,0.0028,0.0053
1885,119.3364,-62.1525,2.4763,0.0424,-4.5728,0.0506,11.0358,0.0501,,,16.6942,2.4321,0.0029,0.0111
1886,117.8167,-60.3743,2.4683,0.0535,-3.7484,0.0638,11.0414,0.0655,,,16.9907,2.2761,0.003,0.0159
1887,117.7869,-60.3467,2.3531,0.0855,-4.0213,0.1019,11.0921,0.0987,,,17.6791,2.5742,0.0031,0.0247
1888,117.8623,-62.496,2.2433,0.0116,-3.7123,0.0141,11.1197,0.0138,24.1452,0.8522,11.4066,0.5893,0.0028,0.0047
1890,119.4837,-60.9164,2.4451,0.015,-4.5776,0.0204,11.1241,0.018,20.1893,3.4701,14.1117,1.1687,0.0028,0.0054
1891,119.7173,-61.3997,2.4734,0.0752,-4.3631,0.0977,11.641,0.093,,,17.7472,2.5587,0.003,0.0251
1893,122.2365,-62.125,2.4956,0.032,-4.9811,0.0446,11.6685,0.0369,,,16.0568,2.1934,0.0028,0.0069
1894,120.0689,-61.3539,2.6749,0.0122,-5.0893,0.0152,11.8893,0.0157,22.0322,3.7211,14.1443,1.2411,0.0028,0.005
1895,117.3433,-60.5126,2.4256,0.0142,-4.5868,0.018,11.5875,0.0147,25.1613,3.9793,14.0869,1.1365,0.0028,0.0052
1896,119.0674,-59.6645,2.3458,0.0144,-4.9313,0.0206,11.0102,0.0192,22.7423,4.7336,14.3854,1.2394,0.0028,0.0055
1897,119.0692,-59.6643,2.4217,0.1014,-4.8107,0.1459,11.1512,0.1405,,,18.0932,2.3765,0.0035,0.0722
1898,119.394,-60.993,2.5934,0.0279,-4.9338,0.0345,11.4974,0.0378,20.9852,1.533,10.2287,0.2859,0.0028,0.0047
1899,119.3997,-60.2224,2.4294,0.0108,-4.3439,0.0127,10.9308,0.0119,23.2901,1.875,12.7495,0.842,0.0028,0.005
1900,116.3758,-60.1387,2.6981,0.0185,-3.8595,0.0223,12.0925,0.0278,19.008,7.9708,14.9671,1.5044,0.0028,0.0052
1901,119.0209,-59.7071,2.437,0.112,-4.4766,0.158,11.6086,0.141,,,18.2196,2.9884,0.0032,0.0557
1902,119.9814,-61.4039,2.2706,0.0866,-5.0322,0.1162,11.3032,0.1103,,,15.3435,1.7662,0.003,0.006
1903,119.2482,-61.5563,2.4167,0.0111,-4.7876,0.0164,11.6097,0.0147,24.6358,2.3419,13.5492,1.0461,0.0028,0.0051
1906,118.5175,-61.1696,2.4802,0.0686,-4.3593,0.091,11.1194,0.0904,,,17.673,2.4736,0.0029,0.026
1907,120.0592,-61.4529,2.4534,0.0328,-4.1741,0.0479,11.5103,0.0433,,,16.3568,1.9847,0.0029,0.0094
1909,122.0163,-62.0564,2.4188,0.0101,-4.1309,0.0123,12.2148,0.0109,,,10.9233,0.7006,0.0028,0.0047
1913,119.2874,-59.7399,2.5041,0.0462,-4.6359,0.0687,10.7554,0.0562,,,16.8583,2.1566,0.003,0.0186
1914,120.5048,-59.4694,2.5546,0.0464,-5.1098,0.0605,11.6836,0.0582,,,16.8106,2.4758,0.0029,0.0149
1916,120.3906,-62.1183,2.2958,0.1314,-4.5699,0.1391,11.0406,0.1533,,,18.3938,3.1071,0.0032,0.0498
1917,120.3656,-59.4408,2.3636,0.016,-5.5845,0.0203,10.1627,0.0206,42.4984,7.5626,14.6962,1.4991,0.0032,0.0104
1920,120.4201,-62.0928,2.4592,0.05,-4.8937,0.0569,11.2418,0.0676,,,16.8043,2.1141,0.0028,0.0111
1921,120.0195,-61.4957,2.5496,0.0891,-4.6926,0.1338,11.0363,0.1151,24.3892,4.319,14.8115,1.4415,0.0028,0.0055
1922,117.5137,-60.2121,2.5021,0.0505,-4.7681,0.0631,11.6388,0.0558,,,16.776,2.1806,0.003,0.0109
1924,120.4009,-62.0471,2.4358,0.0098,-4.4017,0.0119,11.7607,0.0132,24.4399,1.5928,12.3435,0.8076,0.0028,0.0048
1925,120.0162,-61.5582,2.4987,0.0366,-3.9599,0.0568,11.7141,0.0484,,,16.5238,2.0531,0.0028,0.0086
1927,117.7948,-61.143,2.4246,0.0602,-4.4076,0.0821,11.2938,0.0725,,,17.3209,2.6846,0.0029,0.0204
1928,117.8636,-61.1657,2.486,0.0105,-4.1953,0.0142,11.8489,0.0125,25.339,2.5912,12.5909,0.9071,0.0028,0.0049
1934,120.655,-61.9739,2.4375,0.0191,-4.5325,0.0229,11.5467,0.0243,,,15.2152,1.5383,0.0028,0.0053
1935,120.2553,-61.5232,2.3864,0.0207,-5.0246,0.037,11.8947,0.024,17.4026,5.1763,10.7085,0.4357,0.0028,0.0049
1939,120.2787,-62.1011,2.3222,0.1351,-5.4449,0.1539,11.9229,0.1526,,,18.5558,2.9113,0.0032,0.0557
1940,120.0232,-62.1136,2.3908,0.0609,-4.1868,0.0738,11.2553,0.0772,,,17.2561,2.2977,0.0029,0.0165
1941,119.2795,-60.2883,2.443,0.0153,-4.4614,0.0186,11.0636,0.0171,16.5725,2.0489,10.2394,0.2235,0.0028,0.0047
1943,119.6713,-61.5049,2.4265,0.0121,-4.1761,0.0168,11.6894,0.0136,24.4653,2.9565,13.2503,1.0409,0.0028,0.0053
1944,120.3242,-59.6038,2.4924,0.1,-4.3946,0.1217,10.7123,0.1199,,,18.2279,2.682,0.0031,0.0388
1945,118.1193,-61.1009,2.5116,0.0897,-4.4806,0.1244,11.1221,0.1117,,,18.0556,2.8001,0.003,0.0373
1946,119.2333,-60.3284,2.424,0.0119,-3.975,0.0154,11.1907,0.0143,25.3944,3.1881,14.0824,1.1353,0.0028,0.0055
1947,121.162,-62.3291,2.3475,0.0705,-4.7459,0.0932,11.6011,0.0888,,,17.6182,2.7314,0.0029,0.023
1948,117.9032,-60.2327,2.4698,0.0339,-3.836,0.0388,11.3417,0.039,,,15.9355,1.7862,0.003,0.0115
1950,119.5807,-61.5473,2.3672,0.0363,-3.6764,0.0577,10.5468,0.0503,,,16.4342,2.0067,0.0029,0.0085
1951,117.9859,-61.1594,2.3166,0.0722,-4.3284,0.0994,11.1825,0.088,,,17.709,2.7921,0.0029,0.0324
1952,120.0067,-62.1488,2.4638,0.068,-4.1426,0.0791,11.6042,0.0813,,,17.4151,2.4027,0.0029,0.0224
